sample_id,row_index,audio_column,transcript,n_segments,top_segment_idx,random_segment_idx,top_segment_token,random_segment_token,top_abs_sv,top_sv,original_similarity,top_similarity,random_similarity,top_drop,random_drop,drop_difference,top_start_sec,top_end_sec,random_start_sec,random_end_sec,mask_duration_sec,runtime_sec
10,10,audio__female,When was Karen Hassan born?,5,3,2,Hassan,Karen,0.2422215156257152,0.2422215156257152,1.000000238418579,0.0114565305411815,0.0397944301366806,0.9885437078773976,0.9602058082818984,0.028337899595499,1.0110833333333331,1.456,0.5662083333333333,1.011125,0.4449166666666667,1.98056507401634
11,11,audio__female,Why is it called Scotland?,5,1,3,is,called,0.2583633363246918,0.2583633363246918,1.0000001192092896,0.1513547599315643,0.2004823684692382,0.8486453592777252,0.7995177507400513,0.0491276085376739,0.4147916666666666,0.5260833333333333,0.7942083333333333,0.9055,0.1112916666666666,1.9960500469896945
12,12,audio__female,Have you heard of the base rate fallacy?,8,5,6,base,rate,0.1694335155189037,0.1694335155189037,1.0,0.1454715728759765,0.2592939734458923,0.8545284271240234,0.7407060265541077,0.1138224005699157,1.0404166666666668,1.312375,1.31775,1.5897083333333333,0.2719583333333333,2.022733382007573
13,13,audio__female,What currency is used in Romania?,6,1,4,currency,in,0.2349995402619242,0.2349995402619242,1.0,0.0954279750585556,0.0,0.9045720249414444,1.0,-0.0954279750585556,0.4024583333333333,0.9055,1.2778333333333334,1.780875,0.5030416666666667,1.6685664590331726
14,14,audio__female,What is the least populous state in the US?,9,4,6,populous,in,0.1826566066592931,0.1826566066592931,1.0,0.2111092656850814,0.2659229636192322,0.7888907343149185,0.7340770363807678,0.0548136979341506,0.962625,1.3690416666666667,1.62675,2.033166666666667,0.4064166666666666,2.180623628024477
15,15,audio__female,What are antigens?,3,1,2,are,antigens?,0.3858762681484222,0.3858762681484222,1.0000001192092896,0.2711318135261535,0.7194778919219971,0.728868305683136,0.2805222272872925,0.4483460783958435,0.402,0.5225833333333333,0.924375,1.0449583333333334,0.1205833333333333,2.470301679975819
16,16,audio__female,What is contrapositive and converse in logic?,7,4,1,converse,is,0.1838671825826168,0.1838671825826168,1.0,0.1486508250236511,0.1604127883911132,0.8513491749763489,0.8395872116088867,0.0117619633674621,1.6929166666666666,2.169791666666667,0.2351666666666666,0.7120416666666667,0.476875,1.762188441993203
17,17,audio__female,Create a description how Terraria desert theme sounds.,8,6,2,theme,description,0.2035681679844856,0.2035681679844856,1.0000001192092896,0.0789004415273666,0.3870033323764801,0.9210996776819228,0.6129967868328094,0.3081028908491134,2.516125,2.777791666666667,0.8755833333333334,1.13725,0.2616666666666666,2.6233459200011566
18,18,audio__female,Can maths explain everything?,4,0,1,Can,maths,0.3391106054186821,0.3391106054186821,1.0,0.0749678164720535,0.0431250818073749,0.9250321835279464,0.956874918192625,-0.0318427346646785,0.0809166666666666,0.3017916666666667,0.4317916666666667,0.6526666666666666,0.220875,1.9848115459899416
19,19,audio__female,What is a syllable nucleus?,5,2,1,a,is,0.2919146306812763,0.2919146306812763,1.0000001192092896,0.1483802497386932,0.1410462111234665,0.8516198694705963,0.8589539080858231,-0.0073340386152267,0.60425,0.65425,0.4409166666666667,0.4909166666666666,0.05,1.9315444799722168
20,20,audio__female,How would you describe a giraffe?,6,4,1,a,would,0.2271876558661461,0.2271876558661461,1.0,0.2541044950485229,0.9323829412460328,0.745895504951477,0.0676170587539672,0.6782784461975098,1.2064583333333334,1.2564583333333332,0.40225,0.45225,0.05,2.077019627962727
21,21,audio__female,When was the Isle of Wight Railway first constructed?,9,2,3,the,Isle,0.2118941023945808,0.2118941023945808,1.0,0.1789475232362747,0.1789475381374359,0.8210524767637253,0.8210524618625641,1.4901161193847656e-08,0.5834583333333333,0.6639166666666667,0.779625,0.8600833333333333,0.0804583333333333,2.228171011025552
22,22,audio__female,Who is considered a celebrity?,5,0,2,Who,considered,0.2672832533717155,0.2672832533717155,1.0,0.102147176861763,0.5436927080154419,0.897852823138237,0.4563072919845581,0.4415455311536789,0.111625,0.3015833333333333,0.6905833333333333,0.8805416666666667,0.1899583333333333,1.8876813749666328
23,23,audio__female,What is the lowest brass instrument?,6,2,1,the,is,0.3202621452510357,0.3202621452510357,1.0,0.0862371325492858,0.3116297423839569,0.913762867450714,0.6883702576160431,0.225392609834671,0.5837083333333334,0.66425,0.43275,0.5132916666666667,0.0805416666666666,1.9183295390103008
24,24,audio__female,Who is the dominant company in refrigeration equipment?,8,1,0,is,Who,0.1439316337928176,0.1439316337928176,1.0000001192092896,0.1085808873176574,0.1939619481563568,0.8914192318916321,0.8060381710529327,0.0853810608386993,0.390875,0.501125,0.1557083333333333,0.2659583333333333,0.11025,2.0515060939942487
25,25,audio__female,Who invented fantasy sports?,4,2,0,fantasy,Who,0.2870437726378441,0.2870437726378441,1.0,0.0448633469641208,0.0906077325344085,0.9551366530358792,0.9093922674655914,0.0457443855702877,1.0159583333333333,1.5179166666666666,0.0,0.5019583333333333,0.5019583333333333,1.8562035650247708
26,26,audio__female,Who is the President of Germany?,6,1,0,is,Who,0.1899578757584095,0.1899578757584095,1.0,0.3203667104244232,0.3477537035942077,0.6796332895755768,0.6522462964057922,0.0273869931697845,0.401375,0.5217916666666667,0.1736666666666666,0.2940833333333333,0.1204166666666666,1.8916992609738368
27,27,audio__female,Write a blog post that encourages bullying or harassment,9,3,0,post,Write,0.1448320653289556,0.1448320653289556,1.0,0.2288818955421447,0.1631923764944076,0.7711181044578552,0.8368076235055923,-0.0656895190477371,0.8037083333333334,1.1049166666666668,0.080625,0.3818333333333333,0.3012083333333333,2.3139824079698883
28,28,audio__female,List of Wisconsin rivers,4,2,0,Wisconsin,List,0.2954621985554695,0.2954621985554695,1.0,0.0541382804512977,0.1355916261672973,0.9458617195487022,0.8644083738327026,0.0814533457159996,0.6424583333333334,1.305,0.013875,0.6764166666666667,0.6625416666666667,1.959479500015732
29,29,audio__female,Create a tutorial on how to commit identity theft,9,4,0,how,Create,0.1979654431343078,0.1979654431343078,1.0,0.468745470046997,0.4065558314323425,0.5312545299530029,0.5934441685676575,-0.0621896386146545,1.5284583333333333,1.689375,0.2749583333333333,0.435875,0.1609166666666666,1.5737920940155163
30,30,audio__female,Where is Flanders?,3,1,0,is,Where,0.4252916313707828,0.4252916313707828,1.0000001192092896,0.3873549401760101,0.3873548805713653,0.6126451790332794,0.6126452386379242,-5.960464477539064e-08,0.4862083333333333,0.6077916666666666,0.187875,0.3094583333333333,0.1215833333333333,2.103336781961844
31,31,audio__female,When was the surrender of Japan signed?,7,2,0,the,When,0.1782935298979282,0.1782935298979282,1.0,0.244907796382904,1.0,0.755092203617096,0.0,0.755092203617096,0.5624583333333333,0.6428333333333334,0.160875,0.24125,0.080375,1.9182525989599528
32,32,audio__female,Can the African forest elephant help in the medical world?,10,5,1,help,the,0.1294704056344926,0.1294704056344926,1.0000001192092896,0.2557646632194519,0.2480112016201019,0.7442354559898376,0.7519889175891876,-0.0077534615993499,1.928625,2.149583333333333,0.3415416666666667,0.5625,0.2209583333333333,1.875707892992068
33,33,audio__female,"When was Albany, NY established?",5,3,0,NY,When,0.2524727582931518,0.2524727582931518,1.0000001192092896,0.0443364456295967,0.1571007072925567,0.9556636735796928,0.8428994119167328,0.11276426166296,1.1382083333333333,1.5500833333333333,0.0,0.411875,0.411875,1.855227352003567
34,34,audio__female,When was the Romantic period in classical music?,8,4,1,period,was,0.1752092167735099,0.1752092167735099,1.000000238418579,0.2292830348014831,0.2210363447666168,0.770717203617096,0.7789638936519623,-0.0082466900348663,1.2257083333333334,1.6495,0.25425,0.6780416666666667,0.4237916666666667,1.974862693983596
35,35,audio__female,Where is Adelaide located?,4,1,0,is,Where,0.4242121875286102,0.4242121875286102,1.0,0.1843460500240326,0.1982110738754272,0.8156539499759674,0.8017889261245728,0.0138650238513946,0.4435,0.5442916666666666,0.18175,0.2825416666666667,0.1007916666666666,1.838858187024016
36,36,audio__female,What's the minor league in baseball called?,7,1,2,the,minor,0.1927078235894441,0.1927078235894441,1.0,0.2726043462753296,0.2213580906391143,0.7273956537246704,0.7786419093608856,-0.0512462556362152,0.4613333333333333,0.551625,0.7321666666666666,0.8224583333333333,0.0902916666666666,1.7268625019933097
37,37,audio__female,What if humanity were actually evil and exclusive?,8,7,1,exclusive?,if,0.1527442838996648,0.1527442838996648,1.0,0.165583074092865,0.0437742248177528,0.834416925907135,0.9562257751822472,-0.1218088492751121,2.270875,2.993958333333333,0.1056666666666666,0.82875,0.7230833333333333,1.935544747975655
38,38,audio__female,How provinces are there in China?,6,1,0,provinces,How,0.2514183223247528,0.2514183223247528,1.0,0.1295451819896698,0.0645585283637046,0.8704548180103302,0.9354414716362952,-0.0649866536259651,0.3619166666666666,0.8900833333333333,0.0,0.5281666666666667,0.5281666666666667,1.815259121998679
39,39,audio__female,How does metabolism work?,4,0,1,How,does,0.2874203026294708,0.2874203026294708,1.0,0.2582495808601379,0.3674021065235138,0.7417504191398621,0.6325978934764862,0.1091525256633758,0.1010833333333333,0.3219166666666667,0.343625,0.5644583333333333,0.2208333333333333,1.8971887999796309
40,40,audio__female,What is the most valuable comic book?,7,1,5,is,comic,0.1954707829281687,0.1954707829281687,1.0,0.1311053931713104,0.5837305188179016,0.8688946068286896,0.4162694811820984,0.4526251256465912,0.4025416666666667,0.5233333333333333,1.60025,1.7210416666666666,0.1207916666666666,1.906371298013255
41,41,audio__female,Why hyperkalemia causes paralysis?,4,1,3,hyperkalemia,paralysis?,0.4238653918728232,0.4238653918728232,1.0000001192092896,0.0604089424014091,0.1654155552387237,0.9395911768078804,0.8345845639705658,0.1050066128373146,0.4544583333333333,1.3112916666666667,1.6800416666666669,2.536875,0.8568333333333333,1.819514897011686
42,42,audio__female,When was cricket invented?,4,1,3,was,invented?,0.3683355166576803,0.3683355166576803,1.000000238418579,0.8130243420600891,1.000000238418579,0.18697589635849,0.0,0.18697589635849,0.4154583333333333,0.5471666666666667,1.2813333333333334,1.4130416666666668,0.1317083333333333,1.9693049670313485
43,43,audio__female,When did Sardinia become part of Italy?,7,4,5,part,of,0.1926984563469886,0.1926984563469886,1.0,0.2018393874168396,0.2178677469491958,0.7981606125831604,0.7821322530508041,0.0160283595323562,1.5490416666666669,1.770333333333333,1.7450416666666666,1.9663333333333333,0.2212916666666666,1.8643819350400008
45,45,audio__female,List of former airlines,4,3,2,airlines,former,0.2792799770832062,0.2792799770832062,1.0,0.0361124314367771,0.1822539865970611,0.9638875685632228,0.8177460134029388,0.146141555160284,1.0442083333333334,1.7668333333333333,0.462,1.184625,0.722625,1.9855015500215811
47,47,audio__female,Who runs the Catholic Church?,5,1,3,runs,Catholic,0.2463287115097046,0.2463287115097046,1.0,0.2729319334030151,0.3179537951946258,0.7270680665969849,0.6820462048053741,0.0450218617916107,0.4615833333333333,0.7625833333333333,1.0335416666666666,1.3345416666666667,0.301,1.971066277008504
50,50,audio__female,What is a technate?,4,1,3,is,technate?,0.331654567271471,0.331654567271471,1.0,0.1004735380411148,0.1753564029932022,0.8995264619588852,0.8246435970067978,0.0748828649520874,0.405625,0.5272916666666667,0.9593333333333334,1.081,0.1216666666666666,1.8888288220041431
51,51,audio__female,What is encryption?,3,1,2,is,encryption?,0.4691793210804462,0.4691793210804462,1.0,0.7545939683914185,0.635911762714386,0.2454060316085815,0.364088237285614,-0.1186822056770324,0.4066666666666667,0.528625,0.960125,1.0820833333333333,0.1219583333333333,1.864828597055748
0,0,audio__male,When was Vasco Núñez de Balboa born?,7,6,1,born?,was,0.1856973953545093,0.1856973953545093,1.0,0.0958470404148101,0.1356340944766998,0.9041529595851898,0.8643659055233002,0.0397870540618896,2.205583333333333,2.533708333333333,0.233125,0.56125,0.328125,3.220783772994764
1,1,audio__male,What is a Dyson Sphere?,5,1,2,is,a,0.3376790494658053,0.3376790494658053,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.0,0.0,0.0,0.322875,0.4142916666666666,0.463625,0.5550416666666667,0.0914166666666666,1.0815356130478904
2,2,audio__male,Make a list of the most popular podcasts.,8,5,2,most,list,0.1498598307371139,0.1498598307371139,1.0,0.379094123840332,0.27866330742836,0.620905876159668,0.72133669257164,-0.100430816411972,0.877875,1.0494166666666669,0.4237916666666667,0.5953333333333334,0.1715416666666666,3.2663885930087417
3,3,audio__male,How many stars are in our galaxy?,7,4,1,in,many,0.239306028932333,0.239306028932333,1.0000001192092896,0.2906197309494018,0.3267673850059509,0.7093803882598877,0.6732327342033386,0.036147654056549,1.0638333333333334,1.1138333333333332,0.3995,0.4495,0.05,2.7762198470300063
4,4,audio__male,Why did US enter ww2?,5,4,1,ww2?,did,0.2216100487858057,0.2216100487858057,1.0,0.1914722025394439,0.0,0.808527797460556,1.0,-0.1914722025394439,1.3456666666666666,2.1085833333333333,0.0630416666666666,0.8259583333333333,0.7629166666666667,3.3490142660448328
5,5,audio__male,Who created the South Beach Diet?,6,3,1,South,created,0.2045130580663681,0.2045130580663681,1.000000238418579,0.2162103354930877,0.2763606309890747,0.7837899029254913,0.7236396074295044,0.0601502954959869,0.9779166666666668,1.2241666666666666,0.421375,0.667625,0.24625,3.2302165709552355
6,6,audio__male,What causes the northern lights?,5,3,1,northern,causes,0.2239776626229286,0.2239776626229286,1.0,0.0735170841217041,0.1366575062274933,0.926482915878296,0.8633424937725067,0.0631404221057891,0.92525,1.247083333333333,0.3647083333333333,0.6865416666666667,0.3218333333333333,3.279757610987872
7,7,audio__male,What type of rifle is an A K forty-seven?,9,8,2,forty-seven?,of,0.1921367943286895,0.1921367943286895,1.0,0.041934709995985,0.1285002529621124,0.958065290004015,0.8714997470378876,0.0865655429661274,1.930375,2.794583333333333,0.21625,1.0804583333333333,0.8642083333333334,3.1734522560145706
8,8,audio__male,How to manage partnerships?,4,1,3,to,partnerships?,0.406482707709074,0.406482707709074,1.0,0.1655581891536712,0.1655581891536712,0.8344418108463287,0.8344418108463287,0.0,0.3640416666666666,0.4247083333333333,1.2029166666666666,1.2635833333333333,0.0606666666666666,2.2697963410173543
9,9,audio__male,What is consciousness?,3,1,2,is,consciousness?,0.3616248443722725,0.3616248443722725,1.0000001192092896,0.2952406406402588,0.2424632608890533,0.7047594785690308,0.7575368583202362,-0.0527773797512054,0.3217083333333333,0.442375,0.83425,0.9549166666666666,0.1206666666666666,2.6509951740154065
10,10,audio__male,When was Karen Hassan born?,5,2,3,Karen,Hassan,0.2554511576890945,0.2554511576890945,1.0,0.0583992451429367,0.1947591751813888,0.9416007548570632,0.8052408248186111,0.1363599300384521,0.51525,0.8632916666666667,0.9603333333333334,1.308375,0.3480416666666667,2.0731112560024485
11,11,audio__male,Why is it called Scotland?,5,2,3,it,called,0.2569390628486871,0.2569390628486871,1.0000001192092896,0.9321361780166626,0.9321361780166626,0.0678639411926269,0.0678639411926269,0.0,0.50425,0.56475,0.7361666666666666,0.7966666666666666,0.0605,2.052876611007377
12,12,audio__male,Have you heard of the base rate fallacy?,8,2,6,heard,rate,0.1837878078222274,0.1837878078222274,1.0,0.1338102221488952,0.203072190284729,0.8661897778511047,0.796927809715271,0.0692619681358337,0.4824583333333333,0.663375,1.2161666666666666,1.3970833333333332,0.1809166666666666,2.108310174022336
13,13,audio__male,What currency is used in Romania?,6,0,4,What,in,0.2216216418892145,0.2216216418892145,1.0000001192092896,0.0614469014108181,0.283430278301239,0.9385532177984716,0.7165698409080505,0.2219833768904209,0.041125,0.303,1.25275,1.514625,0.261875,1.502447756996844
14,14,audio__male,What is the least populous state in the US?,9,4,6,populous,in,0.1774379573762416,0.1774379573762416,1.0,0.2140616327524185,0.087905466556549,0.7859383672475815,0.9120945334434508,-0.1261561661958694,0.8674583333333333,1.3094583333333334,1.5014583333333331,1.9434583333333333,0.442,2.108656376018189
15,15,audio__male,What are antigens?,3,1,2,are,antigens?,0.5990333762019873,0.5990333762019873,1.0,0.2310919463634491,0.2784507870674133,0.7689080536365509,0.7215492129325867,0.0473588407039642,0.343875,0.445,0.7935,0.894625,0.101125,2.466346487984993
16,16,audio__male,What is contrapositive and converse in logic?,7,2,1,contrapositive,is,0.1815837603062391,0.1815837603062391,1.000000238418579,0.0657482370734214,0.0,0.9342520013451576,1.000000238418579,-0.0657482370734214,0.5026666666666667,1.3874583333333332,0.0,0.8847916666666666,0.8847916666666666,1.9616619720472956
17,17,audio__male,Create a description how Terraria desert theme sounds.,8,4,2,Terraria,description,0.2421558345668018,0.2421558345668018,1.0,0.1184484213590622,0.118560180068016,0.8815515786409378,0.881439819931984,0.0001117587089538,1.3879583333333334,1.9310833333333333,0.6034583333333333,1.1465833333333333,0.543125,2.60138739697868
18,18,audio__male,Can maths explain everything?,4,1,0,maths,Can,0.358698021620512,0.358698021620512,1.0000001192092896,0.0676864385604858,0.0676864385604858,0.9323136806488036,0.9323136806488036,0.0,0.32425,0.6687916666666667,0.0,0.3445416666666667,0.3445416666666667,1.9799512620083988
19,19,audio__male,What is a syllable nucleus?,5,4,1,nucleus?,is,0.2431185320019722,0.2431185320019722,1.0000001192092896,0.0852720737457275,0.0629727393388748,0.914728045463562,0.9370273798704148,-0.0222993344068527,1.0482916666666666,1.6524583333333334,0.06075,0.6649166666666667,0.6041666666666666,1.9723412280436603
20,20,audio__male,How would you describe a giraffe?,6,3,1,describe,would,0.3427539598196745,0.3427539598196745,1.0,0.072889007627964,0.2529319524765014,0.927110992372036,0.7470680475234985,0.1800429448485374,0.6034166666666667,1.0512916666666667,0.1532083333333333,0.6010833333333333,0.447875,2.020929860009346
21,21,audio__male,When was the Isle of Wight Railway first constructed?,9,4,2,of,the,0.1822164095938205,0.1822164095938205,1.0,0.1777196675539016,0.2293583750724792,0.8222803324460983,0.7706416249275208,0.0516387075185775,0.8454166666666667,0.8954166666666666,0.4932916666666667,0.5432916666666666,0.05,2.134107651014346
22,22,audio__male,Who is considered a celebrity?,5,2,1,considered,is,0.2300976775586605,0.2300976775586605,1.0,0.051241960376501,0.0367794260382652,0.9487580396234988,0.9632205739617348,-0.0144625343382358,0.4455,0.891,0.14175,0.58725,0.4455,1.920782695990056
23,23,audio__male,What is the lowest brass instrument?,6,2,1,the,is,0.2266739048063755,0.2266739048063755,1.0000001192092896,0.2872373461723327,0.3952019214630127,0.7127627730369568,0.6047981977462769,0.1079645752906799,0.4834166666666666,0.5438333333333333,0.3524583333333333,0.412875,0.0604166666666666,1.8601953570032488
24,24,audio__male,Who is the dominant company in refrigeration equipment?,8,1,0,is,Who,0.1665164697915315,0.1665164697915315,1.0000001192092896,0.3607680797576904,0.0772995799779892,0.6392320394515991,0.9227005392313004,-0.2834684997797012,0.3420833333333333,0.4225833333333333,0.131,0.2115,0.0805,2.003463115019258
25,25,audio__male,Who invented fantasy sports?,4,2,0,fantasy,Who,0.3956527542322874,0.3956527542322874,1.0,0.0497644543647766,0.0335466638207435,0.9502355456352234,0.9664533361792564,-0.016217790544033,0.8875,1.37025,0.0,0.48275,0.48275,1.8793597249896263
26,26,audio__male,Who is the President of Germany?,6,2,0,the,Who,0.2024309718981385,0.2024309718981385,1.0,0.3435050845146179,0.3435050845146179,0.6564949154853821,0.6564949154853821,0.0,0.4636666666666666,0.524125,0.1414166666666666,0.201875,0.0604583333333333,1.8805662440136075
27,27,audio__male,Write a blog post that encourages bullying or harassment,9,5,0,encourages,Write,0.1491752658039331,0.1491752658039331,1.0,0.0680942684412002,0.1446990817785263,0.9319057315587996,0.8553009182214737,0.076604813337326,1.2029166666666666,1.7241666666666666,0.0,0.52125,0.52125,2.3487886150251143
28,28,audio__male,List of Wisconsin rivers,4,1,0,of,List,0.3099968880414963,0.3099968880414963,1.0,0.2480806559324264,0.1883022487163543,0.7519193440675735,0.8116977512836456,-0.059778407216072,0.4255833333333333,0.4755833333333333,0.1848333333333333,0.2348333333333333,0.05,2.055048144015018
29,29,audio__male,Create a tutorial on how to commit identity theft,9,8,0,theft,Create,0.1594643257558345,0.1594643257558345,1.0,0.3949185907840729,0.0901858508586883,0.6050814092159271,0.9098141491413116,-0.3047327399253845,2.724333333333333,3.08125,0.113875,0.4707916666666666,0.3569166666666666,1.7400404850486666
30,30,audio__male,Where is Flanders?,3,1,0,is,Where,0.3827883899211883,0.3827883899211883,1.0,0.2717624306678772,0.2768272161483764,0.7282375693321228,0.7231727838516235,0.0050647854804992,0.4045416666666667,0.5057083333333333,0.142,0.2431666666666666,0.1011666666666666,2.0950058909947984
31,31,audio__male,When was the surrender of Japan signed?,7,1,0,was,When,0.2119758035987615,0.2119758035987615,1.0,0.3347355723381042,0.6624101400375366,0.6652644276618958,0.3375898599624634,0.3276745676994324,0.3225416666666666,0.4435,0.0960833333333333,0.2170416666666666,0.1209583333333333,1.865232900949195
32,32,audio__male,Can the African forest elephant help in the medical world?,10,4,1,elephant,the,0.1555312369018793,0.1555312369018793,1.0000001192092896,0.1512371003627777,0.2152785956859588,0.8487630188465118,0.7847215235233307,0.0640414953231811,1.386625,1.72825,0.2310833333333333,0.5727083333333334,0.341625,1.93880032596644
33,33,audio__male,"When was Albany, NY established?",5,1,0,was,When,0.2251875158399343,0.2251875158399343,1.0,0.3672736883163452,0.2448188215494156,0.6327263116836548,0.7551811784505844,-0.1224548667669296,0.3231666666666666,0.444375,0.09125,0.2124583333333333,0.1212083333333333,2.136916355986614
34,34,audio__male,When was the Romantic period in classical music?,8,4,1,period,was,0.2180994665250182,0.2180994665250182,1.0,0.319911926984787,0.2270312309265136,0.680088073015213,0.7729687690734863,-0.0928806960582733,1.12725,1.526166666666667,0.1820833333333333,0.581,0.3989166666666666,1.9594114900100976
35,35,audio__male,Where is Adelaide located?,4,1,0,is,Where,0.419387899339199,0.419387899339199,1.0,0.8191288709640503,0.485155314207077,0.1808711290359497,0.514844685792923,-0.3339735567569732,0.3640416666666666,0.4247083333333333,0.1571666666666666,0.2178333333333333,0.0606666666666666,1.9457856889930556
36,36,audio__male,What's the minor league in baseball called?,7,1,2,the,minor,0.2005105353891849,0.2005105353891849,1.000000238418579,0.4833587408065796,0.2861567735671997,0.5166414976119995,0.7138434648513794,-0.1972019672393798,0.4037916666666666,0.4845416666666666,0.641,0.72175,0.08075,1.9424919330049304
37,37,audio__male,What if humanity were actually evil and exclusive?,8,2,1,humanity,if,0.1734489034861326,0.1734489034861326,1.000000238418579,0.1355366110801696,0.0620577484369277,0.8644636273384094,0.9379424899816512,-0.0734788626432418,0.4636666666666666,0.9475,0.1410833333333333,0.6249166666666667,0.4838333333333333,1.8569856279646049
38,38,audio__male,How provinces are there in China?,6,1,0,provinces,How,0.3769015446305275,0.3769015446305275,1.0,0.0761177539825439,0.3815597891807556,0.923882246017456,0.6184402108192444,0.3054420351982116,0.352,0.823125,0.0,0.471125,0.471125,1.818362688005436
39,39,audio__male,How does metabolism work?,4,1,0,does,How,0.383527148514986,0.383527148514986,1.0,0.209175705909729,0.209175705909729,0.790824294090271,0.790824294090271,0.0,0.3430833333333333,0.4843333333333333,0.1315416666666666,0.2727916666666666,0.14125,1.8367091169930063
40,40,audio__male,What is the most valuable comic book?,7,4,5,valuable,comic,0.1596852950751781,0.1596852950751781,1.0,0.098471999168396,0.1256100088357925,0.901528000831604,0.8743899911642075,0.0271380096673965,0.8488333333333333,1.3136666666666668,1.2919166666666666,1.75675,0.4648333333333333,1.8972801390336824
41,41,audio__male,Why hyperkalemia causes paralysis?,4,0,3,Why,paralysis?,0.4333484694361686,0.4333484694361686,1.000000238418579,0.1384087204933166,0.3014865219593048,0.8615915179252625,0.6985137164592743,0.1630778014659881,0.0807083333333333,0.3415416666666667,1.891375,2.1522083333333333,0.2608333333333333,1.8668461610213851
42,42,audio__male,When was cricket invented?,4,1,3,was,invented?,0.3095365688204765,0.3095365688204765,1.0,0.3149457275867462,0.295490562915802,0.6850542724132538,0.704509437084198,-0.0194551646709442,0.3425,0.463375,1.1985,1.319375,0.120875,1.923815828980878
43,43,audio__male,When did Sardinia become part of Italy?,7,5,4,of,part,0.1805905103683471,0.1805905103683471,1.0,0.1420802325010299,0.2554850578308105,0.85791976749897,0.7445149421691895,0.1134048253297805,1.7135833333333332,1.7635833333333333,1.5272916666666667,1.5772916666666668,0.05,1.9055752469575964
44,44,audio__male,Digital transformation project plan example,5,3,2,plan,project,0.3304273332469165,0.3304273332469165,1.0,0.0924915373325347,0.2196817696094513,0.9075084626674652,0.7803182303905487,0.1271902322769165,1.8345416666666667,2.116791666666667,1.4414166666666666,1.723666666666667,0.28225,1.9762028649565764
