sample_id,transcript,n_segments,segment_idx,segment_rank_abs_sv,segment_token,segment_sv,segment_abs_sv,segment_abs_sv_share,deletion_drop_emb,deletion_drop_tfidf,cumulative_drop_emb,cumulative_n_deleted,segment_dur_sec,util_empty_emb,base_text,n_coalitions,runtime_sec
2,How many seasons did Everwood have?,6,0,5,How,0.012214578688144684,0.012214578688144684,0.0494075635832199,0.0,-2.220446049250313e-16,0.23973000049591064,5,0.18038218390804597,0.7530450224876404,How many seasons did Everwood have?,64,7.2351131183331745
2,How many seasons did Everwood have?,6,5,6,have?,-0.00013292557559907436,0.00013292557559907436,0.0005376795218177873,0.0,-2.220446049250313e-16,0.24695497751235962,6,0.4612758620689654,0.7530450224876404,How many seasons did Everwood have?,64,7.2351131183331745
3,How smart is marmot?,4,3,1,marmot?,0.10908414423465729,0.10908414423465729,0.4217574489089866,0.1268712878227234,0.25,0.1268712878227234,1,0.5422916666666667,0.7619447112083435,How smart is Marmot?,16,2.4315482209995025
3,How smart is marmot?,4,1,2,smart,0.10205365717411041,0.10205365717411041,0.3945751273346855,0.1586531400680542,0.75,0.2554554343223572,2,0.28140000000000004,0.7619447112083435,How smart is Marmot?,16,2.4315482209995025
3,How smart is marmot?,4,0,3,How,0.03721078857779503,0.03721078857779503,0.14386992144983382,0.05574500560760498,0.13397459621556118,0.2547703981399536,3,0.24082499999999996,0.7619447112083435,How smart is Marmot?,16,2.4315482209995025
3,How smart is marmot?,4,2,4,is,-0.01029330026358366,0.01029330026358366,0.03979749844014425,0.0,0.0,0.2380552887916565,4,0.08840833333333331,0.7619447112083435,How smart is Marmot?,16,2.4315482209995025
4,Who was the 2022 VEX world champions?,3,2,1,the,0.05983744561672211,0.05983744561672211,0.5828528026966746,0.05352085828781128,0.14285714285714246,0.05352085828781128,1,0.6223396226415095,0.8973369598388672,Who was the 2022 VEX World Champions?,8,2.170916891999999
4,Who was the 2022 VEX world champions?,3,0,2,Who,0.02141280099749565,0.02141280099749565,0.2085735937813612,0.0,-4.440892098500626e-16,0.05352085828781128,2,0.190435534591195,0.8973369598388672,Who was the 2022 VEX World Champions?,8,2.170916891999999
4,Who was the 2022 VEX world champions?,3,1,3,was,0.02141280099749565,0.02141280099749565,0.2085735937813612,0.0,-4.440892098500626e-16,0.10266304016113281,3,0.13049056603773584,0.8973369598388672,Who was the 2022 VEX World Champions?,8,2.170916891999999
6,Suggest a recipe for a vegan dessert.,7,5,1,vegan,0.07976393401622772,0.07976393401622772,0.29447146491404136,0.0,-2.220446049250313e-16,0.0,1,0.35779166666666673,0.7326662540435791,Suggest a recipe for a vegan dessert.,128,13.870289061857225
6,Suggest a recipe for a vegan dessert.,7,2,2,recipe,0.0710117444396019,0.0710117444396019,0.2621602440894758,0.0538058876991272,0.3900057186695812,0.052388787269592285,2,0.442046511627907,0.7326662540435791,Suggest a recipe for a vegan dessert.,128,13.870289061857225
6,Suggest a recipe for a vegan dessert.,7,0,3,Suggest,0.06328926235437393,0.06328926235437393,0.2336504841277007,0.03429132699966431,0.18350341907227397,0.16086184978485107,3,0.4589583333333333,0.7326662540435791,Suggest a recipe for a vegan dessert.,128,13.870289061857225
6,Suggest a recipe for a vegan dessert.,7,6,4,dessert.,0.0419231653213501,0.0419231653213501,0.15477140211639903,0.0034993886947631836,-2.220446049250313e-16,0.27317512035369873,4,0.5220222868217053,0.7326662540435791,Suggest a recipe for a vegan dessert.,128,13.870289061857225
6,Suggest a recipe for a vegan dessert.,7,3,5,for,0.009663742035627365,0.009663742035627365,0.03567647845959607,0.0,-2.220446049250313e-16,0.26394665241241455,5,0.08037209302325588,0.7326662540435791,Suggest a recipe for a vegan dessert.,128,13.870289061857225
6,Suggest a recipe for a vegan dessert.,7,1,6,a,0.0034507885575294495,0.0034507885575294495,0.012739576779620404,0.0,-2.220446049250313e-16,0.2673337459564209,6,0.02009302325581397,0.7326662540435791,Suggest a recipe for a vegan dessert.,128,13.870289061857225
6,Suggest a recipe for a vegan dessert.,7,4,7,a,-0.001768884714692831,0.001768884714692831,0.00653034582137939,0.0,-2.220446049250313e-16,0.2673337459564209,7,0.020093023255813858,0.7326662540435791,Suggest a recipe for a vegan dessert.,128,13.870289061857225
7,Tell me something I do not know,7,0,1,Tell,0.04838085174560547,0.04838085174560547,0.5111266004257404,0.0,-4.440892098500626e-16,0.0,1,0.22138696369636962,0.9074638485908508,Tell me something I do not know.,128,12.790538527000276
7,Tell me something I do not know,7,1,2,me,0.020789824426174164,0.020789824426174164,0.2196371477350773,0.0,-4.440892098500626e-16,0.06444084644317627,2,0.09525866336633665,0.9074638485908508,Tell me something I do not know.,128,12.790538527000276
7,Tell me something I do not know,7,2,3,something,0.01116102933883667,0.01116102933883667,0.1179123305477917,0.0,-4.440892098500626e-16,0.09253615140914917,3,0.34336633663366334,0.9074638485908508,Tell me something I do not know.,128,12.790538527000276
7,Tell me something I do not know,7,4,4,do,0.00584245752543211,0.00584245752543211,0.06172349897451204,0.0,-4.440892098500626e-16,0.09253615140914917,4,0.10575041254125417,0.9074638485908508,Tell me something I do not know.,128,12.790538527000276
7,Tell me something I do not know,7,5,5,not,0.00371078634634614,0.00371078634634614,0.03920314632092926,0.0,-4.440892098500626e-16,0.09253615140914917,5,0.1211881188118813,0.9074638485908508,Tell me something I do not know.,128,12.790538527000276
7,Tell me something I do not know,7,6,6,know,0.00371078634634614,0.00371078634634614,0.03920314632092926,0.0,-4.440892098500626e-16,0.09253615140914917,6,0.2819513201320134,0.9074638485908508,Tell me something I do not know.,128,12.790538527000276
7,Tell me something I do not know,7,3,7,I,-0.0010595829226076603,0.0010595829226076603,0.011194119110373388,0.0,-4.440892098500626e-16,0.09253615140914917,7,0.04039603960396043,0.9074638485908508,Tell me something I do not know.,128,12.790538527000276
9,Why Do Birds Sing?,4,2,1,Birds,0.09240715205669403,0.09240715205669403,0.4012347434636099,0.20764482021331787,0.8543285918541541,0.20764482021331787,1,0.32365714285714275,0.7730889320373535,"Birds sing for a variety of reasons, including:

1. **Mating and Courtship**: Many birds sing to attract mates and establish territories. The songs help birds communicate their species, age, and health status to potential partners.

2",16,4.022335032000228
9,Why Do Birds Sing?,4,0,2,Why,0.08906106650829315,0.08906106650829315,0.3867059353926045,0.2494966983795166,1.0,0.2494966983795166,2,0.22163690476190473,0.7730889320373535,"Birds sing for a variety of reasons, including:

1. **Mating and Courtship**: Many birds sing to attract mates and establish territories. The songs help birds communicate their species, age, and health status to potential partners.

2",16,4.022335032000228
9,Why Do Birds Sing?,4,3,3,Sing?,0.04714084789156914,0.04714084789156914,0.20468703546697625,0.14810943603515625,0.5996796154872822,0.20683324337005615,3,0.282257142857143,0.7730889320373535,"Birds sing for a variety of reasons, including:

1. **Mating and Courtship**: Many birds sing to attract mates and establish territories. The songs help birds communicate their species, age, and health status to potential partners.

2",16,4.022335032000228
9,Why Do Birds Sing?,4,1,4,Do,-0.0016978876665234566,0.0016978876665234566,0.007372281334778091,0.001034080982208252,0.0384615384615381,0.22691106796264648,4,0.12292380952380949,0.7730889320373535,"Birds sing for a variety of reasons, including:

1. **Mating and Courtship**: Many birds sing to attract mates and establish territories. The songs help birds communicate their species, age, and health status to potential partners.

2",16,4.022335032000228
11,When was Margaret Claire Hoover born?,6,4,1,Hoover,0.1007857620716095,0.1007857620716095,0.35031437662603504,0.12565672397613525,0.49604736932103033,0.12565672397613525,1,0.3630252100840339,0.7122989892959595,"Margaret Clare Hoover was born on July 1, 1950.",64,7.625215524833645
11,When was Margaret Claire Hoover born?,6,2,2,Margaret,0.08639734983444214,0.08639734983444214,0.30030267298955926,0.10810267925262451,0.5979848738963152,0.1982535719871521,2,0.42352941176470593,0.7122989892959595,"Margaret Clare Hoover was born on July 1, 1950.",64,7.625215524833645
11,When was Margaret Claire Hoover born?,6,0,3,When,0.029425762593746185,0.029425762593746185,0.10227900715231728,0.04059159755706787,0.2546440075000701,0.23035120964050293,3,0.23126890756302518,0.7122989892959595,"Margaret Clare Hoover was born on July 1, 1950.",64,7.625215524833645
11,When was Margaret Claire Hoover born?,6,5,4,born?,0.02866588905453682,0.02866588905453682,0.0996378143912444,0.06677967309951782,0.39697731084447274,0.24830758571624756,4,0.46317121848739484,0.7122989892959595,"Margaret Clare Hoover was born on July 1, 1950.",64,7.625215524833645
11,When was Margaret Claire Hoover born?,6,3,5,Claire,0.026917066425085068,0.026917066425085068,0.09355920073914335,0.057292044162750244,0.17504208861569448,0.28093624114990234,5,0.32268907563025195,0.7122989892959595,"Margaret Clare Hoover was born on July 1, 1950.",64,7.625215524833645
11,When was Margaret Claire Hoover born?,6,1,6,was,0.015509070828557014,0.015509070828557014,0.05390692462586856,0.04059159755706787,0.2546440075000701,0.2877010107040405,6,0.13109243697478995,0.7122989892959595,"Margaret Clare Hoover was born on July 1, 1950.",64,7.625215524833645
13,What are some famous world music artists?,7,6,1,artists?,0.07445669919252396,0.07445669919252396,0.28554209326391433,0.14349639415740967,0.936112343500006,0.14349639415740967,1,0.5426838235294118,0.739244282245636,"Here are some famous world music artists across various genres:

1. **Pop**:
   - **Adele**: Known for her powerful vocals and emotional ballads.
   - **Taylor Swift**: Renowned for her songwriting and storytelling.",128,16.833015295857226
13,What are some famous world music artists?,7,4,2,world,0.04571088030934334,0.04571088030934334,0.17530162618029005,0.16245687007904053,0.68056171750003,0.11114370822906494,2,0.2707303921568629,0.739244282245636,"Here are some famous world music artists across various genres:

1. **Pop**:
   - **Adele**: Known for her powerful vocals and emotional ballads.
   - **Taylor Swift**: Renowned for her songwriting and storytelling.",128,16.833015295857226
13,What are some famous world music artists?,7,3,3,famous,0.041455771774053574,0.041455771774053574,0.1589832476944253,0.05668437480926514,0.4997835966139753,0.16909855604171753,3,0.3410343137254903,0.739244282245636,"Here are some famous world music artists across various genres:

1. **Pop**:
   - **Adele**: Known for her powerful vocals and emotional ballads.
   - **Taylor Swift**: Renowned for her songwriting and storytelling.",128,16.833015295857226
13,What are some famous world music artists?,7,2,4,some,0.03480316698551178,0.03480316698551178,0.133470450087511,0.09903645515441895,0.5428571428571429,0.21964740753173828,4,0.16094117647058825,0.739244282245636,"Here are some famous world music artists across various genres:

1. **Pop**:
   - **Adele**: Known for her powerful vocals and emotional ballads.
   - **Taylor Swift**: Renowned for her songwriting and storytelling.",128,16.833015295857226
13,What are some famous world music artists?,7,5,5,music,0.029862726107239723,0.029862726107239723,0.1145238160662964,0.12524151802062988,0.616674061000036,0.25604039430618286,5,0.3218970588235295,0.739244282245636,"Here are some famous world music artists across various genres:

1. **Pop**:
   - **Adele**: Known for her powerful vocals and emotional ballads.
   - **Taylor Swift**: Renowned for her songwriting and storytelling.",128,16.833015295857226
13,What are some famous world music artists?,7,0,6,What,0.026805955916643143,0.026805955916643143,0.1028010756236564,0.12126922607421875,0.6549672203288228,0.27376019954681396,6,0.22086274509803924,0.739244282245636,"Here are some famous world music artists across various genres:

1. **Pop**:
   - **Adele**: Known for her powerful vocals and emotional ballads.
   - **Taylor Swift**: Renowned for her songwriting and storytelling.",128,16.833015295857226
13,What are some famous world music artists?,7,1,7,are,0.0076603963971138,0.0076603963971138,0.029377687248897687,0.08247780799865723,0.5816699867329622,0.260755717754364,7,0.10058823529411764,0.739244282245636,"Here are some famous world music artists across various genres:

1. **Pop**:
   - **Adele**: Known for her powerful vocals and emotional ballads.
   - **Taylor Swift**: Renowned for her songwriting and storytelling.",128,16.833015295857226
15,What should I call you?,5,3,1,call,0.08382847905158997,0.08382847905158997,0.3943106836279369,0.1830310821533203,0.5924442431822924,0.1830310821533203,1,0.2643333333333334,0.7874050140380859,"You can call me ""you"" or use a more formal term like ""I"" if you prefer. Here are a few options:

* You
* I
* Sir/Madam (if you're not sure about the gender)",32,4.508952424399467
15,What should I call you?,5,0,2,What,0.04645350202918053,0.04645350202918053,0.218507031849703,0.15009617805480957,0.47924435607670424,0.170640766620636,2,0.20199999999999999,0.7874050140380859,"You can call me ""you"" or use a more formal term like ""I"" if you prefer. Here are a few options:

* You
* I
* Sir/Madam (if you're not sure about the gender)",32,4.508952424399467
15,What should I call you?,5,1,3,should,0.033134933561086655,0.033134933561086655,0.15585942214694803,0.12861359119415283,0.5342219922083341,0.22207188606262207,3,0.183,0.7874050140380859,"You can call me ""you"" or use a more formal term like ""I"" if you prefer. Here are a few options:

* You
* I
* Sir/Madam (if you're not sure about the gender)",32,4.508952424399467
15,What should I call you?,5,2,4,I,0.0325373075902462,0.0325373075902462,0.15304832133989552,0.12861359119415283,0.5342219922083341,0.219063401222229,4,0.04066666666666674,0.7874050140380859,"You can call me ""you"" or use a more formal term like ""I"" if you prefer. Here are a few options:

* You
* I
* Sir/Madam (if you're not sure about the gender)",32,4.508952424399467
15,What should I call you?,5,4,5,you?,0.01664077490568161,0.01664077490568161,0.078274536331737,0.057949841022491455,0.2958958089427336,0.21259498596191406,5,0.3341666666666667,0.7874050140380859,"You can call me ""you"" or use a more formal term like ""I"" if you prefer. Here are a few options:

* You
* I
* Sir/Madam (if you're not sure about the gender)",32,4.508952424399467
16,What is the capital of Australia?,6,5,1,Australia?,0.12605999410152435,0.12605999410152435,0.45676648297145933,0.12091773748397827,0.33333333333333315,0.12091773748397827,1,0.743757142857143,0.7240166664123535,The capital of Australia is **Canberra**.,64,7.108705076333838
16,What is the capital of Australia?,6,3,2,capital,0.04644862189888954,0.04644862189888954,0.16830219464027668,-1.1920928955078125e-07,-2.220446049250313e-16,0.15775883197784424,2,0.4223999999999999,0.7240166664123535,The capital of Australia is **Canberra**.,64,7.108705076333838
16,What is the capital of Australia?,6,2,3,the,0.0395369678735733,0.0395369678735733,0.1432584690462815,0.0867910385131836,0.1666666666666664,0.22243517637252808,3,0.0603428571428572,0.7240166664123535,The capital of Australia is **Canberra**.,64,7.108705076333838
16,What is the capital of Australia?,6,1,4,is,0.026557618752121925,0.026557618752121925,0.09622902333101824,0.0867910385131836,0.1666666666666664,0.2211129069328308,4,0.10057142857142859,0.7240166664123535,The capital of Australia is **Canberra**.,64,7.108705076333838
16,What is the capital of Australia?,6,0,5,What,0.021757500246167183,0.021757500246167183,0.07883624726880953,0.06893908977508545,0.26970325665977835,0.2522923946380615,5,0.203375,0.7240166664123535,The capital of Australia is **Canberra**.,64,7.108705076333838
16,What is the capital of Australia?,6,4,6,of,0.015622755512595177,0.015622755512595177,0.05660757911874904,0.0867910385131836,0.1666666666666664,0.2759833335876465,6,0.04022857142857128,0.7240166664123535,The capital of Australia is **Canberra**.,64,7.108705076333838
17,When did Gallimimus die out?,5,2,1,Gallimimus,0.12183177471160889,0.12183177471160889,0.39265088852957114,0.17819148302078247,0.10557280900008403,0.17819148302078247,1,0.5564800000000001,0.6897198557853699,When did Gallimimus die out?,32,4.121402351200231
17,When did Gallimimus die out?,5,4,2,out?,0.07367130368947983,0.07367130368947983,0.23743479828049957,0.10655564069747925,0.26970325665977835,0.191369891166687,2,0.2815916666666669,0.6897198557853699,When did Gallimimus die out?,32,4.121402351200231
17,When did Gallimimus die out?,5,0,3,When,0.0576494075357914,0.0576494075357914,0.18579792624472816,0.01635873317718506,0.10557280900008403,0.284975528717041,3,0.24128166666666667,0.6897198557853699,When did Gallimimus die out?,32,4.121402351200231
17,When did Gallimimus die out?,5,3,4,die,0.039040714502334595,0.039040714502334595,0.12582408221876057,0.1159704327583313,0.32917960675006297,0.3102801442146301,4,0.2116800000000001,0.6897198557853699,When did Gallimimus die out?,32,4.121402351200231
17,When did Gallimimus die out?,5,1,5,did,0.01808694377541542,0.01808694377541542,0.05829230150354653,0.0,-2.220446049250313e-16,0.3102801442146301,5,0.14112000000000002,0.6897198557853699,When did Gallimimus die out?,32,4.121402351200231
18,What is a technate?,4,3,1,technate?,0.10387001186609268,0.10387001186609268,0.4446353613473059,0.22704172134399414,0.5451411738526579,0.22704172134399414,1,0.6160833333333334,0.766392707824707,"A technet is a radioactive isotope of a chemical element, often used in medical imaging and research. Technetium-99m (Tc-99m) is a commonly used isotope in nuclear medicine, particularly for bone scans and",16,2.7814405850003823
18,What is a technate?,4,1,2,is,0.048021089285612106,0.048021089285612106,0.20556341530340658,0.15635240077972412,0.5404274849909712,0.21935713291168213,2,0.08100000000000002,0.766392707824707,"A technet is a radioactive isotope of a chemical element, often used in medical imaging and research. Technetium-99m (Tc-99m) is a commonly used isotope in nuclear medicine, particularly for bone scans and",16,2.7814405850003823
18,What is a technate?,4,0,3,What,0.042628005146980286,0.042628005146980286,0.182477291872051,0.1545146107673645,0.6209509782105483,0.23360729217529297,3,0.22174999999999997,0.766392707824707,"A technet is a radioactive isotope of a chemical element, often used in medical imaging and research. Technetium-99m (Tc-99m) is a commonly used isotope in nuclear medicine, particularly for bone scans and",16,2.7814405850003823
18,What is a technate?,4,2,4,a,0.03908807039260864,0.03908807039260864,0.16732392719654612,0.15635240077972412,0.5404274849909712,0.23360729217529297,4,0.02024999999999999,0.766392707824707,"A technet is a radioactive isotope of a chemical element, often used in medical imaging and research. Technetium-99m (Tc-99m) is a commonly used isotope in nuclear medicine, particularly for bone scans and",16,2.7814405850003823
21,What's the minor league in baseball called?,7,2,1,minor,0.07277929037809372,0.07277929037809372,0.270834438258116,0.15084457397460938,0.6801989254665843,0.15084457397460938,1,0.25238095238095226,0.731277585029602,"The minor league in baseball is called the **Class A** leagues, which are further divided into:

- **Low-A** (also known as ""Short Season"" or ""Rookie"" leagues)
- **High-A** (also known",128,16.07755676828622
21,What's the minor league in baseball called?,7,3,2,league,0.057224225252866745,0.057224225252866745,0.2129491895373163,0.1068035364151001,0.6268987463776816,0.18078577518463135,2,0.23219047619047628,0.731277585029602,"The minor league in baseball is called the **Class A** leagues, which are further divided into:

- **Low-A** (also known as ""Short Season"" or ""Rookie"" leagues)
- **High-A** (also known",128,16.07755676828622
21,What's the minor league in baseball called?,7,5,3,baseball,0.05017885938286781,0.05017885938286781,0.18673118579186618,0.1068035364151001,0.6268987463776816,0.24696969985961914,3,0.5249523809523808,0.731277585029602,"The minor league in baseball is called the **Class A** leagues, which are further divided into:

- **Low-A** (also known as ""Short Season"" or ""Rookie"" leagues)
- **High-A** (also known",128,16.07755676828622
21,What's the minor league in baseball called?,7,0,4,What's,0.034364473074674606,0.034364473074674606,0.1278809220708896,0.0918574333190918,0.5648058601107553,0.2630636692047119,4,0.3020952380952381,0.731277585029602,"The minor league in baseball is called the **Class A** leagues, which are further divided into:

- **Low-A** (also known as ""Short Season"" or ""Rookie"" leagues)
- **High-A** (also known",128,16.07755676828622
21,What's the minor league in baseball called?,7,6,5,called?,0.023542296141386032,0.023542296141386032,0.08760822642862245,0.08106940984725952,0.5617700893988925,0.23463988304138184,5,0.4232321428571426,0.731277585029602,"The minor league in baseball is called the **Class A** leagues, which are further divided into:

- **Low-A** (also known as ""Short Season"" or ""Rookie"" leagues)
- **High-A** (also known",128,16.07755676828622
21,What's the minor league in baseball called?,7,4,6,in,0.02047574520111084,0.02047574520111084,0.07619663396894501,0.1068035364151001,0.6268987463776816,0.2254841923713684,6,0.08076190476190459,0.731277585029602,"The minor league in baseball is called the **Class A** leagues, which are further divided into:

- **Low-A** (also known as ""Short Season"" or ""Rookie"" leagues)
- **High-A** (also known",128,16.07755676828622
21,What's the minor league in baseball called?,7,1,7,the,0.01015754695981741,0.01015754695981741,0.03779940022293246,0.012682557106018066,0.2333434681930655,0.26872241497039795,7,0.08076190476190481,0.731277585029602,"The minor league in baseball is called the **Class A** leagues, which are further divided into:

- **Low-A** (also known as ""Short Season"" or ""Rookie"" leagues)
- **High-A** (also known",128,16.07755676828622
23,When was C++ developed?,4,0,1,When,0.051307983696460724,0.051307983696460724,0.35604873753714894,0.12778347730636597,0.42264973081037416,0.12778347730636597,1,0.240625,0.8739266395568848,"C++ was developed in 1983 by Bjarne Stroustrup, who was working at Bell Labs.",16,2.93573069499962
23,When was C++ developed?,4,3,2,developed?,0.04846298322081566,0.04846298322081566,0.3363060239345505,0.09524589776992798,0.5917517095361369,0.13213813304901123,2,0.5618173076923076,0.8739266395568848,"C++ was developed in 1983 by Bjarne Stroustrup, who was working at Bell Labs.",16,2.93573069499962
23,When was C++ developed?,4,2,3,C++,0.03531762585043907,0.03531762585043907,0.2450845890037505,0.12296521663665771,0.5,0.12650644779205322,3,0.3552371794871795,0.8739266395568848,"C++ was developed in 1983 by Bjarne Stroustrup, who was working at Bell Labs.",16,2.93573069499962
23,When was C++ developed?,4,1,4,was,-0.009015227667987347,0.009015227667987347,0.06256064258510882,0.0,0.0,0.12607336044311523,4,0.12046153846153845,0.8739266395568848,"C++ was developed in 1983 by Bjarne Stroustrup, who was working at Bell Labs.",16,2.93573069499962
24,Who owns Nissan now?,4,2,1,Nissan,0.11683863401412964,0.11683863401412964,0.6085180444274522,0.09164941310882568,0.13397459621556118,0.09164941310882568,1,0.38281481481481483,0.8118855953216553,Who owns Nissan now?,16,2.4225453034996463
24,Who owns Nissan now?,4,1,2,owns,0.0621645450592041,0.0621645450592041,0.32376488916820473,0.0,0.0,0.19386523962020874,2,0.22162962962962962,0.8118855953216553,Who owns Nissan now?,16,2.4225453034996463
24,Who owns Nissan now?,4,0,3,Who,0.0110566271468997,0.0110566271468997,0.05758503757054563,0.0,0.0,0.18689727783203125,3,0.2109814814814815,0.8118855953216553,Who owns Nissan now?,16,2.4225453034996463
24,Who owns Nissan now?,4,3,4,now?,-0.0019454013090580702,0.0019454013090580702,0.010132023625605386,0.0,0.0,0.18811440467834473,4,0.20086111111111116,0.8118855953216553,Who owns Nissan now?,16,2.4225453034996463
29,When was Gus Dur born?,5,4,1,born?,0.06225033104419708,0.06225033104419708,0.23693554276607473,0.19304776191711426,0.5991081371313633,0.19304776191711426,1,0.4948750000000002,0.7372689247131348,Gustave Doré was born on 10 January 1832.,32,4.102712716999667
29,When was Gus Dur born?,5,0,2,When,0.05940583720803261,0.05940583720803261,0.22610890651111443,0.2097894549369812,1.0,0.23247092962265015,2,0.24215,0.7372689247131348,Gustave Doré was born on 10 January 1832.,32,4.102712716999667
29,When was Gus Dur born?,5,3,3,Dur,0.05074254423379898,0.05074254423379898,0.19313491282208148,0.20588970184326172,0.9087129070824723,0.25758862495422363,3,0.25812500000000005,0.7372689247131348,Gustave Doré was born on 10 January 1832.,32,4.102712716999667
29,When was Gus Dur born?,5,1,4,was,0.049123480916023254,0.049123480916023254,0.18697247738543343,0.19022446870803833,1.0,0.25783371925354004,4,0.15199999999999997,0.7372689247131348,Gustave Doré was born on 10 January 1832.,32,4.102712716999667
29,When was Gus Dur born?,5,2,5,Gus,0.04120888561010361,0.04120888561010361,0.1568481567091226,0.17181968688964844,0.5917517095361369,0.26273107528686523,5,0.3039999999999998,0.7372689247131348,Gustave Doré was born on 10 January 1832.,32,4.102712716999667
31,What is the lowest brass instrument?,6,3,1,lowest,0.08168170601129532,0.08168170601129532,0.34835440900852427,0.10071003437042236,0.29647352931855153,0.10071003437042236,1,0.3122142857142858,0.7762021422386169,The lowest brass instrument is the **Eb Contrabass Trombone**.,64,8.299123860500307
31,What is the lowest brass instrument?,6,5,2,instrument?,0.07203003764152527,0.07203003764152527,0.30719217825843964,0.11179804801940918,0.3845425451033362,0.17246997356414795,2,0.7044107142857143,0.7762021422386169,The lowest brass instrument is the **Eb Contrabass Trombone**.,64,8.299123860500307
31,What is the lowest brass instrument?,6,4,3,brass,0.04982392489910126,0.04982392489910126,0.21248801916932777,0.11269271373748779,0.5126226750335058,0.24643754959106445,3,0.36257142857142854,0.7762021422386169,The lowest brass instrument is the **Eb Contrabass Trombone**.,64,8.299123860500307
31,What is the lowest brass instrument?,6,0,4,What,0.021005460992455482,0.021005460992455482,0.08958364494696724,0.06515121459960938,0.32580013753675785,0.26458853483200073,4,0.22104166666666664,0.7762021422386169,The lowest brass instrument is the **Eb Contrabass Trombone**.,64,8.299123860500307
31,What is the lowest brass instrument?,6,1,5,is,-0.0053404998034238815,0.0053404998034238815,0.0227760503995179,1.1920928955078125e-07,-2.220446049250313e-16,0.22379785776138306,5,0.12085714285714289,0.7762021422386169,The lowest brass instrument is the **Eb Contrabass Trombone**.,64,8.299123860500307
31,What is the lowest brass instrument?,6,2,6,the,0.004597118590027094,0.004597118590027094,0.019605693952444336,1.1920928955078125e-07,-2.220446049250313e-16,0.22379785776138306,6,0.0604285714285715,0.7762021422386169,The lowest brass instrument is the **Eb Contrabass Trombone**.,64,8.299123860500307
