sample_id,dataset_config,transcript,audio_column,duration_sec,n_words,n_raw_boundaries,n_refined_boundaries,raw_mean_flux,refined_mean_flux,raw_median_flux,refined_median_flux,percent_reduction,refined_boundary_rate,runtime_sec
38,single_sentence_500,I DO THINK THIS IS,audio__original,1.93,5,10,10,21.221614865958692,2.0932559486012905,1.7315239906311035,0.3506214916706085,90.13620800385435,1.0,0.24878220800019335
39,single_sentence_500,I HAVE SAID ENOUGH,audio__original,1.96,4,8,8,23.607461548119318,13.410386436837143,23.10699462890625,14.005615234375,43.19428876542858,0.25,0.21031008299905807
40,single_sentence_500,I WILL PRACTICE IT,audio__original,1.98,4,8,8,56.1210302815507,23.00660832147696,5.636647582054138,1.4627678394317627,59.00537070318151,0.5,0.09034520899876952
41,single_sentence_500,IN SKY SEA FLOWERS,audio__original,3.035,4,8,8,13.940073339268565,1.2093996101175435,7.12677001953125,0.05429977737367153,91.3242952122015,0.25,0.21719170799769927
42,single_sentence_500,IT IS PERHAPS WELL,audio__original,1.845,4,8,8,30.777951955795288,9.758951134572271,8.433258533477783,4.35518679022789,68.29239597037345,0.5,0.05397820800135378
43,single_sentence_500,MARY JANE IS A MAN,audio__original,4.17,5,10,10,23.927219381090254,16.73598844758235,18.82416796684265,4.680482625961304,30.054603583361434,0.2,0.2513728329940932
44,single_sentence_500,MISSUS L H HORNSBY,audio__original,1.915,4,8,8,30.885234892368317,4.632544558029622,12.82277536392212,0.9456552565097809,85.00077925852422,0.75,0.05285179200291168
45,single_sentence_500,ONCE YOUNG NOW OLD,audio__original,2.425,4,8,8,7.255875800328795,8.82135195902083,6.613059043884277,0.6102396287024021,-21.575288797268243,0.0,0.20113025000318885
46,single_sentence_500,SATURDAY NIGHT W H,audio__original,3.93,4,8,8,24.921990428119898,6.3128717020154,28.3860502243042,0.6863345503807068,74.6694722469178,0.5,0.23659933300223202
47,single_sentence_500,SHE'S A HANDY MAID,audio__original,1.91,4,8,8,76.7284848690033,63.71370428800583,39.8399019241333,25.74146270751953,16.96212378390801,0.25,0.05226899999252055
48,single_sentence_500,SO HERE I AM AGAIN,audio__original,3.05,5,10,10,9.194282512180507,3.812013375014067,6.702587842941284,4.8912177085876465,58.5393055960164,0.2,0.2339395000017248
49,single_sentence_500,TAKE A CUP OF RICE,audio__original,1.9099375,5,10,10,3.8973245347882766,3.1131357362303076,1.5650963187217712,0.21558422408998013,20.12120857675945,1.0,0.2063585829891963
50,single_sentence_500,THE GK FORTY THREE,audio__original,1.985,4,8,8,25.6243532220833,5.141643782146275,9.856402933597565,2.131994843482971,79.93454220060018,0.5,0.2162244589999318
51,single_sentence_500,WHICH HE COULD NOT,audio__original,1.705,4,8,8,76.42998141050339,51.84818255901337,47.631134033203125,19.883389472961426,32.16250795543419,0.0,0.2163507500081323
52,single_sentence_500,AFTER A FEW SECONDS,audio__original,1.91,4,8,8,26.26806151866913,12.273129500448704,11.360236644744873,5.495769739151001,53.27736882401469,0.75,0.05474408400186803
53,single_sentence_500,AHEM A COMMON RUMOR,audio__original,2.51,4,8,8,9.797365128528327,5.444811309273064,9.69422960281372,0.028673305176198483,44.425758988825855,0.25,0.06518999999389052
54,single_sentence_500,ALL ARE MAN HUNTERS,audio__original,2.0350625,4,8,8,83.12427368760109,83.63655854482204,16.217588424682617,19.607412338256836,-0.6162879198755161,0.25,0.21629154199035838
55,single_sentence_500,AND DON'T YER SPEAK,audio__original,1.65,4,8,8,42.15117803742396,14.562947336067062,23.130676746368408,1.3179622292518616,65.45067536869945,0.75,0.21360087499488145
56,single_sentence_500,AND I BOUGHT THINGS,audio__original,2.56,4,8,8,8.227453157305717,7.337029637303203,7.03315281867981,0.469001442193985,10.822589967733165,0.5,0.16551624999556225
57,single_sentence_500,AT YOUR SERVICE SIR,audio__original,2.61,4,8,8,4.885846138349734,1.7172018144046888,1.894362211227417,1.6105179190635681,64.85354295285487,0.25,0.2465939589892514
58,single_sentence_500,BUT NO HAND SHAKING,audio__original,2.03,4,8,8,54.09594011306763,6.418363034725189,34.73005962371826,6.608043670654297,88.13522230816218,0.25,0.20519920799415559
59,single_sentence_500,DON CLAVIJO BEING A,audio__original,1.755,4,8,8,45.13554248679429,14.114262131392024,22.13191509246826,0.5214103683829308,68.72916253189699,0.25,0.2541278749995399
60,single_sentence_500,FOR ASKED THE INCAS,audio__original,1.775,4,8,8,54.25445048045367,14.503354717977345,37.342403411865234,8.141587734222412,73.26789859718053,0.75,0.21432741699391045
61,single_sentence_500,HE NODS HIS CONSENT,audio__original,2.385,4,8,8,21.460787176794838,9.097690683091429,8.652896642684937,3.617411971092224,57.607842582174264,0.75,0.22282241599168628
62,single_sentence_500,HER AUNT INDEED AND,audio__original,2.095,4,8,8,24.426543618974392,5.182832823953504,4.127690076828003,2.2867879569530487,78.7819639782048,0.5,0.21262804100115318
63,single_sentence_500,I'VE ONLY JUST COME,audio__original,2.12,4,8,8,31.163780553230026,11.562067727103567,8.157727241516113,0.9011062979698181,62.89902084455156,1.0,0.21009416600281838
64,single_sentence_500,IT IS A DUTY SAID I,audio__original,2.14,6,12,12,33.62704014165016,28.530395045643672,17.590155601501465,7.5517618060112,15.156389246681956,0.5,0.23798750000423752
65,single_sentence_500,NO ITS NOT TOO SOON,audio__original,2.23,5,10,10,20.540486208163202,12.167867278121411,8.988317012786865,3.8311721980571747,40.76154208420998,0.6,0.2013517919986043
66,single_sentence_500,OH YES THAT IS WELL,audio__original,3.425,5,10,10,39.56949074268341,8.423847731132991,21.470574378967285,2.8591692447662354,78.71125563401243,0.0,0.25117779200081713
67,single_sentence_500,RUN MASSA HARRY RUN,audio__original,3.435,4,8,8,12.755810134112835,1.5930285097565502,1.544301450252533,0.007159115979447961,87.51134978486142,0.5,0.23708670800260734
68,single_sentence_500,SO LET A SAGE DWELL,audio__original,2.01,5,10,10,45.00739107131958,11.354284270107746,20.522746086120605,6.372177004814148,74.77240071055101,0.4,0.21146583299560007
69,single_sentence_500,THE MAN IN THE MOON,audio__original,2.32,5,10,10,56.353814504295585,48.391478434018794,59.80767250061035,56.65639305114746,14.12918742114584,0.0,0.2325570420071017
70,single_sentence_500,THERE JUST IN FRONT,audio__original,1.795,4,8,8,31.243786484003067,3.4498680506367236,7.806398868560791,0.26295842230319977,88.9582267744562,0.75,0.21169687500514556
71,single_sentence_500,TOM THE PIPER'S SON,audio__original,2.04,4,8,8,14.58299742609961,2.4636278719990514,2.1807684898376465,0.12567020021378994,83.10616260831381,0.5,0.08817020800779574
72,single_sentence_500,WHEN IT IS POSSIBLE,audio__original,2.025,4,8,8,38.22018124163151,23.129923060536385,27.976746559143066,6.5386803150177,39.48243490969632,0.5,0.19599216600181535
73,single_sentence_500,WHY THIS WAS MACKAY,audio__original,2.52,4,8,8,6.754203804768622,3.510674803517759,4.482970237731934,2.1072780191898346,48.02237384309987,0.0,0.09915087500121444
74,single_sentence_500,YOUR FRIEND AS EVER,audio__original,1.885,4,8,8,13.355417072540149,8.606237273052102,6.529589653015137,1.6788681745529175,35.55995124444864,0.25,0.24776558298617601
75,single_sentence_500,A DANGEROUS AGE WELL,audio__original,1.88,4,8,8,15.661563329398632,5.297566240653396,7.561734914779663,0.6058297902345657,66.17472898947943,0.5,0.23091016699618194
76,single_sentence_500,ANDERS FACE GREW RED,audio__original,2.165,4,8,8,61.41814210101438,10.387718208830847,28.867839813232422,2.3616204783320427,83.0868895517123,0.0,0.21371050000016112
77,single_sentence_500,ARRIVES THE SNOW AND,audio__original,3.215,4,8,8,11.178723532706499,2.1953608140029246,7.321306228637695,0.6488453429192305,80.36125674295657,0.5,0.07819095900049433
78,single_sentence_500,BUT I AM QUAITE APPY,audio__original,1.87,5,10,10,19.35639049001038,7.625234349328093,8.227472305297852,2.517302270978689,60.60611427908839,0.4,0.21305137500166893
79,single_sentence_500,DID THEY LAUGH AT ME,audio__original,1.99,5,10,10,32.05102801640751,6.446289104409516,0.830795019865036,0.4297822415828705,79.88741858417289,0.2,0.20886379200965166
80,single_sentence_500,HE TECK DAT TIME TOO,audio__original,1.95,5,10,10,45.7815126542002,5.856863302174406,23.8747501373291,0.6793703098082915,87.2069248860062,0.6,0.2168444169947179
81,single_sentence_500,IT IS IN FACT STATED,audio__original,2.0,5,10,10,46.90805205702782,46.87486944440752,23.209588050842285,2.853610396385193,0.07073969428522163,0.4,0.20609358399815392
82,single_sentence_500,JUST SO MONSIEUR FIX,audio__original,2.735,4,8,8,97.79708051681519,27.978132682386786,44.33107948303223,12.326510667800903,71.39164836564191,0.5,0.2703453339927364
83,single_sentence_500,LADY DEAR OUR THANKS,audio__original,2.11,4,8,8,19.92597559094429,16.24314217083156,11.53097677230835,2.6509612798690796,18.482575185861702,0.25,0.06127958299475722
84,single_sentence_500,LEARNED AS THE MUSES,audio__original,2.0700625,4,7,7,20.97748658486775,15.112692266702652,12.304010391235352,1.2210726737976074,27.95756438426569,0.0,0.22524474999227095
85,single_sentence_500,LOOK CLOSELY AT LIFE,audio__original,2.19,4,8,8,0.2882398588117212,0.19975832710042596,0.2607278749346733,0.13614611327648163,30.69718812521746,0.5,0.2040546659991378
86,single_sentence_500,MARY CAREY CORY CALL,audio__original,2.7,4,8,8,8.067896693944931,2.113565241917968,6.975149631500244,1.8021974563598633,73.80277261725193,0.0,0.14261262500076555
87,single_sentence_500,MEANS NEWS PATTEN ME,audio__original,3.11,4,8,8,4.402678586309776,0.3389366496121511,0.7334635257720947,0.030000559985637665,92.30158089064048,0.5,0.2656446250039153
88,single_sentence_500,NO SIR CERTAINLY NOT,audio__original,3.36,4,8,8,58.10302158072591,26.13250537426211,33.924412965774536,0.7514264285564423,55.02384443474304,0.25,0.11103808399639092
89,single_sentence_500,NO WHERE SAID DROUET,audio__original,2.925,4,8,8,43.604076023213565,0.5679425267444458,4.500874876976013,0.5213329493999481,98.69750129221386,0.5,0.21753420800087042
90,single_sentence_500,NOW DURING THIS TIME,audio__original,2.315,4,8,8,29.13726942241192,20.29083143826574,13.346433162689209,6.656467914581299,30.361245784210787,0.0,0.19996091700159013
91,single_sentence_500,NOW THAT TOO IS OVER,audio__original,3.03,5,10,10,47.295848813652995,4.895875553041696,12.706667423248291,1.8237079977989197,89.64840324077576,0.0,0.21134762500878423
92,single_sentence_500,O THOR THE THUNDERER,audio__original,2.435,4,8,8,51.58059191261418,6.833520860353019,4.549864292144775,0.6794955879449844,86.75175951464438,0.5,0.20385079200787004
93,single_sentence_500,OH YES HE IS OLD MAN,audio__original,2.04,6,12,12,55.81574738398194,33.806854431755106,30.51968479156494,10.41268253326416,39.431332524883416,0.0,0.060588708001887426
94,single_sentence_500,ONE YOUNG PINE THREE,audio__original,4.025,4,8,8,50.989019450731575,0.2862971904978622,21.270928382873535,0.024073460139334202,99.43851206871217,0.25,0.24348541599465534
95,single_sentence_500,SO IT IS SAID ANDERS,audio__original,2.155,5,10,10,20.080681555904448,16.35909884161483,17.36084747314453,12.402714252471924,18.533149404958007,0.4,0.2111944170028437
96,single_sentence_500,THE COMMON HOUSE FLY,audio__original,2.095,4,8,8,8.261304592713714,0.424957437091507,3.991647243499756,0.2527836039662361,94.85604927984001,0.75,0.05937633299618028
97,single_sentence_500,THE HUNTER WENT AWAY,audio__original,1.77,4,8,8,29.646349416696467,21.89439679235511,21.236361980438232,17.392536163330078,26.148084930738726,0.25,0.19584362499881536
98,single_sentence_500,THE LOVE THE PASSION,audio__original,2.375,4,8,8,35.26858423260228,4.9513135517089495,3.56271942704916,0.018378963693976402,85.96112188951447,0.25,0.210394791996805
99,single_sentence_500,THERE WAS NO MAN SIR,audio__original,2.655,5,10,10,20.4550878405571,23.63843129873276,12.150189876556396,3.6679351925849915,-15.562599794188715,0.0,0.21470637500169687
100,single_sentence_500,TO THESE THREE SIRES,audio__original,2.36,4,8,8,103.67961487174034,5.35476048104465,38.382774353027344,2.3582476377487183,94.83528127716437,0.25,0.21334637500694953
101,single_sentence_500,WHAT I BUY EM OF HIM,audio__original,2.325,6,12,12,51.49001879215939,7.044568042775306,27.782431602478027,1.907698154449463,86.31857550642805,0.3333333333333333,0.06715674999577459
102,single_sentence_500,WITH THIS HE LEFT ME,audio__original,1.94,5,10,10,16.428260326385498,6.431390632782131,8.697721004486084,3.1478218734264374,60.85166350540082,0.6,0.23509504199319053
103,single_sentence_500,A FRENCHMAN YOUR NAME,audio__original,2.75,4,8,8,40.06849384307861,30.0304396180436,13.032745599746704,6.515400409698486,25.052237462050183,0.25,0.26952995800820645
104,single_sentence_500,AND ALL I'M SORRY FOR,audio__original,2.12,5,10,10,20.934131264686584,9.186485177278518,10.508608341217041,3.90606427192688,56.117189382608686,0.4,0.060209249990293756
105,single_sentence_500,AND JOY THAT IT BROKE,audio__original,2.18,5,10,10,105.55522965490817,58.240113490074876,85.30072784423828,4.028864800930023,44.82498528923736,0.2,0.19860383300692774
106,single_sentence_500,AND RUINED LONG SINCE,audio__original,2.35,4,8,8,49.10243788175285,3.006133216113085,7.133587598800659,2.9669342041015625,93.87783306533095,0.25,0.20733299999847077
107,single_sentence_500,AND THERE WAS MY AUNT,audio__original,1.49,5,10,10,23.131561189889908,14.0848556779325,6.418251276016235,5.761327743530273,39.109792191248395,0.4,0.21669754199683666
108,single_sentence_500,BUT WHERE YOU GO I GO,audio__original,2.365,6,12,12,67.16652118352552,42.991941546245165,36.12383842468262,14.555402755737305,35.992007939827396,0.3333333333333333,0.21087295800680295
109,single_sentence_500,CHAPTER TEN DON DIEGO,audio__original,3.205,4,8,8,7.007952006533742,1.0880331748485332,4.286799311637878,0.15673980116844177,84.47430613345918,0.75,0.21994100000301842
110,single_sentence_500,FORGIVE WHAT HE ASKED,audio__original,3.91,4,8,8,8.505896319169551,6.384397653397173,5.2634758949279785,0.45377044193446636,24.941506293595463,0.75,0.2474592499929713
111,single_sentence_500,FURTHER IT IS SAID DE,audio__original,2.035,5,10,10,66.75334493153932,22.3180572076948,46.845252990722656,9.47989821434021,66.56638370618928,0.4,0.06463525000435766
112,single_sentence_500,HAREM WHAT'S DE HAREM,audio__original,3.455,4,8,8,34.314361430704594,12.63830257114023,34.5374641418457,0.6888338029384613,63.16905795649912,0.25,0.23227591699105687
113,single_sentence_500,HE SAID THEY ARE NICE,audio__original,2.7,5,10,10,32.31443956680596,9.846154619962908,11.2863187789917,1.720871239900589,69.53017056165481,0.2,0.07685412499995437
114,single_sentence_500,I DON'T KNOW I RECKON,audio__original,2.42,5,10,10,10.541862243413926,4.640863008983433,5.415719270706177,0.702386811375618,55.97681982722898,0.2,0.21272500000486616
115,single_sentence_500,I MUST KNOW ABOUT YOU,audio__original,1.9,5,10,10,9.91175722241751,1.7842012665525544,2.1970046162605286,0.39584851264953613,81.99914277039383,0.2,0.19139716700010467
116,single_sentence_500,I RETURNED TO MY BOOK,audio__original,1.88,5,10,10,11.007242864370346,1.9957822732627393,1.7384697794914246,1.1750802993774414,81.8684633576775,0.6,0.0560446250019595
117,single_sentence_500,IF I CAN GET PATIENTS,audio__original,2.36,5,10,10,11.513333514984698,4.338398544075903,6.640345573425293,0.28810640424489975,62.318484577646934,1.0,0.0652885419985978
118,single_sentence_500,IT SEEMS REAL STRANGE,audio__original,2.005,4,8,8,6.277091555297375,5.347867084667087,2.7675514221191406,2.453162670135498,14.803423885797798,0.5,0.19810595799935982
119,single_sentence_500,IT WAS WHITE AND HARD,audio__original,2.19,5,10,10,7.997541981935501,3.4387074653059244,3.0343220829963684,1.3374102711677551,57.002945741665044,0.2,0.06034625000029337
120,single_sentence_500,LET THEM THE REALISTS,audio__original,2.42,4,8,8,27.691897278418764,13.826576871739235,20.16408920288086,0.06264942232519388,50.06995464151618,0.25,0.0646836250089109
121,single_sentence_500,LUNCH EIGHT POINT ONE,audio__original,2.47,4,8,8,16.66987143876031,3.596803944907151,8.460249722003937,0.025703084655106068,78.42332523006768,0.25,0.27971816700301133
122,single_sentence_500,NEVER SEEN AFTER LENT,audio__original,2.395,4,8,8,34.165370751172304,9.536940007237718,8.317779541015625,2.2827510833740234,72.08594609818341,0.5,0.23926562500128057
123,single_sentence_500,NO SAID BUTTON BRIGHT,audio__original,2.985,4,8,8,44.99839140700351,29.490442194808566,1.677370548248291,0.6240649074316025,34.46334130464339,0.25,0.3124417920043925
124,single_sentence_500,NOW CUT DOWN AND DEAD,audio__original,2.635,5,10,10,41.9035601605312,15.255528802669142,12.774429321289062,4.731862425804138,63.59371675288282,0.2,0.2531330829951912
125,single_sentence_500,O'ER CITY PASSION SEA,audio__original,3.265,4,8,8,46.74093505204655,15.465882265008986,39.990126609802246,2.024737671017647,66.91148294789663,0.0,0.28921933300443925
126,single_sentence_500,PERHAPS SO SAID POLLY,audio__original,2.195,4,8,8,6.127441121265292,2.997318832320161,3.5281522274017334,0.6116600632667542,51.08367794970788,0.5,0.07419266599754337
127,single_sentence_500,RETURNED THE WOOZY SO,audio__original,3.2400625,4,8,8,8.052456840639934,1.287700102888266,3.686505079269409,0.642332598567009,84.00860596495998,0.25,0.2004025409987662
128,single_sentence_500,SAID HE LET'S GO HOME,audio__original,2.04,5,10,10,18.382504396885633,3.9005634151399136,5.797053039073944,1.4557358622550964,78.7811098481187,0.2,0.0805337499914458
129,single_sentence_500,SO HE RUBBED THE RING,audio__original,2.175,5,10,10,32.313900562759954,4.696425010584062,9.454174041748047,3.9213610887527466,85.46623920729508,0.2,0.2889262079988839
130,single_sentence_500,SUPPOSE IT'S A FRIEND,audio__original,1.955,4,8,8,10.979662301167991,5.545998342742678,7.1592323780059814,0.8854601681232452,49.48844335446722,0.5,0.1946217090007849
131,single_sentence_500,SURE PHAT COULD OI DO,audio__original,2.15,5,10,10,55.98319168493617,23.535471780982334,53.50984191894531,3.8635972142219543,57.95975350345164,0.2,0.06184816600580234
132,single_sentence_500,THANK YOU DORCAS DEAR,audio__original,1.905,4,8,8,21.99959124624729,2.3680640272796154,12.189832925796509,1.0618273541331291,89.23587260884422,0.5,0.21945262500958052
133,single_sentence_500,THE CHILD TURNED BACK,audio__original,2.09,4,8,8,14.346846853848547,3.101673994504381,1.3424702286720276,0.7560328301042318,78.38079665796143,0.75,0.21946812499663793
134,single_sentence_500,THE MAN ANSWERED BACK,audio__original,1.885,4,8,8,9.13023216696456,2.0355149584356695,1.4070104360580444,0.7840141952037811,77.70577000439631,0.25,0.056166958005633205
135,single_sentence_500,THEY DID SO SHE CRIED,audio__original,2.445,5,10,10,7.511658386979252,5.9714692465378905,3.6366164684295654,0.7043810337781906,20.50398275713834,0.8,0.28017395800270606
136,single_sentence_500,THREE THE MASTER SAID,audio__original,3.12,4,8,8,32.956449724850245,21.639095486025326,8.089309215545654,1.4650405645370483,34.340331963279596,0.0,0.127168500010157
137,single_sentence_500,TO ADD TO OUR CONCERN,audio__original,2.28,5,10,10,29.828058310225607,15.486216943297768,26.0052490234375,2.3651241585612297,48.08171292199464,0.4,0.08212233299855143
138,single_sentence_500,TO RULE BY AGA'S SIDE,audio__original,2.41,5,10,10,28.890747594926506,10.553438174328766,18.781825065612793,7.072590589523315,63.4712181135041,0.6,0.23999016599555034
139,single_sentence_500,VAUNTING IN THE FIELD,audio__original,1.825,4,8,8,32.250271551311016,25.968349739909172,32.45557975769043,20.716013431549072,19.47866330801942,0.25,0.2204414579900913
140,single_sentence_500,VERY GOOD NOW OBSERVE,audio__original,3.165,4,8,8,39.20961403846741,5.751029919832945,10.380940437316895,1.3521510064601898,85.33260257499404,0.25,0.2954574169998523
141,single_sentence_500,YET ON BOTH OCCASIONS,audio__original,1.89,4,8,8,36.58697062730789,13.394827331590932,19.318047523498535,3.55144727230072,63.389077854963865,0.25,0.05486654199194163
142,single_sentence_500,YOU ARE POSITIVE THEN,audio__original,1.92,4,8,8,23.41143292747438,14.656451967763132,12.701663494110107,0.1488800346851349,37.39617727301467,0.25,0.09218116699776147
143,single_sentence_500,YOU KNOW CAPTAIN LAKE,audio__original,2.19,4,8,8,34.83289305213839,25.47528062388301,24.369020462036133,2.7627906799316406,26.864298679552018,0.0,0.062411999999312684
144,single_sentence_500,YOU SAW IT ASKED WEBB,audio__original,2.37,5,10,10,23.228816970437766,7.733172319503501,18.36356782913208,4.526899814605713,66.70871215979209,0.6,0.21080425000400282
145,single_sentence_500,YOU THINK YOU KNOW ME,audio__original,1.77,5,10,10,47.523633813858034,21.29134364540223,15.456851959228516,2.5986875891685486,55.198409850566584,0.2,0.05602204200113192
146,single_sentence_500,ALL HAIL SAID THE GIRL,audio__original,2.59,5,10,10,15.053323494642973,9.601872006356643,12.315715312957764,1.6496086120605469,36.214271819949516,0.4,0.2509859589918051
