sample_id,transcript,audio_column,duration_sec,n_words,n_raw_boundaries,n_refined_boundaries,raw_mean_flux,refined_mean_flux,raw_median_flux,refined_median_flux,percent_reduction,refined_boundary_rate,runtime_sec
38,Is a thumb war violent?,audio__female,2.112,5,10,10,22.806517925858497,2.715274001139915,12.96625828742981,0.5784094929695129,88.09430703114359,0.4,0.415553847999945
39,List of former airlines,audio__female,1.968,4,8,8,6.197443268727511,1.9070581207051873,1.8478583693504333,0.20441779494285583,69.22830854574723,0.25,0.41385517599974264
40,What is an audiologist?,audio__female,1.824,4,8,8,11.177263468503952,5.957029701181455,8.915656566619873,8.601713180541992,46.70404148593638,0.75,0.24684427700049127
41,Where did ballet begin?,audio__female,1.656,4,8,8,21.165493924250768,1.7379615209885344,12.261296272277832,0.006993155227974057,91.78870322039954,0.5,0.2313737910008058
42,Who invented the radio?,audio__female,1.824,4,8,8,22.342585232574493,12.472604928072542,12.890913963317871,3.2750422954559326,44.175641277679716,0.25,0.23103990999970847
43,How do thermostats work?,audio__female,1.872,4,8,8,17.879433317721123,1.4871859599661548,5.786740720272064,0.027104098349809647,91.68214152239301,0.25,0.24315834899971378
44,List of NovaLogic games.,audio__female,2.352,4,8,8,14.342702754307538,8.553532891266514,9.177132368087769,0.4818809852004051,40.36317256384865,0.5,0.4151613539997925
45,List of Wisconsin rivers,audio__female,2.088,4,8,8,19.953950284747407,6.1306774173281156,4.670996189117432,2.1972379088401794,69.27587104386873,0.25,0.39467166699978407
46,What are TensorFlow ops?,audio__female,1.896,4,8,8,12.215019395449417,9.901527911877508,2.5241522789001465,0.037969643250107765,18.939728285931146,0.5,0.24964212800023233
47,What does GDP stand for?,audio__female,2.352,5,10,10,8.544663308560848,3.8643396273450152,9.91898488998413,0.21274852752685547,54.77481689099024,0.6,0.4141944789998888
48,What does a shipyard do?,audio__female,1.92,5,10,10,22.290866040461697,9.434300454523285,11.512645721435547,3.331689141690731,57.67638441055439,0.8,0.25380598999981885
49,What is a beta particle?,audio__female,2.064,5,10,10,16.733107566533,9.848569290412758,10.453381776809692,1.0732208415865898,41.14321412652389,1.0,0.43033056300009775
50,What's the biggest wasp?,audio__female,1.656,4,8,8,21.111602790963843,1.1366099760562065,11.406211376190186,0.05542879365384579,94.61618339777264,0.75,0.2320415470003354
51,When was Berlin founded?,audio__female,1.776,4,8,8,26.661371915597556,2.1176466027358316,8.047285556793213,0.15573632344603539,92.05724818122748,0.0,0.24614042899975175
52,When was Sima Qian born?,audio__female,2.208,5,10,10,13.826342261664104,4.404588550871102,8.948262929916382,0.5769128724932671,68.14350124194759,0.0,0.4073528700000679
53,Where do kangaroos live?,audio__female,1.824,4,8,8,28.396156792681722,2.8689730882879516,19.053231716156006,0.19811958633363247,89.89661485096693,0.5,0.24277394300042943
54,Who developed Recaptcha?,audio__female,1.824,3,6,6,5.214312952065484,0.5492502611601443,1.4179737567901611,0.14800510741770267,89.46648837134764,0.0,0.2449410919998627
55,Who founded Ashton-Tate?,audio__female,2.04,3,6,6,21.29973777135213,0.19929250467491025,9.858764171600342,0.021433996967971325,99.06434291908064,0.3333333333333333,0.387197697999909
56,Who is Patriarch Kirill?,audio__female,1.992,4,8,8,12.599727520442684,1.1348573938799404,4.770666241645813,0.11242527794092894,90.99300050704535,0.25,0.3886078589994213
57,Describe positopian Earth,audio__female,2.232,3,6,6,17.646834663115442,2.5901396728219956,8.160293102264404,0.01088753342628479,85.32235541235175,0.0,0.40627818499979185
58,What does HTTP stand for?,audio__female,2.76,5,10,10,10.822193673625588,3.349243651446886,12.310388088226318,0.34718232601881027,69.0520817455964,0.2,0.45697267100058525
59,What's the meaning of BCE,audio__female,2.184,5,10,10,17.24029600319627,10.000614721985244,7.758009195327759,0.04128653183579445,41.99278991421507,0.4,0.38577964900014194
60,When was Florida founded?,audio__female,1.776,4,8,8,16.092584039265603,1.5694117950832513,3.018646001815796,0.29559879656881094,90.24760851797377,0.0,0.25173040900062915
61,When was Porsche founded?,audio__female,1.776,4,8,8,13.84304265130777,0.29599922616034746,2.3187397122383118,0.023222356103360653,97.86174735124158,0.25,0.25258207000024413
62,give me some Last Emperor,audio__female,2.064,5,10,10,14.559572083875537,10.944193111849017,10.317698001861572,0.945951297879219,24.831629330854348,0.2,0.4278370599995469
63,How do I clean my armpits?,audio__female,2.184,6,12,12,14.892763636385402,11.396928084206593,9.942035675048828,1.2417166829109192,23.473383701853187,0.16666666666666666,0.43491426200034766
64,How do I make apple juice?,audio__female,2.04,6,12,12,15.349660654862722,15.673910405940356,10.827190637588501,1.5694249868392944,-2.1124229282222773,0.16666666666666666,0.42751781799961464
65,How far is Delhi from Goa?,audio__female,2.136,6,12,12,27.19679183338788,6.1335585377125215,16.57532548904419,0.3929571844637394,77.44749242746082,0.16666666666666666,0.4304245789999186
66,How to become a better DJ?,audio__female,2.112,6,12,12,13.31139247504234,6.914247919496863,5.589973568916321,0.5436071753501892,48.05766614980022,0.6666666666666666,0.4128679479999846
67,What does a transistor do?,audio__female,2.112,5,10,10,11.479187709023245,10.059467441543115,2.3709514141082764,0.006029265001416206,12.36777639208875,0.8,0.4180097480002587
68,What is steam reformation?,audio__female,1.872,4,8,8,13.33622821107565,12.830873966813087,13.05514669418335,7.548576712608337,3.78933410754676,0.25,0.24261078599920438
69,What's the meaning of NBC?,audio__female,2.232,5,10,10,12.6324542067945,6.127773514970613,8.990027666091919,0.7235092222690582,51.49182087139707,0.6,0.4223067449993323
70,When was Canada colonized?,audio__female,1.968,4,8,8,8.453062735941785,7.8518535231250155,5.172110199928284,0.0736057236790657,7.112324036830736,0.25,0.41693635699994047
71,When were the Gallic Wars?,audio__female,1.944,5,10,10,19.89538216292858,7.220804090704769,5.574647426605225,0.3783859610557556,63.70613023880777,0.2,0.26392115500038926
72,Where is Adelaide located?,audio__female,2.016,4,8,8,19.959531133459677,6.958662963191728,8.628722965717316,0.33688599430024624,65.13614013945251,0.25,0.4218418169994038
73,Who is Taiwan's president?,audio__female,2.088,4,8,8,7.959764051483944,5.718133257236332,2.5999691486358643,0.10035918653011322,28.162025654889906,0.25,0.4195440610001242
74,Why is it called Scotland?,audio__female,2.064,5,10,10,20.173064255714415,17.368862387479748,7.0609846115112305,5.728962242603302,13.900723423514215,0.2,0.42121785000017553
75,How did Joseph Stalin died?,audio__female,2.304,5,10,10,8.977463069487294,6.7893858757708,8.67104721069336,0.08335084654390812,24.373001334345293,0.4,0.4384770690003279
76,How to become self-reliant?,audio__female,2.256,4,8,8,14.185513421074575,9.093929455558033,13.219396591186523,1.3350442051887512,35.89284232710448,0.5,0.4304455860001326
77,How to manage partnerships?,audio__female,1.92,4,8,8,15.10739803314209,8.582506752456538,7.865917444229126,0.0778067484498024,43.19004018012546,0.25,0.25120171799972013
78,List of natural topologies.,audio__female,2.16,4,8,8,15.735722361132503,7.492883267113939,5.581424951553345,2.690109431743622,52.38297235326491,0.25,0.4306702590001805
79,What is Front Arena by FIS?,audio__female,2.376,6,12,12,11.475465817997852,4.25168241692154,5.2209343910217285,0.45024625957012177,62.949805399156,0.5,0.46771065299981274
80,What is Kevlar made out of?,audio__female,2.136,6,12,12,18.554430113046692,12.981521054219712,4.341639041900635,1.017887545749545,30.035463363050667,0.5,0.4885737849999714
81,What is an organophosphate?,audio__female,2.04,4,8,8,14.136550603900105,7.681833816376638,7.8016369342803955,1.2558688344433904,45.65977209279531,0.5,0.4598638260004009
82,What years did Zhu Xi live?,audio__female,2.4,6,12,12,9.136430308600666,4.993868622759795,6.3641438484191895,1.7165880799293518,45.3411403132056,0.16666666666666666,0.43894461299987597
83,When was Wrestle Kingdom 9?,audio__female,2.28,4,8,8,11.017455630004406,2.0314452221447254,5.9668049812316895,0.6470704972743988,81.56157564535694,0.0,0.4586723089996667
84,When were the 76ers formed?,audio__female,2.472,3,6,6,19.462643213570118,17.962292761648616,3.261983036994934,0.4395047128200531,7.7088730212934236,0.3333333333333333,0.5231260390000898
85,Who is Jormungand's mother?,audio__female,1.92,4,8,8,22.416457774561422,36.88298401130166,6.076678037643433,1.712257444858551,-64.53529091093553,0.25,0.2730171530001826
86,Why Pascal lost popularity?,audio__female,2.376,4,8,8,18.88837069272995,3.1665714315822697,14.295843601226807,1.0931190252304077,83.23533838309797,0.0,0.47777187100018637
87,Why do I feel light-headed?,audio__female,1.992,5,10,10,22.312878120178357,8.950951184082077,17.831172943115234,5.311331748962402,59.88437199418302,0.2,0.41947146500024246
88,What is social intelligence?,audio__female,1.992,4,8,8,9.567918004933745,10.115848903082224,6.353740692138672,5.101087331771851,-5.7267516074650295,0.25,0.41009666999980254
89,What is the biggest diamond?,audio__female,2.016,5,10,10,29.390443397685885,2.8281437077559533,14.382862091064453,0.34932958520948887,90.3773356887204,0.8,0.4106835239999782
90,When did the Vandal War end?,audio__female,2.04,6,12,12,17.46799605479464,10.958036300575657,8.268046140670776,1.2324813306331635,37.267925489553335,0.3333333333333333,0.4091944699994201
91,When was Activision founded?,audio__female,1.992,4,8,8,12.423827407269982,1.4276833631772234,4.111309468746185,0.10086844488978386,88.50850614407446,0.25,0.4089393799995378
92,When was Hagia Sophia built?,audio__female,2.232,5,10,10,16.81354113891721,10.760100539569976,16.123197555541992,2.474593222141266,36.00336508134939,0.0,0.4416415579999011
93,When was Tylenol introduced?,audio__female,2.112,4,8,8,8.28272390080383,5.911117180839938,4.895251035690308,3.340616524219513,28.6331736801432,0.0,0.40743452700007765
94,When were Roth IRAs created?,audio__female,2.256,5,10,10,16.070938631612808,4.521916088317243,6.182810187339783,0.4442237615585327,71.86277546090383,0.0,0.4208963279997988
95,Who invented fantasy sports?,audio__female,2.376,4,8,8,11.112648844718933,2.223603306891164,10.881603240966797,0.8111487925052643,79.99033949544904,0.0,0.42192505599996366
96,How can I fix a leaking roof?,audio__female,2.208,7,14,14,15.018666227840836,12.499321242949431,11.469979763031006,10.409773826599121,16.774758468372987,0.14285714285714285,0.4104588939999303
97,How do I grow a tomato plant?,audio__female,2.4,7,14,14,15.971322853650365,11.954664994064453,13.30057954788208,1.46182082593441,25.149187054770948,0.2857142857142857,0.5124665389994334
98,How do I grow as a performer?,audio__female,2.088,7,14,14,17.94582532491352,12.386977900945206,10.115803718566895,2.0300068855285645,30.975713422615197,0.5714285714285714,0.48613215899968054
99,How is Alzheimer's diagnosed?,audio__female,2.28,4,8,8,30.264987585219387,3.2620747937486527,8.860516548156738,0.5652127265930176,89.2216219003448,0.0,0.45801283799937664
