sample_id,boundary_idx,transcript,audio_column,raw_time_sec,refined_time_sec,raw_flux,refined_flux,delta_time_ms
7,2,Where was Saxony?,audio__male,0.38475,0.374625,50.158241271972656,18.206928253173828,-10.124999999999995
7,3,Where was Saxony?,audio__male,0.486,0.486,7.640379905700684,7.640379905700684,0.0
7,4,Where was Saxony?,audio__male,0.58725,0.58725,4.411563873291016,4.411563873291016,0.0
7,5,Where was Saxony?,audio__male,1.03275,1.11275,7.357336044311523,0.008961004205048084,79.99999999999984
8,0,Explain horoscope.,audio__male,0.14112,0.061083,3.6185643672943115,7.240115706963479e-08,-80.03699999999999
8,1,Explain horoscope.,audio__male,0.54432,0.56448,33.16274642944336,12.141965866088867,20.159999999999954
8,2,Explain horoscope.,audio__male,0.7056,0.7056,3.716158866882324,3.716158866882324,0.0
8,3,Explain horoscope.,audio__male,1.27008,1.275375,0.00023019040236249566,0.0007286636391654611,5.294999999999828
9,0,History of Africa.,audio__male,0.162909,0.082875,0.6122665405273438,4.407784217619337e-05,-80.03399999999999
9,1,History of Africa.,audio__male,0.468364,0.478545,9.541705131530762,10.104266166687012,10.180999999999996
9,2,History of Africa.,audio__male,0.549818,0.549818,3.1784679889678955,3.1784679889678955,0.0
9,3,History of Africa.,audio__male,0.590545,0.590545,0.6418759226799011,0.6418759226799011,0.0
9,4,History of Africa.,audio__male,0.692364,0.692364,233.01736450195312,233.01736450195312,0.0
9,5,History of Africa.,audio__male,1.242182,1.322167,1.0190181001235032e-06,3.9271375040783596e-10,79.9850000000002
10,0,What is Freetekno?,audio__male,0.120774,0.04075,20.78995704650879,6.333674917868848e-09,-80.02400000000002
10,1,What is Freetekno?,audio__male,0.261677,0.267,0.40939009189605713,0.8253684043884277,5.323000000000022
10,2,What is Freetekno?,audio__male,0.342194,0.322065,33.866050720214844,54.30221939086914,-20.12900000000001
10,3,What is Freetekno?,audio__male,0.42271,0.442839,37.20785903930664,15.13315486907959,20.12900000000001
10,4,What is Freetekno?,audio__male,0.563613,0.51125,2.182645082473755,1.1009039878845215,-52.36300000000005
10,5,What is Freetekno?,audio__male,1.127226,1.207208,3.190918141626753e-05,4.018209376344117e-12,79.982
11,0,What is Gremolata?,audio__male,0.141217,0.061208,73.75666046142578,2.4752576877062893e-08,-80.00900000000001
11,1,What is Gremolata?,audio__male,0.282435,0.282435,1.0460968017578125,1.0460968017578125,0.0
11,2,What is Gremolata?,audio__male,0.342957,0.342957,14.405739784240723,14.405739784240723,0.0
11,3,What is Gremolata?,audio__male,0.443826,0.443826,8.398531913757324,8.398531913757324,0.0
11,4,What is Gremolata?,audio__male,0.544696,0.520333,2.857555627822876,0.009342488832771778,-24.362999999999914
11,5,What is Gremolata?,audio__male,1.270957,1.350917,2.7531573323358316e-06,1.049563430957634e-12,79.96000000000004
12,0,Where is Flanders?,audio__male,0.121371,0.041333,15.23974609375,2.1801787042363685e-09,-80.038
12,1,Where is Flanders?,audio__male,0.343886,0.343886,36.829925537109375,36.829925537109375,0.0
12,2,Where is Flanders?,audio__male,0.404571,0.404571,84.58815002441406,84.58815002441406,0.0
12,3,Where is Flanders?,audio__male,0.485486,0.505714,19.66719627380371,7.411301136016846,20.228000000000023
12,4,Where is Flanders?,audio__male,0.606857,0.5664,0.627824068069458,0.45278453826904297,-40.456999999999965
12,5,Where is Flanders?,audio__male,1.112571,1.192542,2.0662341117858887,0.2587602436542511,79.97100000000002
13,0,Who is Larry Page?,audio__male,0.162667,0.082625,4.43367862701416,3.116975858574733e-05,-80.042
13,1,Who is Larry Page?,audio__male,0.244,0.2745,12.0630464553833,2.722991943359375,30.50000000000003
13,2,Who is Larry Page?,audio__male,0.345667,0.345667,8.351334571838379,8.351334571838379,0.0
13,3,Who is Larry Page?,audio__male,0.427,0.427,1.8407666683197021,1.8407666683197021,0.0
13,4,Who is Larry Page?,audio__male,0.528667,0.488,95.52317810058594,7.5454912185668945,-40.66700000000001
13,5,Who is Larry Page?,audio__male,0.732,0.813333,21.512895584106445,0.012484967708587646,81.33299999999998
13,6,Who is Larry Page?,audio__male,0.915,0.833667,5.841660976409912,1.805832862854004,-81.33299999999998
13,7,Who is Larry Page?,audio__male,1.199667,1.279667,0.6615726351737976,0.004306463059037924,80.00000000000007
14,0,What is a technate?,audio__male,0.1215,0.0415,18.80754280090332,1.3286999056560944e-08,-79.99999999999999
14,1,What is a technate?,audio__male,0.26325,0.26325,0.8630021214485168,0.8630021214485168,0.0
14,2,What is a technate?,audio__male,0.324,0.324,12.835290908813477,12.835290908813477,0.0
14,3,What is a technate?,audio__male,0.405,0.405,5.457782745361328,5.457782745361328,0.0
14,4,What is a technate?,audio__male,0.486,0.486,3.4765655994415283,3.4765655994415283,0.0
14,5,What is a technate?,audio__male,0.50625,0.50625,0.40257638692855835,0.40257638692855835,0.0
14,6,What is a technate?,audio__male,0.62775,0.537167,2.535137414932251,0.006197968497872353,-90.58300000000008
14,7,What is a technate?,audio__male,1.07325,1.15325,0.582343578338623,0.00018500216538086534,80.00000000000007
15,0,What's ARM Dynarec?,audio__male,0.141474,0.061458,20.49162483215332,2.6461345115080803e-08,-80.01599999999999
15,1,What's ARM Dynarec?,audio__male,0.404211,0.404211,24.230127334594727,24.230127334594727,0.0
15,2,What's ARM Dynarec?,audio__male,0.485053,0.444632,78.64127349853516,107.97557067871094,-40.420999999999985
15,3,What's ARM Dynarec?,audio__male,0.666947,0.727579,57.66798782348633,4.0469489097595215,60.63200000000002
15,4,What's ARM Dynarec?,audio__male,0.808421,0.773333,103.5094223022461,0.09848916530609131,-35.087999999999894
15,5,What's ARM Dynarec?,audio__male,1.293474,1.373458,0.007248274981975555,0.0007857288583181798,79.98400000000005
16,0,Who Killed Marilyn?,audio__male,0.140824,0.060792,0.17091265320777893,4.34663505188837e-08,-80.03200000000001
16,1,Who Killed Marilyn?,audio__male,0.221294,0.301765,23.721895217895508,0.03471967577934265,80.47100000000002
16,2,Who Killed Marilyn?,audio__male,0.422471,0.347333,18.544038772583008,0.008226437494158745,-75.13799999999998
16,3,Who Killed Marilyn?,audio__male,0.663882,0.663882,2.140305519104004,2.140305519104004,0.0
16,4,Who Killed Marilyn?,audio__male,0.764471,0.724235,51.549896240234375,4.889991760253906,-40.23600000000005
16,5,Who Killed Marilyn?,audio__male,1.227176,1.307167,0.0004130349261686206,1.09032466215353e-12,79.99099999999993
17,0,Who is Max Schrems?,audio__male,0.161185,0.081167,0.4764600992202759,5.434599188447464e-06,-80.01799999999999
17,1,Who is Max Schrems?,audio__male,0.241778,0.272,20.670433044433594,3.638423204421997,30.222000000000026
17,2,Who is Max Schrems?,audio__male,0.362667,0.362667,47.74885559082031,47.74885559082031,0.0
17,3,Who is Max Schrems?,audio__male,0.443259,0.443259,1.584006905555725,1.584006905555725,0.0
17,4,Who is Max Schrems?,audio__male,0.564148,0.503704,86.52397918701172,44.672218322753906,-60.443999999999946
17,5,Who is Max Schrems?,audio__male,0.705185,0.718542,0.002801838330924511,0.005306232254952192,13.357000000000063
17,6,Who is Max Schrems?,audio__male,0.86637,0.856296,15.868480682373047,12.534381866455078,-10.074000000000026
17,7,Who is Max Schrems?,audio__male,1.329778,1.40975,0.44945579767227173,0.03999172896146774,79.97200000000015
18,0,How smart is marmot?,audio__male,0.1809,0.100875,23.360857009887695,0.001486564869992435,-80.025
18,1,How smart is marmot?,audio__male,0.2814,0.3417,81.38389587402344,3.674459457397461,60.30000000000002
18,2,How smart is marmot?,audio__male,0.4221,0.4221,8.92202377319336,8.92202377319336,0.0
18,3,How smart is marmot?,audio__male,0.7035,0.7035,1.4925484657287598,1.4925484657287598,0.0
18,4,How smart is marmot?,audio__male,0.7638,0.7638,38.62676239013672,38.62676239013672,0.0
18,5,How smart is marmot?,audio__male,0.8442,0.852208,4.363815784454346,1.8374645709991455,8.008000000000015
18,6,How smart is marmot?,audio__male,0.9648,0.9045,234.76991271972656,6.1528096199035645,-60.30000000000002
18,7,How smart is marmot?,audio__male,1.3668,1.446792,0.1677984595298767,0.0013908522669225931,79.99200000000006
19,0,What does Baja mean?,audio__male,0.141818,0.061792,45.86539840698242,2.2550706191282188e-08,-80.026
19,1,What does Baja mean?,audio__male,0.263377,0.283636,0.010022914968430996,0.004198527429252863,20.25900000000003
19,2,What does Baja mean?,audio__male,0.324156,0.303896,0.06914999336004257,0.010463148355484009,-20.26
19,3,What does Baja mean?,audio__male,0.486234,0.486234,0.25798213481903076,0.25798213481903076,0.0
19,4,What does Baja mean?,audio__male,0.607792,0.548083,268.7237854003906,0.0036474040243774652,-59.70900000000001
19,5,What does Baja mean?,audio__male,0.911688,0.981042,319.0980224609375,9.158352851867676,69.35399999999991
19,6,What does Baja mean?,audio__male,1.073766,1.073766,32.031463623046875,32.031463623046875,0.0
19,7,What does Baja mean?,audio__male,1.458701,1.538667,3.6852565443723506e-09,2.9831244141576008e-09,79.96599999999998
20,0,What is a motor tic?,audio__male,0.141037,0.061,82.40589904785156,2.1885867340643017e-08,-80.03699999999999
20,1,What is a motor tic?,audio__male,0.282074,0.282074,2.7371208667755127,2.7371208667755127,0.0
20,2,What is a motor tic?,audio__male,0.342519,0.32237,28.98387908935547,21.38762092590332,-20.14900000000003
20,3,What is a motor tic?,audio__male,0.423111,0.423111,6.2452898025512695,6.2452898025512695,0.0
20,4,What is a motor tic?,audio__male,0.503704,0.503704,8.206698417663574,8.206698417663574,0.0
20,5,What is a motor tic?,audio__male,0.523852,0.523852,61.2945442199707,61.2945442199707,0.0
20,6,What is a motor tic?,audio__male,0.584296,0.574222,15.668190956115723,11.200610160827637,-10.074000000000026
20,7,What is a motor tic?,audio__male,0.886519,0.906667,13.27035903930664,2.6754939556121826,20.148000000000053
20,8,What is a motor tic?,audio__male,1.027556,0.946963,37.37763977050781,0.9511019587516785,-80.59299999999992
20,9,What is a motor tic?,audio__male,1.188741,1.268708,0.05044626072049141,0.04225311800837517,79.9669999999999
21,0,What is a rift lake?,audio__male,0.141818,0.061792,126.31891632080078,4.806106801424903e-08,-80.026
21,1,What is a rift lake?,audio__male,0.263377,0.263377,0.4920108914375305,0.4920108914375305,0.0
21,2,What is a rift lake?,audio__male,0.344416,0.324156,16.45250701904297,17.214672088623047,-20.26
21,3,What is a rift lake?,audio__male,0.425455,0.425455,15.604270935058594,15.604270935058594,0.0
21,4,What is a rift lake?,audio__male,0.486234,0.486234,39.05776596069336,39.05776596069336,0.0
21,5,What is a rift lake?,audio__male,0.506494,0.506494,158.43646240234375,158.43646240234375,0.0
21,6,What is a rift lake?,audio__male,0.587532,0.567273,46.84709548950195,8.115594863891602,-20.25900000000003
21,7,What is a rift lake?,audio__male,0.830649,0.833292,0.002690401393920183,0.0005636041751131415,2.643000000000062
21,8,What is a rift lake?,audio__male,0.952208,0.891429,196.30165100097656,56.18330383300781,-60.779000000000025
21,9,What is a rift lake?,audio__male,1.175065,1.255042,0.38475096225738525,0.0005979923298582435,79.97699999999996
22,0,What is a sacrament?,audio__male,0.1416,0.061583,39.03550720214844,1.59947788347381e-08,-80.01700000000001
22,1,What is a sacrament?,audio__male,0.262971,0.262971,0.22479687631130219,0.22479687631130219,0.0
22,2,What is a sacrament?,audio__male,0.343886,0.323657,47.26095199584961,10.101442337036133,-20.229000000000052
22,3,What is a sacrament?,audio__male,0.404571,0.404571,2.0014145374298096,2.0014145374298096,0.0
22,4,What is a sacrament?,audio__male,0.485486,0.485486,10.46115493774414,10.46115493774414,0.0
22,5,What is a sacrament?,audio__male,0.505714,0.505714,2.7835373878479004,2.7835373878479004,0.0
22,6,What is a sacrament?,audio__male,0.627086,0.619708,9.332971572875977,3.8575665950775146,-7.377999999999996
22,7,What is a sacrament?,audio__male,1.2744,1.354375,7.393002306343988e-05,2.7347207831596165e-10,79.97500000000014
23,0,When did Alfred die?,audio__male,0.101667,0.021667,5.40920877456665,2.3451599171765197e-19,-79.99999999999999
23,1,When did Alfred die?,audio__male,0.264333,0.305,5.006004333496094,6.79542875289917,40.66700000000001
23,2,When did Alfred die?,audio__male,0.345667,0.341333,5.6977081298828125,3.0730905532836914,-4.334000000000005
23,3,When did Alfred die?,audio__male,0.467667,0.467667,31.717016220092773,31.717016220092773,0.0
23,4,When did Alfred die?,audio__male,0.569333,0.528667,232.24122619628906,156.3499298095703,-40.66599999999998
23,5,When did Alfred die?,audio__male,0.894667,0.894667,0.0268911961466074,0.0268911961466074,0.0
23,6,When did Alfred die?,audio__male,0.955667,0.935333,77.92179107666016,12.843592643737793,-20.334000000000074
23,7,When did Alfred die?,audio__male,1.342,1.422,1.9726114715012955e-06,3.2428446039567405e-10,79.99999999999984
24,0,Who invented Hangul?,audio__male,0.161391,0.081375,1.1260278224945068,6.0437494539655745e-05,-80.016
24,1,Who invented Hangul?,audio__male,0.242087,0.262261,127.26260375976562,31.930463790893555,20.174000000000024
24,2,Who invented Hangul?,audio__male,0.342957,0.33287,16.810527801513672,12.181418418884277,-10.087000000000012
24,3,Who invented Hangul?,audio__male,0.786783,0.786783,1.1197443008422852,1.1197443008422852,0.0
24,4,Who invented Hangul?,audio__male,0.867478,0.847304,4.597464084625244,2.9443516731262207,-20.174000000000024
24,5,Who invented Hangul?,audio__male,1.170087,1.250083,1.6257579326629639,0.0002570616779848933,79.99599999999995
25,0,Who is Sean Hannity?,audio__male,0.1608,0.080792,0.5982609987258911,4.8352062549383845e-06,-80.008
25,1,Who is Sean Hannity?,audio__male,0.2412,0.27135,7.2505669593811035,9.008326530456543,30.14999999999998
25,2,Who is Sean Hannity?,audio__male,0.3417,0.3417,4.031514644622803,4.031514644622803,0.0
25,3,Who is Sean Hannity?,audio__male,0.4221,0.43215,6.5888543128967285,11.975560188293457,10.050000000000004
25,4,Who is Sean Hannity?,audio__male,0.5226,0.5025,10.852733612060547,16.026622772216797,-20.10000000000001
25,5,Who is Sean Hannity?,audio__male,0.8241,0.8643,18.147235870361328,1.7710646390914917,40.1999999999999
25,6,Who is Sean Hannity?,audio__male,0.9246,0.9045,2.3532400131225586,1.9913454055786133,-20.10000000000001
25,7,Who is Sean Hannity?,audio__male,1.3065,1.245167,11.461194038391113,0.3351230025291443,-61.333000000000084
26,0,Who owns Nissan now?,audio__male,0.161185,0.081167,0.23051948845386505,3.2560169529460836e-06,-80.01799999999999
26,1,Who owns Nissan now?,audio__male,0.261926,0.292148,24.186538696289062,14.2535982131958,30.222000000000026
26,2,Who owns Nissan now?,audio__male,0.402963,0.382815,134.2165985107422,197.97189331054688,-20.148
26,3,Who owns Nissan now?,audio__male,0.604444,0.604444,8.484993934631348,8.484993934631348,0.0
26,4,Who owns Nissan now?,audio__male,0.705185,0.685037,9.152070999145508,13.454524993896484,-20.147999999999943
26,5,Who owns Nissan now?,audio__male,1.067852,1.067852,51.82215118408203,51.82215118408203,0.0
26,6,Who owns Nissan now?,audio__male,1.208889,1.208889,128.3195037841797,128.3195037841797,0.0
26,7,Who owns Nissan now?,audio__male,1.329778,1.40975,20.931884765625,4.0480756759643555,79.97200000000015
27,0,Is CCL1 inflammatory?,audio__male,0.140483,0.060458,99.9556655883789,3.0203700873698835e-08,-80.025
27,1,Is CCL1 inflammatory?,audio__male,0.240828,0.240828,6.91633415222168,6.91633415222168,0.0
27,2,Is CCL1 inflammatory?,audio__male,0.38131,0.379625,1.8538768291473389,2.660888671875,-1.684999999999992
27,3,Is CCL1 inflammatory?,audio__male,0.923172,1.013833,45.824302673339844,19.6492919921875,90.66099999999999
28,0,What is transduction?,audio__male,0.142333,0.062333,10.30347728729248,1.3971715340233004e-08,-79.99999999999999
28,1,What is transduction?,audio__male,0.284667,0.284667,2.676588296890259,2.676588296890259,0.0
28,2,What is transduction?,audio__male,0.345667,0.325333,13.507712364196777,14.853331565856934,-20.334000000000017
28,3,What is transduction?,audio__male,0.447333,0.447333,1.248189926147461,1.248189926147461,0.0
28,4,What is transduction?,audio__male,0.549,0.488,1.903629183769226,0.04109865799546242,-61.00000000000006
28,5,What is transduction?,audio__male,1.362333,1.442333,1.3949195931672875e-07,1.5474742320886747e-10,80.00000000000007
29,0,Why did US enter ww2?,audio__male,0.160681,0.080667,25.65951156616211,0.0017324406653642654,-80.01399999999998
29,1,Why did US enter ww2?,audio__male,0.261106,0.321362,38.27537536621094,27.383777618408203,60.25599999999998
29,2,Why did US enter ww2?,audio__male,0.381617,0.366833,1.1733345985412598,0.045983560383319855,-14.783999999999963
29,3,Why did US enter ww2?,audio__male,0.522213,0.522213,1.2102895975112915,1.2102895975112915,0.0
29,4,Why did US enter ww2?,audio__male,0.662809,0.562383,74.97147369384766,6.112494468688965,-100.42600000000002
29,5,Why did US enter ww2?,audio__male,0.923915,0.942542,9.957498550415039,0.978723406791687,18.62699999999995
29,6,Why did US enter ww2?,audio__male,1.02434,0.98417,108.82149505615234,60.46451950073242,-40.17000000000004
29,7,Why did US enter ww2?,audio__male,1.265362,1.305532,5.482697486877441,0.4410606324672699,40.16999999999982
29,8,Why did US enter ww2?,audio__male,1.586723,1.345702,11.293289184570312,41.57295608520508,-241.02100000000016
29,9,Why did US enter ww2?,audio__male,2.028596,2.108583,14.171646118164062,0.007463941816240549,79.98700000000002
30,0,How do you do a hangi?,audio__male,0.161185,0.081167,3.9850308895111084,3.305440714029828e-06,-80.01799999999999
30,1,How do you do a hangi?,audio__male,0.261926,0.282074,19.77503204345703,46.011295318603516,20.148
30,2,How do you do a hangi?,audio__male,0.342519,0.325042,4.985026836395264,0.21719242632389069,-17.47700000000002
30,3,How do you do a hangi?,audio__male,0.382815,0.382815,4.203418731689453,4.203418731689453,0.0
30,4,How do you do a hangi?,audio__male,0.463407,0.463407,8.946297645568848,8.946297645568848,0.0
30,5,How do you do a hangi?,audio__male,0.523852,0.564148,5.226489543914795,0.09410524368286133,40.296
30,6,How do you do a hangi?,audio__male,0.624593,0.604444,30.034889221191406,2.1360888481140137,-20.148999999999972
30,7,How do you do a hangi?,audio__male,0.685037,0.715259,74.506103515625,77.95901489257812,30.221999999999973
30,8,How do you do a hangi?,audio__male,0.805926,0.805926,60.55869674682617,60.55869674682617,0.0
30,9,How do you do a hangi?,audio__male,0.826074,0.826074,6.117914199829102,6.117914199829102,0.0
30,10,How do you do a hangi?,audio__male,0.926815,0.896593,4.582540035247803,4.695605278015137,-30.222000000000083
30,11,How do you do a hangi?,audio__male,1.349926,1.429917,2.0049733393534552e-06,1.3501823357270348e-12,79.99100000000014
31,0,What are Smart Cities?,audio__male,0.121263,0.04125,2.2492315769195557,3.779420776339748e-09,-80.013
31,1,What are Smart Cities?,audio__male,0.262737,0.262737,2.4971048831939697,2.4971048831939697,0.0
31,2,What are Smart Cities?,audio__male,0.343579,0.303158,22.99340057373047,55.21656799316406,-40.42100000000004
31,3,What are Smart Cities?,audio__male,0.424421,0.424421,39.56841278076172,39.56841278076172,0.0
31,4,What are Smart Cities?,audio__male,0.485053,0.485053,8.593944549560547,8.593944549560547,0.0
31,5,What are Smart Cities?,audio__male,0.788211,0.788211,6.264327526092529,6.264327526092529,0.0
31,6,What are Smart Cities?,audio__male,0.889263,0.886167,2.06364369392395,1.996834635734558,-3.0959999999999877
31,7,What are Smart Cities?,audio__male,1.253053,1.333042,1.8994812965393066,0.09271848201751709,79.98900000000009
32,0,What's Dagger's power?,audio__male,0.1416,0.061583,35.40667724609375,1.153710460499724e-08,-80.01700000000001
32,1,What's Dagger's power?,audio__male,0.323657,0.323657,7.72921895980835,7.72921895980835,0.0
32,2,What's Dagger's power?,audio__male,0.465257,0.434542,27.026508331298828,0.00017886020941659808,-30.714999999999993
32,3,What's Dagger's power?,audio__male,0.788914,0.788914,0.005772573873400688,0.005772573873400688,0.0
32,4,What's Dagger's power?,audio__male,0.930514,0.809143,170.3024139404297,0.005836872849613428,-121.37100000000001
32,5,What's Dagger's power?,audio__male,1.2744,1.354375,6.060881219127623e-07,4.586476597817635e-12,79.97500000000014
33,0,When was the Iron Age?,audio__male,0.100976,0.020958,6.735222339630127,1.4561842599748353e-19,-80.01799999999999
33,1,When was the Iron Age?,audio__male,0.242341,0.262537,30.984647750854492,3.4325573444366455,20.19600000000002
33,2,When was the Iron Age?,audio__male,0.323122,0.323122,19.098920822143555,19.098920822143555,0.0
33,3,When was the Iron Age?,audio__male,0.444293,0.464488,4.911914825439453,1.1520967483520508,20.195000000000018
33,4,When was the Iron Age?,audio__male,0.504878,0.504878,9.735335350036621,9.735335350036621,0.0
33,5,When was the Iron Age?,audio__male,0.565463,0.575561,21.48137664794922,37.02979278564453,10.09799999999994
33,6,When was the Iron Age?,audio__male,0.686634,0.666439,98.23921966552734,309.49298095703125,-20.194999999999965
33,7,When was the Iron Age?,audio__male,0.86839,0.888585,10.456303596496582,38.995365142822266,20.194999999999965
33,8,When was the Iron Age?,audio__male,0.989561,0.969366,109.81663513183594,82.51224517822266,-20.195000000000075
33,9,When was the Iron Age?,audio__male,1.353073,1.433042,0.0011889745946973562,4.479054349637579e-10,79.96899999999995
34,0,Who was DTV Animation?,audio__male,0.160914,0.080875,0.6707649827003479,1.883445293060504e-05,-80.039
34,1,Who was DTV Animation?,audio__male,0.241371,0.271543,4.698180198669434,4.165656566619873,30.171999999999976
34,2,Who was DTV Animation?,audio__male,0.341943,0.341943,6.6633148193359375,6.6633148193359375,0.0
34,3,Who was DTV Animation?,audio__male,0.462629,0.482743,6.305550575256348,0.1875820755958557,20.113999999999965
34,4,Who was DTV Animation?,audio__male,0.5632,0.5375,57.36880111694336,0.00852932408452034,-25.700000000000056
34,5,Who was DTV Animation?,audio__male,0.9856,0.9856,138.65159606933594,138.65159606933594,0.0
34,6,Who was DTV Animation?,audio__male,1.166629,1.166629,145.88682556152344,145.88682556152344,0.0
34,7,Who was DTV Animation?,audio__male,1.8304,1.910375,2.0895959096378647e-06,1.031866558526851e-18,79.97499999999991
35,0,Can you tell me a joke?,audio__male,0.141818,0.061792,4.081695079803467,5.374416645054225e-08,-80.026
35,1,Can you tell me a joke?,audio__male,0.222857,0.232987,98.26338958740234,3.995920419692993,10.13
35,2,Can you tell me a joke?,audio__male,0.283636,0.283636,39.757179260253906,39.757179260253906,0.0
35,3,Can you tell me a joke?,audio__male,0.344416,0.364675,8.832467079162598,0.5190911293029785,20.25900000000003
35,4,Can you tell me a joke?,audio__male,0.445714,0.405195,5.156660556793213,12.954063415527344,-40.51899999999997
35,5,Can you tell me a joke?,audio__male,0.587532,0.597662,17.624183654785156,26.280445098876953,10.129999999999972
35,6,Can you tell me a joke?,audio__male,0.648312,0.638182,63.12462615966797,61.294742584228516,-10.129999999999972
35,7,Can you tell me a joke?,audio__male,0.688831,0.698961,77.398193359375,58.475860595703125,10.130000000000084
35,8,Can you tell me a joke?,audio__male,0.76987,0.76987,48.609981536865234,48.609981536865234,0.0
35,9,Can you tell me a joke?,audio__male,0.79013,0.79013,3.0711116790771484,3.0711116790771484,0.0
35,10,Can you tell me a joke?,audio__male,0.911688,0.850909,151.81576538085938,2.248441457748413,-60.779000000000025
35,11,Can you tell me a joke?,audio__male,1.154805,1.234792,0.005596353206783533,0.008131768554449081,79.98699999999981
