sample_id,transcript,audio_column,duration_sec,n_words,n_raw_boundaries,n_refined_boundaries,raw_mean_flux,refined_mean_flux,raw_median_flux,refined_median_flux,percent_reduction,refined_boundary_rate,runtime_sec
27,Is CCL1 inflammatory?,audio__male,2.328,2,4,4,38.63754481077194,7.30662871162197,26.37031841278076,4.78861141204834,81.089303817294,0.5,0.4381395190002877
28,What is transduction?,audio__male,1.464,3,6,6,4.939932866298027,3.136534743502763,2.2901087403297424,0.6446442920714617,36.50653099151782,0.6666666666666666,0.2030095090003669
29,Why did US enter ww2?,audio__male,2.832,5,10,10,29.101661121845247,13.821900125266984,12.732467651367188,1.0945065021514893,52.50477260594745,0.6,0.4766748709998865
30,How do you do a hangi?,audio__male,1.632,6,12,12,18.57678678451911,17.578302719722767,5.672201871871948,4.449512004852295,5.374901894381575,0.5,0.2174649660000795
31,What are Smart Cities?,audio__male,1.536,4,8,8,10.766193360090256,14.27873885678804,4.3807162046432495,4.3807162046432495,-32.62569581667199,0.5,0.2244582539997281
32,What's Dagger's power?,audio__male,1.416,3,6,6,40.07843194293202,1.2901678797137452,17.37786364555359,0.0029757170414086,96.78089232245708,0.6666666666666666,0.2108145100000911
33,When was the Iron Age?,audio__male,1.656,5,10,10,31.146076510450804,50.14492943291375,14.777612209320068,14.417128086090088,-60.99918529413501,0.0,0.234288956000455
34,Who was DTV Animation?,audio__male,2.112,4,8,8,45.03062942667009,36.94544040636856,6.484432697296143,2.1766193211078644,17.954865661977507,0.25,0.4234563949994481
35,Can you tell me a joke?,audio__male,1.56,6,12,12,43.14507080727102,21.434580749964606,28.69068145751953,8.474991917610168,50.319746036081725,0.3333333333333333,0.2243385530000523
36,How older is Elon Musk?,audio__male,2.016,5,10,10,67.9824552633916,53.567544322615504,79.23064804077148,36.93446445465088,21.203869270279935,0.2,0.4233949979998215
37,How to build a snowman.,audio__male,1.728,5,10,10,24.327660417556764,7.321686867642529,13.930392742156982,2.7442585229873657,69.90385946706728,0.2,0.2536991529996157
38,Is a thumb war violent?,audio__male,1.896,5,10,10,73.76285371777821,14.834949002746248,31.334421157836918,2.4314976930618286,79.8883201299318,0.2,0.2765250019992891
39,List of former airlines,audio__male,1.752,4,8,8,88.18124656024156,66.1278429115846,46.4411917924881,1.087376743555069,25.00917656407936,0.5,0.2713060919995769
40,What is an audiologist?,audio__male,1.584,4,8,8,91.2415607204166,47.17482094969401,53.36559295654297,13.957647800445557,48.29678429740191,0.5,0.256516917999761
41,Where did ballet begin?,audio__male,1.464,4,8,8,52.669847259119855,4.332385664888365,36.33621597290039,0.2216281397268176,91.77444801847568,0.75,0.2580134230001931
42,Who invented the radio?,audio__male,1.56,4,8,8,47.304347313940525,19.221334876593662,11.641052722930908,14.649625778198242,59.36666296433782,0.0,0.242524780000167
43,How do thermostats work?,audio__male,1.752,4,8,8,19.96937815565616,6.233866942078748,8.682835578918457,0.2721917182207107,68.78286898326347,0.25,0.2876919390000694
44,List of NovaLogic games.,audio__male,2.136,4,8,8,17.956205940339714,6.648963728795934,13.852077186107635,0.3416897393763065,62.9712214769233,0.25,0.4238659769998776
45,List of Wisconsin rivers,audio__male,1.824,4,8,8,51.30524672474712,49.43781188149434,24.28929615020752,20.666704654693604,3.639851598943821,0.25,0.2575058590000481
46,What are TensorFlow ops?,audio__male,1.68,4,8,8,19.22565633105114,24.35166060731541,5.506518840789795,0.180087449029088,-26.66231096612974,0.75,0.2321959629998673
47,What does GDP stand for?,audio__male,2.232,5,10,10,9.163580685685885,1.907198196229072,5.490234136581421,0.0112470425665378,79.18719481339603,1.0,0.4175304899999901
48,What does a shipyard do?,audio__male,1.728,5,10,10,22.71161102175661,11.577009092676922,11.385656356811523,0.0738368779420852,49.02603306481996,0.8,0.2271947089993773
49,What is a beta particle?,audio__male,1.872,5,10,10,37.673507475852965,15.079597363447704,17.29216241836548,2.6005817651748657,59.9729402070857,1.0,0.2459260349996839
50,What's the biggest wasp?,audio__male,1.488,4,8,8,29.101992939962656,0.6055293794908014,9.784537315368652,0.0517960991710424,97.91928552542774,1.0,0.2065679939996698
51,When was Berlin founded?,audio__male,1.656,4,8,8,33.886063082763805,4.0609605609869766,5.270317316055298,0.2315812110900879,88.0158383962503,0.0,0.2184190810003201
52,When was Sima Qian born?,audio__male,2.064,5,10,10,32.32821989059448,6.18991942377761,21.898365020751957,3.1859727799892426,80.85289123643182,0.0,0.4105192569995779
53,Where do kangaroos live?,audio__male,1.68,4,8,8,7.572593294084072,5.036130511232746,2.9114524126052856,0.9541391134262084,33.49529922375316,0.5,0.2236286010002004
54,Who developed Recaptcha?,audio__male,1.608,3,6,6,21.342121108681813,4.044430661185909,7.012303173542023,0.0966251352801919,81.04953748228583,0.3333333333333333,0.2330246470000929
55,Who founded Ashton-Tate?,audio__male,1.824,3,6,6,39.55218600492443,2.490159835931945,7.32220983505249,0.5991170108318329,93.70411578358296,0.6666666666666666,0.2486926159999711
56,Who is Patriarch Kirill?,audio__male,1.728,4,8,8,7.154208920015662,3.251843293017612,5.065678119659424,0.0073364144191145,54.54643092795656,0.25,0.2463390399998388
57,Describe positopian Earth,audio__male,2.04,3,6,6,32.3665921241045,31.847980171339383,5.447987794876099,0.0144042423926293,1.6023063249185527,0.0,0.4214116599996487
58,What does HTTP stand for?,audio__male,2.568,5,10,10,11.574346979334951,5.10312839390769,8.698482513427734,0.0837799236178398,55.910010275146334,0.6,0.4692061599998851
59,What's the meaning of BCE,audio__male,1.992,5,10,10,47.85183025375009,20.309542427531376,31.08457851409912,5.923142313957214,57.55743861868326,0.6,0.4228492889997142
60,When was Florida founded?,audio__male,1.632,4,8,8,26.310654908418652,3.7407552890896256,10.697625637054443,0.3786436766386032,85.78235584743013,0.0,0.2427022290003151
61,When was Porsche founded?,audio__male,1.656,4,8,8,13.135983780026436,3.773868795022736,12.909207344055176,0.4747611582279205,71.27075628122357,0.0,0.2697448240005542
62,give me some Last Emperor,audio__male,1.872,5,10,10,34.20864491078464,36.78948707590881,16.371663093566895,9.061461210250854,-7.544415079448322,0.4,0.2944170920000033
63,How do I clean my armpits?,audio__male,2.064,6,12,12,63.527391105890274,48.34794723677502,55.192739486694336,19.012696981430054,23.89432905219338,0.5,0.4799969480000072
64,How do I make apple juice?,audio__male,1.944,6,12,12,23.17796887209018,14.358643677410631,14.511838436126707,3.7378883361816406,38.05046612733769,0.3333333333333333,0.2677785979994951
65,How far is Delhi from Goa?,audio__male,1.968,6,12,12,64.90982363467629,31.947431722350306,47.63170623779297,1.0837794840335846,50.7818232535094,0.5,0.4117764759994315
66,How to become a better DJ?,audio__male,2.016,6,12,12,41.83341214500846,23.56433789367596,20.49634790420532,0.2869156375527382,43.671011554127695,0.8333333333333334,0.4079394760001378
67,What does a transistor do?,audio__male,1.848,5,10,10,20.435257403798097,1.6107293456350669,5.301208257675171,0.1387317776679992,92.11789059561492,0.6,0.2581102149997605
68,What is steam reformation?,audio__male,1.704,4,8,8,77.07999710738659,47.71355831934558,38.44270324707031,20.1494779586792,38.09865060986986,0.25,0.2433167990002402
69,What's the meaning of NBC?,audio__male,2.016,5,10,10,27.637080369517207,21.135645174186227,12.011441230773926,3.9413692951202393,23.524319893435088,0.6,0.4243086370006494
70,When was Canada colonized?,audio__male,1.8,4,8,8,25.9969954831613,2.46523661642636,11.880049705505373,0.0620398027822375,90.5172248923029,0.0,0.2644963239999924
71,When were the Gallic Wars?,audio__male,1.752,5,10,10,21.231755666434765,4.200146239638186,3.7697598934173584,1.2064965516328812,80.21762163419115,0.2,0.2356491070004267
72,Where is Adelaide located?,audio__male,1.8,4,8,8,55.47341367495938,25.49686594411167,23.424882173538208,5.480574131011963,54.03768354060944,0.25,0.2406716240002424
73,Who is Taiwan's president?,audio__male,1.824,4,8,8,25.723885878920555,8.734024774271347,21.2012357711792,0.1176452580839395,66.0470240951098,0.5,0.2368153440002061
74,Why is it called Scotland?,audio__male,1.896,5,10,10,24.251428281515835,17.00827858321463,12.38933801651001,3.379552125930786,29.866899442874683,0.6,0.243549325999993
75,How did Joseph Stalin died?,audio__male,2.232,5,10,10,28.324519282518214,11.03918719654634,18.79141569137573,0.1858374550938606,61.0260386542211,0.4,0.4441349859998809
76,How to become self-reliant?,audio__male,2.112,4,8,8,23.029170922687623,5.248113042729941,10.419079780578612,5.947937726974487,77.2110204907131,0.25,0.4193042349997995
77,How to manage partnerships?,audio__male,1.8,4,8,8,40.6315270550549,10.938990077062044,35.86916255950928,0.1486743986606598,73.0775807115496,0.5,0.2467963270000837
78,List of natural topologies.,audio__male,1.968,4,8,8,27.292976992146578,3.7537557484420176,3.747787058353424,1.153051495552063,86.24644079859027,0.5,0.4222371169998951
79,What is Front Arena by FIS?,audio__male,2.184,6,12,12,48.52571880320708,9.759536600053568,17.4842529296875,2.826393246650696,79.88790925564084,0.8333333333333334,0.4541421220001211
80,What is Kevlar made out of?,audio__male,1.992,6,12,12,21.869890262738483,28.15447026150621,7.103845596313477,1.3446331173181534,-28.736221001873417,0.5,0.4340441599997575
81,What is an organophosphate?,audio__male,1.8,4,8,8,26.312128908000886,19.95411955701365,9.676434755325316,7.240660548210144,24.16379675402819,0.0,0.2232153639997705
82,What years did Zhu Xi live?,audio__male,2.256,6,12,12,65.22892428512569,16.023775815712735,28.97076797485352,3.098662614822388,75.4345545456639,0.1666666666666666,0.4527676140005496
83,When was Wrestle Kingdom 9?,audio__male,2.064,4,8,8,30.961832597851757,7.079600165440415,13.283329963684082,3.3939040899276733,77.13442786997167,0.25,0.4213912920004077
84,When were the 76ers formed?,audio__male,2.28,3,6,6,9.053534428278605,5.680125435193379,9.546412467956545,5.760841727256775,37.26068553457336,0.0,0.4175589379992743
85,Who is Jormungand's mother?,audio__male,1.728,4,8,8,27.546567887067795,9.007226250883832,10.019362449645996,1.779121994972229,67.30182036538778,0.0,0.2167763729994476
86,Why Pascal lost popularity?,audio__male,2.16,4,8,8,34.197264662827365,14.182572318217666,15.464025616645811,0.03374396963045,58.5271732752526,0.0,0.4251073940004062
87,Why do I feel light-headed?,audio__male,1.872,5,10,10,66.71311680823564,38.64966077565522,39.14551067352295,13.08633542060852,42.0658745614416,0.4,0.2271732150002208
88,What is social intelligence?,audio__male,1.8,4,8,8,55.10195281729102,39.0721738000552,19.31639814376831,12.520101547241213,29.091126897785124,0.0,0.2179047640001954
89,What is the biggest diamond?,audio__male,1.8,5,10,10,23.84055430344306,2.576906964345821,6.632412791252136,0.3057160079479217,89.19107780990787,0.6,0.22834511200017
90,When did the Vandal War end?,audio__male,1.896,6,12,12,35.923476934630536,19.27540277099858,18.12595844268799,2.610507607460022,46.343159360454536,0.5,0.229513842000415
91,When was Activision founded?,audio__male,1.8,4,8,8,42.48539813129235,18.58221223827401,10.421072006225586,3.1919557452201843,56.2621205034974,0.0,0.2231089150000116
92,When was Hagia Sophia built?,audio__male,2.088,5,10,10,43.32748135564689,5.7020897671580455,18.41896343231201,4.179357051849365,86.83955404572602,0.0,0.377128451000317
93,When was Tylenol introduced?,audio__male,1.944,4,8,8,30.33183709703735,26.502170243664303,14.257334232330322,3.225640058517456,12.625898131792056,0.25,0.2330658010005208
94,When were Roth IRAs created?,audio__male,2.016,5,10,10,38.06368698906154,7.9776115733151185,15.7953839302063,1.1153439283370972,79.04141137034973,0.2,0.3622019869999349
95,Who invented fantasy sports?,audio__male,2.136,4,8,8,11.79316747188568,3.006325803415507,3.297118186950684,2.829668879508972,74.50790204936514,0.5,0.4148573310003485
96,How can I fix a leaking roof?,audio__male,2.088,7,14,14,43.59687855413982,30.72919818456453,32.00021266937256,30.41735076904297,29.515141442054944,0.2857142857142857,0.4160923589997765
97,How do I grow a tomato plant?,audio__male,2.184,7,14,14,48.52079379771437,49.37281342308155,8.933440685272217,3.4223373234272003,-1.7559886363757709,0.4285714285714285,0.4111360660008358
98,How do I grow as a performer?,audio__male,1.968,7,14,14,36.398315586035785,27.92139256788817,10.777429580688477,7.681790351867676,23.28932776603483,0.2857142857142857,0.4310670579998259
99,How is Alzheimer's diagnosed?,audio__male,2.088,4,8,8,45.303150646454014,17.166803628242533,11.18288278579712,1.1842176895588636,62.10682174797876,0.0,0.4345019310003408
0,Is woke bad?,audio__female,1.368,3,6,6,34.9310518050867,2.991828070170859,23.94807004928589,0.0273212981410324,91.43504728439017,0.3333333333333333,0.95059450700046
1,"Write ""Test""",audio__female,1.584,2,4,4,6.695808673277497,0.3664757433347816,7.0768959522247314,0.1056380893569439,94.52678890307364,0.5,0.2317428289998133
2,What is prayer?,audio__female,1.2,3,6,6,2.9580640036159216,1.7940580290639525,3.337637186050415,1.5658157152938657,39.35026331847771,0.6666666666666666,0.2100306629999977
3,What is a lorry?,audio__female,1.296,4,8,8,19.74349284172058,14.412030935287476,12.857565879821776,12.799060821533203,27.00364089158039,0.5,0.2202361569998174
4,What was 8-Chan?,audio__female,1.464,2,4,4,6.329425849020481,0.3913908168324269,5.241520702838898,0.4068735092878341,93.81632985094537,0.5,0.2409456389996194
5,What is Atlantis?,audio__female,1.56,3,6,6,14.91661258538564,6.71408544977506,11.72089958190918,6.439600944519043,54.98920809706421,0.6666666666666666,0.2569698489996881
6,What is a cyborg?,audio__female,1.512,4,8,8,15.229503294453025,8.613137003070733,10.76401662826538,4.137360215187073,43.44439975131784,0.75,0.2390541209997536
7,Where was Saxony?,audio__female,1.536,3,6,6,11.266582489013672,5.862724326356935,7.445649862289429,3.7233134508132935,47.96359648479186,0.0,0.2551304959997651
8,Explain horoscope.,audio__female,1.68,2,4,4,1.333881966129411,2.0427070533070264,0.7841852605342865,0.3785001747310161,-53.140015771743805,0.0,0.2575686959999075
9,History of Africa.,audio__female,1.632,3,6,6,19.61945138237934,2.1038291384490244,6.798522710800171,0.029203163459897,89.27681973646561,0.6666666666666666,0.2278669150000496
10,What is Freetekno?,audio__female,1.392,3,6,6,8.132410304457153,3.0417221007453783,1.8838936984539032,0.0288641583174467,62.5975327501824,0.6666666666666666,0.201932062999731
11,What is Gremolata?,audio__female,1.536,3,6,6,8.180735923349857,4.418452475811743,7.946415424346924,0.0773732466623187,45.98954767381771,0.6666666666666666,0.2247768050001468
12,Where is Flanders?,audio__female,1.56,3,6,6,20.46430764098962,4.022895333046715,17.90447235107422,0.452178031206131,80.34189378100957,0.3333333333333333,0.2297913229995174
13,Who is Larry Page?,audio__female,1.632,4,8,8,13.895735889673231,2.7983432945329696,9.248276710510254,0.4209043625742197,79.86185606325039,0.0,0.2270934620000844
14,What is a technate?,audio__female,1.44,4,8,8,10.179414140653536,6.342581232949314,11.921473979949951,3.0991717986762524,37.69207986519635,1.0,0.2170745450002869
15,What's ARM Dynarec?,audio__female,1.656,3,6,6,31.558906415244564,7.043051350337919,8.357918739318848,2.8408819437026978,77.6828409144882,0.3333333333333333,0.2396972530004859
16,Who Killed Marilyn?,audio__female,1.536,3,6,6,14.504609998570231,3.120032520399718,1.9337000250816343,0.02990164142102,78.48937323576938,0.0,0.2251997209996261
17,Who is Max Schrems?,audio__female,1.8,4,8,8,8.648211181163788,7.5885501962620765,6.927261829376221,3.7782448530197135,12.252949918819084,0.25,0.2498798630003875
18,How smart is marmot?,audio__female,1.704,4,8,8,13.511769816279411,10.091905361710817,11.548177719116213,7.635697603225708,25.31026283802019,0.25,0.2377523600007407
19,What does Baja mean?,audio__female,1.68,4,8,8,16.175889192752038,2.5939968342630664,17.168380737304688,0.0360379531048238,83.9638068525756,0.5,0.2226308700001027
20,What is a motor tic?,audio__female,1.8,5,10,10,32.270022495929155,13.77994575794437,19.623315811157227,7.443261623382568,57.29799767049217,0.6,0.2453799900004014
21,What is a rift lake?,audio__female,1.68,5,10,10,10.759329560196784,4.849741492161544,7.790451526641846,2.5823062658309937,54.92524450498527,0.8,0.2257480100006432
22,What is a sacrament?,audio__female,1.608,4,8,8,8.231893177260645,6.179985524307995,5.699552059173584,2.3321584463119507,24.92631535380869,0.75,0.2346792179996555
23,When did Alfred die?,audio__female,1.584,4,8,8,32.09821473014199,5.218800642277796,11.50185251235962,1.1696108430624008,83.74114982358488,0.75,0.2229105330006859
24,Who invented Hangul?,audio__female,1.608,3,6,6,5.860199369283994,3.265027432503965,5.216593980789185,3.699855089187622,44.28470386831071,0.0,0.2258912970000892
25,Who is Sean Hannity?,audio__female,1.824,4,8,8,12.855975717306135,9.24786588945426,8.153952598571777,2.3921163082122803,28.06562416724855,0.25,0.2494971830001304
26,Who owns Nissan now?,audio__female,1.8,4,8,8,23.26615728137256,10.67326868931491,17.06833791732788,0.8502070903778076,54.125347988341055,0.25,0.2555094509998525
27,Is CCL1 inflammatory?,audio__female,2.592,2,4,4,21.119145333766937,4.268921170383692,16.17591428756714,2.2480562925338745,79.78648708118786,0.5,0.4816156919996501
28,What is transduction?,audio__female,1.752,3,6,6,12.088915328495204,6.664186918369883,3.721686601638794,0.0320023046806454,44.873574367242895,0.6666666666666666,0.2841676980006014
29,Why did US enter ww2?,audio__female,3.048,5,10,10,26.782859563827515,10.3805569794029,13.948630332946776,5.012593746185303,61.24178990423148,0.6,0.423308497999642
30,How do you do a hangi?,audio__female,1.728,6,12,12,6.7179473814461135,5.608552988924804,2.7075828313827515,0.7705396115779877,16.513889280902646,0.3333333333333333,0.2599014290008199
31,What are Smart Cities?,audio__female,1.68,4,8,8,7.668896711576963,6.64849637698353,4.9213573932647705,1.8651151061058044,13.305699280745776,0.25,0.2325469480001629
32,What's Dagger's power?,audio__female,1.488,3,6,6,4.553971832783645,1.399261798873648,1.0433742702007294,0.1353415083140134,69.273815248472,0.6666666666666666,0.2267027349998898
33,When was the Iron Age?,audio__female,1.848,5,10,10,25.14192540347576,9.119894262822346,17.36210823059082,5.273866415023804,63.72634905057208,0.2,0.2608960079996905
34,Who was DTV Animation?,audio__female,2.304,4,8,8,23.966992646455765,12.543316166847944,23.82683277130127,3.4232853055000305,47.66420488428344,0.5,0.4021543529997871
35,Can you tell me a joke?,audio__female,1.68,6,12,12,17.116931666930515,17.572447880177606,5.789650678634644,8.362413883209229,-2.661202498851686,0.3333333333333333,0.2311762089993863
36,How older is Elon Musk?,audio__female,2.256,5,10,10,21.01868725400418,14.60424176605884,12.561282634735107,2.2015453577041626,30.517821643325288,0.2,0.3526596660003633
37,How to build a snowman.,audio__female,1.848,5,10,10,9.493953027855603,5.746666530709876,7.996823310852051,0.6818016171455383,39.47024475633125,0.4,0.2502852130000974
38,Is a thumb war violent?,audio__female,2.112,5,10,10,22.806517925858497,2.715274001139915,12.96625828742981,0.5784094929695129,88.09430703114359,0.4,0.415553847999945
39,List of former airlines,audio__female,1.968,4,8,8,6.197443268727511,1.9070581207051875,1.8478583693504331,0.2044177949428558,69.22830854574723,0.25,0.4138551759997426
40,What is an audiologist?,audio__female,1.824,4,8,8,11.177263468503952,5.957029701181455,8.915656566619873,8.601713180541992,46.70404148593638,0.75,0.2468442770004912
41,Where did ballet begin?,audio__female,1.656,4,8,8,21.165493924250768,1.7379615209885344,12.261296272277832,0.006993155227974,91.78870322039954,0.5,0.2313737910008058
42,Who invented the radio?,audio__female,1.824,4,8,8,22.342585232574493,12.472604928072542,12.890913963317873,3.2750422954559326,44.17564127767972,0.25,0.2310399099997084
43,How do thermostats work?,audio__female,1.872,4,8,8,17.879433317721123,1.4871859599661548,5.786740720272064,0.0271040983498096,91.682141522393,0.25,0.2431583489997137
44,List of NovaLogic games.,audio__female,2.352,4,8,8,14.342702754307538,8.553532891266514,9.177132368087769,0.4818809852004051,40.36317256384865,0.5,0.4151613539997925
45,List of Wisconsin rivers,audio__female,2.088,4,8,8,19.953950284747407,6.130677417328116,4.670996189117432,2.1972379088401794,69.27587104386873,0.25,0.394671666999784
46,What are TensorFlow ops?,audio__female,1.896,4,8,8,12.215019395449415,9.901527911877508,2.5241522789001465,0.0379696432501077,18.939728285931142,0.5,0.2496421280002323
47,What does GDP stand for?,audio__female,2.352,5,10,10,8.544663308560848,3.8643396273450152,9.91898488998413,0.2127485275268554,54.77481689099024,0.6,0.4141944789998888
48,What does a shipyard do?,audio__female,1.92,5,10,10,22.290866040461697,9.434300454523283,11.512645721435549,3.331689141690731,57.67638441055439,0.8,0.2538059899998188
49,What is a beta particle?,audio__female,2.064,5,10,10,16.733107566533,9.848569290412758,10.453381776809692,1.0732208415865898,41.14321412652389,1.0,0.4303305630000977
50,What's the biggest wasp?,audio__female,1.656,4,8,8,21.111602790963843,1.1366099760562065,11.406211376190186,0.0554287936538457,94.61618339777264,0.75,0.2320415470003354
51,When was Berlin founded?,audio__female,1.776,4,8,8,26.66137191559756,2.117646602735832,8.047285556793213,0.1557363234460353,92.05724818122748,0.0,0.2461404289997517
52,When was Sima Qian born?,audio__female,2.208,5,10,10,13.826342261664104,4.404588550871102,8.948262929916382,0.5769128724932671,68.14350124194759,0.0,0.4073528700000679
53,Where do kangaroos live?,audio__female,1.824,4,8,8,28.39615679268172,2.868973088287952,19.05323171615601,0.1981195863336324,89.89661485096693,0.5,0.2427739430004294
54,Who developed Recaptcha?,audio__female,1.824,3,6,6,5.214312952065484,0.5492502611601443,1.4179737567901611,0.1480051074177026,89.46648837134764,0.0,0.2449410919998627
55,Who founded Ashton-Tate?,audio__female,2.04,3,6,6,21.29973777135213,0.1992925046749102,9.858764171600342,0.0214339969679713,99.06434291908064,0.3333333333333333,0.387197697999909
56,Who is Patriarch Kirill?,audio__female,1.992,4,8,8,12.599727520442684,1.1348573938799404,4.770666241645813,0.1124252779409289,90.99300050704537,0.25,0.3886078589994213
57,Describe positopian Earth,audio__female,2.232,3,6,6,17.646834663115442,2.590139672821996,8.160293102264404,0.0108875334262847,85.32235541235175,0.0,0.4062781849997918
58,What does HTTP stand for?,audio__female,2.76,5,10,10,10.822193673625588,3.349243651446886,12.310388088226318,0.3471823260188102,69.0520817455964,0.2,0.4569726710005852
59,What's the meaning of BCE,audio__female,2.184,5,10,10,17.24029600319627,10.000614721985244,7.758009195327759,0.0412865318357944,41.99278991421507,0.4,0.3857796490001419
60,When was Florida founded?,audio__female,1.776,4,8,8,16.092584039265603,1.5694117950832511,3.018646001815796,0.2955987965688109,90.24760851797376,0.0,0.2517304090006291
61,When was Porsche founded?,audio__female,1.776,4,8,8,13.84304265130777,0.2959992261603474,2.318739712238312,0.0232223561033606,97.86174735124158,0.25,0.2525820700002441
62,give me some Last Emperor,audio__female,2.064,5,10,10,14.559572083875535,10.944193111849016,10.317698001861572,0.945951297879219,24.831629330854348,0.2,0.4278370599995469
63,How do I clean my armpits?,audio__female,2.184,6,12,12,14.892763636385402,11.396928084206593,9.942035675048828,1.2417166829109192,23.473383701853187,0.1666666666666666,0.4349142620003476
64,How do I make apple juice?,audio__female,2.04,6,12,12,15.349660654862722,15.673910405940356,10.8271906375885,1.5694249868392944,-2.1124229282222773,0.1666666666666666,0.4275178179996146
65,How far is Delhi from Goa?,audio__female,2.136,6,12,12,27.19679183338788,6.1335585377125215,16.57532548904419,0.3929571844637394,77.44749242746082,0.1666666666666666,0.4304245789999186
66,How to become a better DJ?,audio__female,2.112,6,12,12,13.31139247504234,6.914247919496863,5.589973568916321,0.5436071753501892,48.05766614980022,0.6666666666666666,0.4128679479999846
