sample_id,dataset_config,transcript,audio_column,duration_sec,n_words,n_raw_boundaries,n_refined_boundaries,raw_mean_flux,refined_mean_flux,raw_median_flux,refined_median_flux,percent_reduction,refined_boundary_rate,runtime_sec
89,single_sentence_1k,How to live a better life.,audio__male,1.8,6,12,12,35.11483037906388,18.689906226331612,18.958237171173096,5.160510897636414,46.77489247541721,0.5,0.03777041700959671
90,single_sentence_1k,What does a transistor do?,audio__male,1.848,5,10,10,20.45055733797708,1.6208419172610316,5.307696104049683,0.15782366320490837,92.07433865750399,0.6,0.04223483300302178
91,single_sentence_1k,What is cast iron made of?,audio__male,2.16,6,12,12,85.01614354697585,22.114224421591175,28.970028400421143,0.22189123928546906,73.98820565252774,0.3333333333333333,0.04149462500936352
92,single_sentence_1k,What is steam reformation?,audio__male,1.704,4,8,8,77.19344346225262,47.787813867767,38.56869316101074,20.174437522888184,38.09342902142316,0.25,0.0371310420014197
93,single_sentence_1k,What is the color of Mars?,audio__male,1.848,6,12,12,45.376683021585144,31.898558879550126,7.3640501499176025,1.2897797226905823,29.70275314223306,0.8333333333333334,0.03684699999575969
94,single_sentence_1k,What's the meaning of NBC?,audio__male,2.016,5,10,10,27.754270430654287,21.227060112685347,12.06272268295288,3.9582014679908752,23.517859474193596,0.6,0.03887133300304413
95,single_sentence_1k,When was Canada colonized?,audio__male,1.8,4,8,8,26.16106942724946,2.4643717988109946,11.899439811706543,0.06192707363516092,90.5800035978495,0.0,0.03643445800116751
96,single_sentence_1k,When was Rubén Darío born?,audio__male,1.968,5,10,10,42.55173224210739,8.432753758248765,16.52401828765869,9.797950744628906,80.18234907507697,0.2,0.03994425000564661
97,single_sentence_1k,When was cricket invented?,audio__male,1.632,4,8,8,41.37048712053834,36.35211888209109,16.498391151428223,5.520620346069336,12.130309763637971,0.5,0.03556362500239629
98,single_sentence_1k,When was hip hop invented?,audio__male,1.8,5,10,10,18.584104642271996,16.452338608391766,4.946918249130249,1.6965683996677399,11.470910624508894,0.4,0.0367680420022225
99,single_sentence_1k,When were the Gallic Wars?,audio__male,1.752,5,10,10,21.40524406135082,4.228464927168005,3.7400240898132324,1.2115035653114319,80.24565889065056,0.2,0.03754704199673142
100,single_sentence_1k,Where is Adelaide located?,audio__male,1.8,4,8,8,55.46221676362371,25.48966945885618,23.42418885231018,5.44967246055603,54.04137997676605,0.25,0.03661616599129047
101,single_sentence_1k,Where is Tufts University?,audio__male,1.872,4,8,8,18.02271217107773,13.903287904092492,13.591548442840576,2.405359148979187,22.856849889640674,0.5,0.03738012500980403
102,single_sentence_1k,Where were the Moors from?,audio__male,1.536,5,10,10,44.12860348820686,37.21275709353245,24.870319366455078,9.038763046264648,15.672026413712898,0.2,0.035256415998446755
103,single_sentence_1k,Who is Taiwan's president?,audio__male,1.824,4,8,8,25.718275800347328,8.733949561949885,21.19936180114746,0.11751113831996918,66.0399101800132,0.5,0.03532650000124704
104,single_sentence_1k,Why is it called Scotland?,audio__male,1.896,5,10,10,24.248840991035102,17.008069862082074,12.376403450965881,3.3943852186203003,29.86027716388578,0.6,0.036852959005045705
105,single_sentence_1k,How big can a thresher get?,audio__male,1.896,6,12,12,24.61079597787951,6.655760200306152,3.8558484315872192,0.6954391002655029,72.95593280977815,0.5,0.03836870798841119
106,single_sentence_1k,How did Joseph Stalin died?,audio__male,2.232,5,10,10,28.305194248323097,11.029577173743602,18.77542209625244,0.18569298833608627,61.03338109259916,0.4,0.040649125003255904
107,single_sentence_1k,How long is 18 petaseconds?,audio__male,2.544,3,6,6,61.082919438680015,49.27070389315486,72.91821670532227,55.308298110961914,19.338000956852127,0.3333333333333333,0.042518667003605515
108,single_sentence_1k,How long is the Erie Canal?,audio__male,1.968,6,12,12,68.20879222949345,15.864174627698958,44.01043701171875,3.0739922523498535,76.74174529535316,0.3333333333333333,0.04060841700993478
109,single_sentence_1k,How to become self-reliant?,audio__male,2.112,4,8,8,23.007636659668606,5.248761987499578,10.420321464538574,5.948641061782837,77.18687031988631,0.25,0.03991270800179336
110,single_sentence_1k,List of natural topologies.,audio__male,1.968,4,8,8,27.50934930378571,3.768935912707093,3.762972593307495,1.1577192544937134,86.29943634403439,0.5,0.03938229099730961
111,single_sentence_1k,What does sui generis mean?,audio__male,2.016,5,10,10,27.513498562019187,8.756236465259878,18.731678009033203,0.8118884712457657,68.17476176095118,0.4,0.04068487499898765
112,single_sentence_1k,What is Front Arena by FIS?,audio__male,2.184,6,12,12,48.396762788295746,9.78583937153071,17.392634391784668,2.877547025680542,79.77997120522838,0.8333333333333334,0.040425375002087094
113,single_sentence_1k,What is Kevlar made out of?,audio__male,1.992,6,12,12,21.88327648429322,28.18222415095097,7.109210968017578,1.345649540424347,-28.7842986911893,0.5,0.0401519580045715
114,single_sentence_1k,What is a syllable nucleus?,audio__male,2.016,5,10,10,63.728851079940796,38.319460762949326,27.05709457397461,13.458545207977295,39.871094310359055,0.2,0.04026587500993628
115,single_sentence_1k,What is an organophosphate?,audio__male,1.8,4,8,8,26.200597984716296,19.869816425326164,9.635618925094604,7.210063219070435,24.162736908077797,0.0,0.03655687501304783
116,single_sentence_1k,What is reality television?,audio__male,1.776,4,8,8,3.898120146313431,3.796664424873997,2.822732448577881,2.2144099473953247,2.602683284028168,0.25,0.037000750002334826
117,single_sentence_1k,When was François Lay born?,audio__male,2.04,5,10,10,40.661916275594834,16.70431943312288,9.308653831481934,2.552912473678589,58.91900588278776,0.0,0.041563167003914714
118,single_sentence_1k,When was Karen Hassan born?,audio__male,2.088,5,10,10,14.836520612239838,4.437077050985108,8.65317153930664,2.4968512058258057,70.09354708593465,0.0,0.039359499991405755
119,single_sentence_1k,When were the 76ers formed?,audio__male,2.28,3,6,6,9.086160123348236,5.696376025676727,9.599431991577148,5.784570932388306,37.3071138044437,0.0,0.0403691250103293
120,single_sentence_1k,Who is Jormungand's mother?,audio__male,1.728,4,8,8,27.538905143737793,9.004543524213659,10.016724109649658,1.7783820033073425,67.3024636338484,0.0,0.03716725000413135
121,single_sentence_1k,Why Pascal lost popularity?,audio__male,2.16,4,8,8,34.1941131358617,14.182690602673212,15.451287865638733,0.03374558896757662,58.52300497947743,0.0,0.03997258300660178
122,single_sentence_1k,Do a script about NSU Arena.,audio__male,2.328,6,12,12,21.036974660664175,23.274018515614003,17.13713836669922,4.936555922031403,-10.6338667561964,0.5,0.04225287500594277
123,single_sentence_1k,How can I use my phone less?,audio__male,2.088,7,14,14,28.33070659544319,25.909633727161626,29.293441772460938,11.095022201538086,8.545755327793259,0.2857142857142857,0.040698249998968095
124,single_sentence_1k,How do you become an author?,audio__male,1.752,6,12,12,38.830686231454216,32.557921775043305,18.88480806350708,22.011472940444946,16.154142677318315,0.3333333333333333,0.03689704199496191
125,single_sentence_1k,List of windmills in Denmark,audio__male,2.088,5,10,10,38.89236819797661,24.322107009544304,20.269833087921143,3.6109362840652466,37.46303417231952,0.4,0.04033116699429229
126,single_sentence_1k,What is social intelligence?,audio__male,1.8,4,8,8,55.10079396516085,39.07194328887294,19.316397666931152,12.519654750823975,29.090053922676027,0.0,0.039414999992004596
127,single_sentence_1k,What is the biggest diamond?,audio__male,1.8,5,10,10,23.884200186119415,2.566314856363145,6.850536227226257,0.30535393953323364,89.25517774777909,0.6,0.03780291700968519
128,single_sentence_1k,What is the meaning of life?,audio__male,1.776,6,12,12,51.103621259931366,38.64420432144056,17.42956829071045,17.42956829071045,24.380692857591708,0.3333333333333333,0.037895041998126544
129,single_sentence_1k,What is used to cut diamond?,audio__male,2.064,6,12,12,37.49446160324442,6.370254691782475,6.8854334354400635,0.12711761659011245,83.01014491369239,0.5,0.04223720799200237
130,single_sentence_1k,When did Gallimimus die out?,audio__male,2.016,5,10,10,32.416567678190766,17.276642422922148,7.594379186630249,0.3210314270108938,46.70428222249595,0.4,0.04084329200850334
131,single_sentence_1k,When was Hagia Sophia built?,audio__male,2.088,5,10,10,43.365419418985404,5.6437126412987855,18.433921337127686,4.179959416389465,86.98568417666921,0.0,0.042406290987855755
132,single_sentence_1k,When was Rocketdyne founded?,audio__male,1.824,4,8,8,12.292629851028323,4.462548874931734,11.621796607971191,1.7897076606750488,63.69736233001089,0.25,0.04649779100145679
133,single_sentence_1k,When was Tylenol introduced?,audio__male,1.944,4,8,8,30.307626272406196,26.49555437433436,14.25319528579712,3.2246904373168945,12.577929606920632,0.25,0.038265125011093915
134,single_sentence_1k,When was the Lateran Treaty?,audio__male,1.848,5,10,10,41.282866942882535,26.82091236468046,7.964527130126953,5.9905900955200195,35.031371726704705,0.2,0.037693833000957966
135,single_sentence_1k,Where do box jellyfish live?,audio__male,2.112,5,10,10,38.69463151533155,3.751003265492179,12.183090686798096,0.5494047254323959,90.30614036470159,0.6,0.042442916994332336
136,single_sentence_1k,Where was William Penn born?,audio__male,1.896,5,10,10,42.51384680003976,7.811570647501526,32.704206466674805,5.617126703262329,81.62582020807814,0.2,0.03809579199878499
137,single_sentence_1k,Who invented fantasy sports?,audio__male,2.136,4,8,8,11.812742486596107,3.013251621704967,3.3044618368148804,2.8359713554382324,74.4915151995898,0.5,0.04032099999312777
138,single_sentence_1k,Who is president of the NFL?,audio__male,2.184,6,12,12,12.626585560540358,23.65336811129335,7.694683790206909,6.485485792160034,-87.32988421836741,0.3333333333333333,0.04071400000248104
139,single_sentence_1k,"Without brain, where are we?",audio__male,2.088,5,10,10,28.053248810688615,21.634730959060715,2.997401714324951,0.0345728526590392,22.879766600089365,0.4,0.0393991669989191
140,single_sentence_1k,Are good rhetors good people?,audio__male,1.896,5,10,10,19.135279581323267,1.8394121846184135,6.06978452205658,0.13462667167186737,90.387325271099,0.6,0.038737791997846216
141,single_sentence_1k,But why is Earth radioactive?,audio__male,2.232,5,10,10,40.37800192758441,26.416236560189066,10.803024768829346,6.686809062957764,34.577652931997356,0.2,0.043509875002200715
142,single_sentence_1k,Can maths explain everything?,audio__male,1.824,4,8,8,17.912528108805418,12.324248799392848,9.613235473632812,6.397764086723328,31.19760245716232,0.0,0.038605084002483636
143,single_sentence_1k,How can I fix a leaking roof?,audio__male,2.088,7,14,14,43.708721274909166,30.756525110903436,32.24590301513672,30.446751594543457,29.632978925514557,0.2857142857142857,0.0410687920084456
144,single_sentence_1k,How do I grow a tomato plant?,audio__male,2.184,7,14,14,49.048884102276396,50.01014770814384,9.04873538017273,3.466516822576523,-1.959807289117982,0.42857142857142855,0.042178624993539415
145,single_sentence_1k,How is Alzheimer's diagnosed?,audio__male,2.088,4,8,8,45.2385324014449,17.141975913145558,11.085667848587036,1.183003687299788,62.107577316990835,0.0,0.040480875002685934
146,single_sentence_1k,How many cardinals are there?,audio__male,1.8,5,10,10,28.54551127960077,21.621791359905774,29.487488746643066,7.868109703063965,24.25502157546862,0.0,0.03801062499405816
147,single_sentence_1k,How to calculate devaluation?,audio__male,2.088,4,8,8,18.331819318085763,2.921857286619952,6.295752763748169,0.07272366434335709,84.061280356733,0.25,0.041998874992714263
148,single_sentence_1k,What are the stages of grief?,audio__male,1.896,6,12,12,22.320533646268206,13.806810372014098,16.669941425323486,3.1760708689689636,38.143009522881755,0.6666666666666666,0.039119000008213334
149,single_sentence_1k,What are the types of matter?,audio__male,1.728,6,12,12,24.462686716159283,13.51266181956107,4.410390496253967,3.1480036973953247,44.76215153164256,0.8333333333333334,0.03770841700315941
150,single_sentence_1k,What does Zabbaleen refer to?,audio__male,2.064,5,10,10,18.310492955330517,8.793205273339824,10.125396728515625,0.10464086942374706,51.9772335196472,0.4,0.04151758299849462
