sample_id,dataset_config,boundary_idx,transcript,audio_column,raw_time_sec,refined_time_sec,raw_flux,refined_flux,delta_time_ms
8,single_sentence_500,5,I KNEW YOU ALSO,audio__original,1.129231,1.149396,43.80336380004883,106.6878433227539,20.16499999999999
8,single_sentence_500,6,I KNEW YOU ALSO,audio__original,1.270385,1.25022,72.20857238769531,54.204063415527344,-20.16499999999999
8,single_sentence_500,7,I KNEW YOU ALSO,audio__original,1.754341,1.786312,0.029479240998625755,0.0,31.97099999999997
9,single_sentence_500,0,TIED TO A WOMAN,audio__original,0.502016,0.422,12.930845260620117,11.175405502319336,-80.01600000000003
9,single_sentence_500,1,TIED TO A WOMAN,audio__original,0.863468,0.903629,0.0860004723072052,0.3043271601200104,40.161
9,single_sentence_500,2,TIED TO A WOMAN,audio__original,1.184758,1.103938,7.177091598510742,2.7494319510878995e-05,-80.8199999999999
9,single_sentence_500,3,TIED TO A WOMAN,audio__original,1.265081,1.265081,1.8605120182037354,1.8605120182037354,0.0
9,single_sentence_500,4,TIED TO A WOMAN,audio__original,1.405645,1.405645,6.314941883087158,6.314941883087158,0.0
9,single_sentence_500,5,TIED TO A WOMAN,audio__original,1.425726,1.425726,6.001923084259033,6.001923084259033,0.0
9,single_sentence_500,6,TIED TO A WOMAN,audio__original,1.526129,1.506048,3.0630791187286377,2.4966633319854736,-20.081000000000017
9,single_sentence_500,7,TIED TO A WOMAN,audio__original,2.008065,2.088062,0.00031728658359497786,6.352156196953729e-05,79.99699999999964
10,single_sentence_500,0,TO A MAN REVIEW,audio__original,0.180506,0.1005,31.301284790039062,0.007989774458110332,-80.006
10,single_sentence_500,1,TO A MAN REVIEW,audio__original,0.240674,0.240674,9.480762481689453,9.480762481689453,0.0
10,single_sentence_500,2,TO A MAN REVIEW,audio__original,0.361011,0.361011,65.30010223388672,65.30010223388672,0.0
10,single_sentence_500,3,TO A MAN REVIEW,audio__original,0.381067,0.381067,6.788981914520264,6.788981914520264,0.0
10,single_sentence_500,4,TO A MAN REVIEW,audio__original,0.501404,0.461292,28.4164981842041,14.978850364685059,-40.11199999999998
10,single_sentence_500,5,TO A MAN REVIEW,audio__original,0.661854,0.701966,3.9471280574798584,6.467584609985352,40.111999999999924
10,single_sentence_500,6,TO A MAN REVIEW,audio__original,2.547135,2.370312,136.6351318359375,0.0026373681612312794,-176.82299999999972
10,single_sentence_500,7,TO A MAN REVIEW,audio__original,2.88809,2.968062,59.49140167236328,27.40199851989746,79.97200000000015
11,single_sentence_500,0,AN AS FOR FEEDIN,audio__original,0.501359,0.421312,0.028135495260357857,0.00059511698782444,-80.04699999999998
11,single_sentence_500,1,AN AS FOR FEEDIN,audio__original,0.581576,0.60163,34.14956283569336,19.290882110595703,20.054000000000016
11,single_sentence_500,2,AN AS FOR FEEDIN,audio__original,0.762065,0.661793,43.6390380859375,118.36292266845703,-100.27200000000003
11,single_sentence_500,3,AN AS FOR FEEDIN,audio__original,0.9225,0.962609,4.2184977531433105,0.3180100917816162,40.10900000000006
11,single_sentence_500,4,AN AS FOR FEEDIN,audio__original,1.022772,1.022772,0.20365312695503235,0.20365312695503235,0.0
11,single_sentence_500,5,AN AS FOR FEEDIN,audio__original,1.123043,1.143098,69.20885467529297,4.5593180656433105,20.054999999999936
11,single_sentence_500,6,AN AS FOR FEEDIN,audio__original,1.263424,1.23925,73.52017211914062,0.2441597580909729,-24.17400000000014
11,single_sentence_500,7,AN AS FOR FEEDIN,audio__original,1.564239,1.644187,1.3970667123794556,0.6666128039360046,79.94800000000014
12,single_sentence_500,0,AND OH ANNE DEAR,audio__original,0.422211,0.374188,63.36262512207031,0.013033278286457062,-48.02299999999998
12,single_sentence_500,1,AND OH ANNE DEAR,audio__original,0.522737,0.562947,29.96742820739746,3.3368537425994873,40.209999999999965
12,single_sentence_500,2,AND OH ANNE DEAR,audio__original,0.743895,0.663062,11.656623840332031,0.09729767590761185,-80.83299999999993
12,single_sentence_500,3,AND OH ANNE DEAR,audio__original,0.844421,0.904737,5.546330451965332,40.42810821533203,60.31600000000004
12,single_sentence_500,4,AND OH ANNE DEAR,audio__original,1.085684,1.005,3.957214832305908,0.023461930453777313,-80.6840000000002
12,single_sentence_500,5,AND OH ANNE DEAR,audio__original,1.266632,1.326947,1.0061832666397095,47.59724807739258,60.31500000000012
12,single_sentence_500,6,AND OH ANNE DEAR,audio__original,1.467684,1.383125,10.820159912109375,0.18041390180587769,-84.55900000000005
12,single_sentence_500,7,AND OH ANNE DEAR,audio__original,1.648632,1.728625,49.121734619140625,11.944488525390625,79.99299999999998
13,single_sentence_500,0,AND WOOD AND SEA,audio__original,0.280603,0.200563,61.61165237426758,0.17943374812602997,-80.04
13,single_sentence_500,1,AND WOOD AND SEA,audio__original,0.380819,0.380819,44.25090408325195,44.25090408325195,0.0
13,single_sentence_500,2,AND WOOD AND SEA,audio__original,0.481034,0.460991,24.58705711364746,36.18379592895508,-20.043000000000035
13,single_sentence_500,3,AND WOOD AND SEA,audio__original,0.701509,0.741595,2.760880708694458,32.88711166381836,40.085999999999956
13,single_sentence_500,4,AND WOOD AND SEA,audio__original,1.1625,1.069813,85.1390380859375,0.04686405509710312,-92.68700000000018
13,single_sentence_500,5,AND WOOD AND SEA,audio__original,1.262716,1.274687,1.126114845275879,15.3733491897583,11.970999999999954
13,single_sentence_500,6,AND WOOD AND SEA,audio__original,1.443103,1.322845,118.15353393554688,264.423583984375,-120.25799999999998
13,single_sentence_500,7,AND WOOD AND SEA,audio__original,1.823922,1.903875,0.4474122226238251,0.02208482101559639,79.95299999999995
14,single_sentence_500,0,ELEVEN P M MAJOR,audio__original,0.301786,0.22175,27.327146530151367,0.04363379254937172,-80.036
14,single_sentence_500,1,ELEVEN P M MAJOR,audio__original,0.64381,0.704167,129.16651916503906,10.377297401428223,60.35699999999999
14,single_sentence_500,2,ELEVEN P M MAJOR,audio__original,0.784643,0.732313,6.739727973937988,0.27767977118492126,-52.329999999999984
14,single_sentence_500,3,ELEVEN P M MAJOR,audio__original,0.824881,0.824881,41.104122161865234,41.104122161865234,0.0
14,single_sentence_500,4,ELEVEN P M MAJOR,audio__original,1.166905,1.166905,3.804537296295166,3.804537296295166,0.0
14,single_sentence_500,5,ELEVEN P M MAJOR,audio__original,1.187024,1.2675,2.781235456466675,4.118453502655029,80.476
14,single_sentence_500,6,ELEVEN P M MAJOR,audio__original,2.615476,2.328313,172.61798095703125,0.0018371377373114228,-287.16300000000007
14,single_sentence_500,7,ELEVEN P M MAJOR,audio__original,2.977619,3.057562,2.006566047668457,0.039609894156455994,79.9430000000001
15,single_sentence_500,0,HOW WAS THAT HOW,audio__original,0.602812,0.522813,2.0531740188598633,0.012264569289982319,-79.99900000000004
15,single_sentence_500,1,HOW WAS THAT HOW,audio__original,0.703281,0.713328,30.433591842651367,17.205148696899414,10.046999999999917
15,single_sentence_500,2,HOW WAS THAT HOW,audio__original,0.763563,0.763563,15.107525825500488,15.107525825500488,0.0
15,single_sentence_500,3,HOW WAS THAT HOW,audio__original,0.864031,0.884125,1.1702723503112793,0.651458203792572,20.094000000000058
15,single_sentence_500,4,HOW WAS THAT HOW,audio__original,0.9645,0.924312,11.089656829833984,0.21585731208324432,-40.188
15,single_sentence_500,5,HOW WAS THAT HOW,audio__original,1.165437,1.173437,0.03494386002421379,0.021103305742144585,8.000000000000007
15,single_sentence_500,6,HOW WAS THAT HOW,audio__original,2.712656,1.670125,109.87045288085938,0.00029946467839181423,-1042.531
15,single_sentence_500,7,HOW WAS THAT HOW,audio__original,3.174812,3.214812,0.02462238073348999,0.0016906725941225886,39.99999999999959
16,single_sentence_500,0,I SLEEP ON A BED,audio__original,0.561522,0.4815,103.4314193725586,0.2127171754837036,-80.02199999999998
16,single_sentence_500,1,I SLEEP ON A BED,audio__original,0.581576,0.661793,203.87562561035156,5.736179351806641,80.21699999999998
16,single_sentence_500,2,I SLEEP ON A BED,audio__original,0.762065,0.762065,22.766292572021484,22.766292572021484,0.0
16,single_sentence_500,3,I SLEEP ON A BED,audio__original,1.042826,1.042826,0.018516257405281067,0.018516257405281067,0.0
16,single_sentence_500,4,I SLEEP ON A BED,audio__original,1.123043,1.102989,94.15293884277344,72.34574890136719,-20.054000000000016
16,single_sentence_500,5,I SLEEP ON A BED,audio__original,1.203261,1.24337,22.969905853271484,25.665441513061523,40.10900000000017
16,single_sentence_500,6,I SLEEP ON A BED,audio__original,1.484022,1.351562,42.54970169067383,0.06648573279380798,-132.46000000000004
16,single_sentence_500,7,I SLEEP ON A BED,audio__original,1.504076,1.644457,38.96918487548828,0.6669436097145081,140.38100000000009
16,single_sentence_500,8,I SLEEP ON A BED,audio__original,1.764783,1.764783,0.1303330957889557,0.1303330957889557,0.0
16,single_sentence_500,9,I SLEEP ON A BED,audio__original,1.824946,1.824946,0.0200076624751091,0.0200076624751091,0.0
17,single_sentence_500,0,IT IS THE DELUGE,audio__original,0.281029,0.201,14.353418350219727,0.00024266548280138522,-80.02899999999997
17,single_sentence_500,1,IT IS THE DELUGE,audio__original,0.361324,0.381397,0.011244049295783043,0.017830535769462585,20.073000000000008
17,single_sentence_500,2,IT IS THE DELUGE,audio__original,0.622279,0.513563,54.72686004638672,5.9702128055505455e-05,-108.71600000000004
17,single_sentence_500,3,IT IS THE DELUGE,audio__original,0.782868,0.823015,0.4634788930416107,0.6182067394256592,40.14700000000004
17,single_sentence_500,4,IT IS THE DELUGE,audio__original,0.943456,0.943456,7.848257064819336,7.848257064819336,0.0
17,single_sentence_500,5,IT IS THE DELUGE,audio__original,1.003676,1.003676,0.17704832553863525,0.17704832553863525,0.0
17,single_sentence_500,6,IT IS THE DELUGE,audio__original,1.385074,1.263875,22.807369232177734,3.393307633814402e-05,-121.19899999999984
17,single_sentence_500,7,IT IS THE DELUGE,audio__original,2.248235,2.328187,0.0008499133982695639,4.965805055689998e-05,79.95199999999957
18,single_sentence_500,0,LOOK AT THAT MAN,audio__original,0.642857,0.650813,4.3826212882995605,1.3674051761627197,7.955999999999963
18,single_sentence_500,1,LOOK AT THAT MAN,audio__original,0.84375,0.84375,0.14919452369213104,0.14919452369213104,0.0
18,single_sentence_500,2,LOOK AT THAT MAN,audio__original,1.024554,0.964286,21.240764617919922,0.3557535409927368,-60.26799999999999
18,single_sentence_500,3,LOOK AT THAT MAN,audio__original,1.084821,1.084821,0.32136186957359314,0.32136186957359314,0.0
18,single_sentence_500,4,LOOK AT THAT MAN,audio__original,1.145089,1.125,371.8810729980469,18.4506778717041,-20.089000000000024
18,single_sentence_500,5,LOOK AT THAT MAN,audio__original,1.265625,1.265625,0.4299240708351135,0.4299240708351135,0.0
18,single_sentence_500,6,LOOK AT THAT MAN,audio__original,1.40625,1.366071,66.18611907958984,29.715227127075195,-40.17899999999997
18,single_sentence_500,7,LOOK AT THAT MAN,audio__original,1.566964,1.646937,29.493606567382812,3.1246120929718018,79.97300000000007
19,single_sentence_500,0,NO SAID THE TREE,audio__original,0.643609,0.563562,17.769254684448242,0.4974009096622467,-80.04699999999998
19,single_sentence_500,1,NO SAID THE TREE,audio__original,0.764286,1.126316,248.64474487304688,5.549891471862793,362.0300000000001
19,single_sentence_500,2,NO SAID THE TREE,audio__original,1.709586,1.535125,81.25186920166016,0.041380494832992554,-174.46099999999998
19,single_sentence_500,3,NO SAID THE TREE,audio__original,1.870489,1.870489,0.08936423808336258,0.08936423808336258,0.0
19,single_sentence_500,4,NO SAID THE TREE,audio__original,1.910714,1.910714,12.804707527160645,12.804707527160645,0.0
19,single_sentence_500,5,NO SAID THE TREE,audio__original,1.971053,1.971053,1.5600464344024658,1.5600464344024658,0.0
19,single_sentence_500,6,NO SAID THE TREE,audio__original,2.051504,2.011278,25.883331298828125,70.69380187988281,-40.2260000000001
19,single_sentence_500,7,NO SAID THE TREE,audio__original,2.493985,2.573937,0.6865602135658264,0.3819018304347992,79.95200000000003
20,single_sentence_500,0,ONCE UPON A TIME,audio__original,0.544402,0.464375,32.73515701293945,0.003160871798172593,-80.02700000000007
20,single_sentence_500,1,ONCE UPON A TIME,audio__original,0.746033,0.766196,3.4318532943725586,2.3195858001708984,20.163000000000043
20,single_sentence_500,2,ONCE UPON A TIME,audio__original,0.826685,0.826685,5.99181604385376,5.99181604385376,0.0
20,single_sentence_500,3,ONCE UPON A TIME,audio__original,1.068641,1.088804,3.804161310195923,1.5146770477294922,20.163000000000153
20,single_sentence_500,4,ONCE UPON A TIME,audio__original,1.169457,1.169457,49.22365188598633,49.22365188598633,0.0
20,single_sentence_500,5,ONCE UPON A TIME,audio__original,1.18962,1.18962,0.856093168258667,0.856093168258667,0.0
20,single_sentence_500,6,ONCE UPON A TIME,audio__original,1.330761,1.229946,12.144688606262207,2.7480530738830566,-100.8150000000001
20,single_sentence_500,7,ONCE UPON A TIME,audio__original,1.794511,1.8545,0.00794687308371067,0.0022524825762957335,59.98900000000007
21,single_sentence_500,0,TO DAY I SHOUTED,audio__original,0.42375,0.343687,10.804983139038086,0.02296282909810543,-80.06299999999999
21,single_sentence_500,1,TO DAY I SHOUTED,audio__original,0.464107,0.504464,23.49146270751953,13.371587753295898,40.357000000000035
21,single_sentence_500,2,TO DAY I SHOUTED,audio__original,0.605357,0.524643,113.59170532226562,4.0175909996032715,-80.71400000000007
21,single_sentence_500,3,TO DAY I SHOUTED,audio__original,0.786964,0.867679,23.698991775512695,3.73673152923584,80.71499999999997
21,single_sentence_500,4,TO DAY I SHOUTED,audio__original,1.210714,1.081125,8.630340576171875,0.06868232786655426,-129.58900000000017
21,single_sentence_500,5,TO DAY I SHOUTED,audio__original,1.230893,1.27125,20.32852554321289,6.470510482788086,40.35699999999998
21,single_sentence_500,6,TO DAY I SHOUTED,audio__original,1.351964,1.331786,7.891499996185303,17.118040084838867,-20.17800000000003
21,single_sentence_500,7,TO DAY I SHOUTED,audio__original,1.816071,1.896062,0.03723016753792763,0.017113279551267624,79.99099999999993
22,single_sentence_500,0,AND LOVE BE FALSE,audio__original,0.261681,0.205625,50.25372314453125,0.08467967063188553,-56.056
22,single_sentence_500,1,AND LOVE BE FALSE,audio__original,0.382457,0.382457,5.934371471405029,5.934371471405029,0.0
22,single_sentence_500,2,AND LOVE BE FALSE,audio__original,0.543491,0.503233,55.64977264404297,25.29129409790039,-40.2579999999999
22,single_sentence_500,3,AND LOVE BE FALSE,audio__original,0.805172,0.845431,0.6549144387245178,0.1353352665901184,40.25900000000004
22,single_sentence_500,4,AND LOVE BE FALSE,audio__original,1.046724,0.946078,57.883235931396484,0.03266613557934761,-100.64600000000002
22,single_sentence_500,5,AND LOVE BE FALSE,audio__original,1.086983,1.1675,33.19381332397461,1.03755784034729,80.51699999999995
22,single_sentence_500,6,AND LOVE BE FALSE,audio__original,1.409052,1.32775,96.7675552368164,0.30156707763671875,-81.30199999999999
22,single_sentence_500,7,AND LOVE BE FALSE,audio__original,1.872026,1.872026,12.809508323669434,12.809508323669434,0.0
23,single_sentence_500,0,AND SO IN MY VIEW,audio__original,0.443929,0.363875,2.8321759700775146,0.0008097843965515494,-80.05400000000002
23,single_sentence_500,1,AND SO IN MY VIEW,audio__original,0.565,0.597,0.7732894420623779,0.23586460947990417,32.00000000000003
23,single_sentence_500,2,AND SO IN MY VIEW,audio__original,0.746607,0.645714,0.7439566850662231,3.100640296936035,-100.89300000000001
23,single_sentence_500,3,AND SO IN MY VIEW,audio__original,0.8475,1.0475,24.49703025817871,0.26026272773742676,200.00000000000006
23,single_sentence_500,4,AND SO IN MY VIEW,audio__original,1.331786,1.266375,1.7944884300231934,0.0005702130729332566,-65.41099999999989
23,single_sentence_500,5,AND SO IN MY VIEW,audio__original,1.392321,1.392321,0.06247599422931671,0.06247599422931671,0.0
23,single_sentence_500,6,AND SO IN MY VIEW,audio__original,1.533571,1.452857,6.25354528427124,0.17467989027500153,-80.71399999999996
23,single_sentence_500,7,AND SO IN MY VIEW,audio__original,1.614286,1.674821,24.39822769165039,4.146872043609619,60.53499999999978
23,single_sentence_500,8,AND SO IN MY VIEW,audio__original,1.816071,1.755536,0.3602123260498047,0.1333201676607132,-60.535000000000004
23,single_sentence_500,9,AND SO IN MY VIEW,audio__original,1.9775,2.057437,0.4092586934566498,0.5171179175376892,79.93700000000015
24,single_sentence_500,0,AND WHAT A SCREAM,audio__original,0.362755,0.28275,76.08171081542969,0.009822252206504345,-80.005
24,single_sentence_500,1,AND WHAT A SCREAM,audio__original,0.46352,0.473597,3.3753366470336914,1.0601093769073486,10.077000000000002
24,single_sentence_500,2,AND WHAT A SCREAM,audio__original,0.705357,0.634821,10.688621520996094,0.478385329246521,-70.53600000000004
24,single_sentence_500,3,AND WHAT A SCREAM,audio__original,0.886735,0.906888,0.392508864402771,0.4379550516605377,20.152999999999977
24,single_sentence_500,4,AND WHAT A SCREAM,audio__original,1.027806,1.027806,24.811216354370117,24.811216354370117,0.0
24,single_sentence_500,5,AND WHAT A SCREAM,audio__original,1.047959,1.047959,54.17285919189453,54.17285919189453,0.0
24,single_sentence_500,6,AND WHAT A SCREAM,audio__original,1.189031,1.189031,6.6715216636657715,6.6715216636657715,0.0
24,single_sentence_500,7,AND WHAT A SCREAM,audio__original,1.692857,1.772812,0.9396021962165833,0.22312584519386292,79.955
25,single_sentence_500,0,BY WHAT RIGHT SIR,audio__original,0.541174,0.461125,87.65495300292969,0.037367284297943115,-80.04900000000004
25,single_sentence_500,1,BY WHAT RIGHT SIR,audio__original,0.641391,0.741609,18.939916610717773,0.3905069828033447,100.21799999999992
25,single_sentence_500,2,BY WHAT RIGHT SIR,audio__original,0.881913,0.833688,4.636163234710693,0.4756631553173065,-48.224999999999966
25,single_sentence_500,3,BY WHAT RIGHT SIR,audio__original,1.042261,1.042261,0.05650544911623001,0.05650544911623001,0.0
25,single_sentence_500,4,BY WHAT RIGHT SIR,audio__original,1.242696,1.122435,16.586267471313477,0.9181122183799744,-120.26099999999995
25,single_sentence_500,5,BY WHAT RIGHT SIR,audio__original,1.463174,1.463174,0.11812128126621246,0.11812128126621246,0.0
25,single_sentence_500,6,BY WHAT RIGHT SIR,audio__original,1.643565,1.593457,3.4224603176116943,1.191161036491394,-50.10800000000004
25,single_sentence_500,7,BY WHAT RIGHT SIR,audio__original,1.803913,1.883875,30.923200607299805,0.3166038691997528,79.96199999999986
26,single_sentence_500,0,DEATH OF A FRIEND,audio__original,0.402752,0.32275,65.03369140625,0.04945531487464905,-80.00200000000002
26,single_sentence_500,1,DEATH OF A FRIEND,audio__original,0.624266,0.664541,12.968746185302734,0.8568823933601379,40.27500000000006
26,single_sentence_500,2,DEATH OF A FRIEND,audio__original,0.805505,0.805505,33.743953704833984,33.743953704833984,0.0
26,single_sentence_500,3,DEATH OF A FRIEND,audio__original,0.865917,0.865917,0.8595967292785645,0.8595967292785645,0.0
26,single_sentence_500,4,DEATH OF A FRIEND,audio__original,0.946468,0.946468,2.6334776878356934,2.6334776878356934,0.0
26,single_sentence_500,5,DEATH OF A FRIEND,audio__original,0.966606,0.966606,5.053725242614746,5.053725242614746,0.0
