sample_id,boundary_idx,transcript,audio_column,raw_time_sec,refined_time_sec,raw_flux,refined_flux,delta_time_ms
5,0,What is Atlantis?,audio__female,0.182338,0.102333,14.776812553405762,3.9517335891723633,-80.00500000000001
5,1,What is Atlantis?,audio__female,0.344416,0.344416,3.143808603286743,3.143808603286743,0.0
5,2,What is Atlantis?,audio__female,0.425455,0.405195,42.947696685791016,8.927468299865723,-20.26
5,3,What is Atlantis?,audio__female,0.526753,0.526753,13.507857322692871,13.507857322692871,0.0
5,4,What is Atlantis?,audio__female,0.607792,0.607792,9.933941841125488,9.933941841125488,0.0
5,5,What is Atlantis?,audio__female,1.256104,1.336083,5.189558506011963,0.8197030425071716,79.9789999999998
6,0,What is a cyborg?,audio__female,0.16128,0.08125,3.7429351806640625,0.0005027626757510006,-80.03
6,1,What is a cyborg?,audio__female,0.34272,0.34272,0.5281864404678345,0.5281864404678345,0.0
6,2,What is a cyborg?,audio__female,0.42336,0.4032,53.05693054199219,17.297292709350586,-20.16000000000001
6,3,What is a cyborg?,audio__female,0.52416,0.52416,15.72510051727295,15.72510051727295,0.0
6,4,What is a cyborg?,audio__female,0.6048,0.6048,27.072248458862305,27.072248458862305,0.0
6,5,What is a cyborg?,audio__female,0.62496,0.62496,6.64091682434082,6.64091682434082,0.0
6,6,What is a cyborg?,audio__female,0.74592,0.741458,14.887116432189941,1.6338036060333252,-4.462000000000077
6,7,What is a cyborg?,audio__female,1.24992,1.329917,0.18259195983409882,0.0070447055622935295,79.9970000000001
7,0,Where was Saxony?,audio__female,0.161684,0.081667,4.66240119934082,0.002596511272713542,-80.017
7,1,Where was Saxony?,audio__female,0.384,0.394105,6.933149814605713,10.558677673339844,10.104999999999976
7,2,Where was Saxony?,audio__female,0.464842,0.444632,7.9581499099731445,2.439373731613159,-20.20999999999995
7,3,Where was Saxony?,audio__female,0.586105,0.596211,20.544652938842773,15.354413032531738,10.106000000000058
7,4,Where was Saxony?,audio__female,0.727579,0.712292,21.758882522583008,1.8140318393707275,-15.286999999999939
7,5,Where was Saxony?,audio__female,1.212632,1.292625,5.742258548736572,5.007253170013428,79.99299999999998
8,0,Explain horoscope.,audio__female,0.161928,0.201917,0.560774028301239,0.031692467629909515,39.989000000000026
8,1,Explain horoscope.,audio__female,0.62747,0.688193,1.007596492767334,0.7253078818321228,60.723000000000084
8,2,Explain horoscope.,audio__female,0.789398,0.769157,3.7670600414276123,7.413825988769531,-20.241000000000064
8,3,Explain horoscope.,audio__female,1.558554,1.638542,9.7302021458745e-05,1.8749965420283843e-06,79.98799999999994
9,0,History of Africa.,audio__female,0.181333,0.101333,18.296951293945312,0.0009082465548999608,-79.99999999999999
9,1,History of Africa.,audio__female,0.584296,0.624593,8.083939552307129,7.050553321838379,40.29699999999992
9,2,History of Africa.,audio__female,0.685037,0.685037,5.513105869293213,5.513105869293213,0.0
9,3,History of Africa.,audio__female,0.745481,0.745481,0.0538666807115078,0.0538666807115078,0.0
9,4,History of Africa.,audio__female,0.906667,0.821958,85.76870727539062,0.004539646208286285,-84.70900000000003
9,5,History of Africa.,audio__female,1.490963,1.570958,0.0001376226282445714,1.066087861545384e-06,79.99500000000003
10,0,What is Freetekno?,audio__female,0.141217,0.061208,8.353714942932129,6.327905452963023e-07,-80.00900000000001
10,1,What is Freetekno?,audio__female,0.322783,0.322783,0.011630039662122726,0.011630039662122726,0.0
10,2,What is Freetekno?,audio__female,0.423652,0.403478,3.6193594932556152,7.153972148895264,-20.17399999999997
10,3,What is Freetekno?,audio__female,0.544696,0.56487,36.661258697509766,11.038631439208984,20.174000000000024
10,4,What is Freetekno?,audio__female,0.665739,0.625391,0.14842790365219116,0.04609827697277069,-40.34799999999994
10,5,What is Freetekno?,audio__female,1.29113,1.371125,7.074973109411076e-05,6.69425830324144e-08,79.99499999999982
11,0,What is Gremolata?,audio__female,0.161684,0.081667,2.9009265899658203,0.0009311580215580761,-80.017
11,1,What is Gremolata?,audio__female,0.343579,0.343579,0.12363158166408539,0.12363158166408539,0.0
11,2,What is Gremolata?,audio__female,0.424421,0.404211,6.425786018371582,6.932650566101074,-20.210000000000004
11,3,What is Gremolata?,audio__female,0.545684,0.545684,19.415420532226562,19.415420532226562,0.0
11,4,What is Gremolata?,audio__female,0.626526,0.606316,10.751605987548828,0.006966105196624994,-20.21000000000006
11,5,What is Gremolata?,audio__female,1.273263,1.35325,9.467044830322266,0.031114911660552025,79.98700000000002
12,0,Where is Flanders?,audio__female,0.162078,0.082042,21.540180206298828,0.03353537246584892,-80.036
12,1,Where is Flanders?,audio__female,0.405195,0.415325,5.374318599700928,0.47263991832733154,10.129999999999972
12,2,Where is Flanders?,audio__female,0.486234,0.486234,21.444175720214844,21.444175720214844,0.0
12,3,Where is Flanders?,audio__female,0.567273,0.607792,59.62299346923828,1.674078106880188,40.51899999999997
12,4,Where is Flanders?,audio__female,0.688831,0.648312,0.4394088685512543,0.08122673630714417,-40.51899999999997
12,5,Where is Flanders?,audio__female,1.256104,1.336083,14.364768981933594,0.4317161440849304,79.9789999999998
13,0,Who is Larry Page?,audio__female,0.201481,0.134792,57.63956832885742,0.008574898354709148,-66.689
13,1,Who is Larry Page?,audio__female,0.282074,0.32237,3.232004165649414,0.7812734842300415,40.296
13,2,Who is Larry Page?,audio__female,0.423111,0.413037,1.0647003650665283,1.006105661392212,-10.074000000000026
13,3,Who is Larry Page?,audio__female,0.523852,0.523852,14.764984130859375,14.764984130859375,0.0
13,4,Who is Larry Page?,audio__female,0.624593,0.584296,9.702203750610352,5.716061115264893,-40.29699999999992
13,5,Who is Larry Page?,audio__female,0.846222,0.906667,3.7760610580444336,0.04091516509652138,60.44499999999997
13,6,Who is Larry Page?,audio__female,1.027556,0.932167,8.794349670410156,0.008296660147607327,-95.38899999999995
13,7,Who is Larry Page?,audio__female,1.349926,1.429917,12.192015647888184,0.0605352409183979,79.99100000000014
14,0,What is a technate?,audio__female,0.162254,0.08225,15.936089515686035,0.001320494688116014,-80.004
14,1,What is a technate?,audio__female,0.344789,0.344789,15.536216735839844,15.536216735839844,0.0
14,2,What is a technate?,audio__female,0.425915,0.405634,17.46804428100586,20.69345474243164,-20.28099999999999
14,3,What is a technate?,audio__female,0.527324,0.527324,8.306731224060059,8.306731224060059,0.0
14,4,What is a technate?,audio__female,0.608451,0.608451,6.082948684692383,6.082948684692383,0.0
14,5,What is a technate?,audio__female,0.628732,0.628732,0.11539491266012192,0.11539491266012192,0.0
14,6,What is a technate?,audio__female,0.750423,0.662375,17.989816665649414,0.004581842105835676,-88.0479999999999
14,7,What is a technate?,audio__female,1.298028,1.378,7.110563456080854e-05,1.2271165132915485e-06,79.97199999999994
15,0,What's ARM Dynarec?,audio__female,0.161561,0.081542,14.811233520507812,0.0015780843095853925,-80.019
15,1,What's ARM Dynarec?,audio__female,0.444293,0.444293,1.9046039581298828,1.9046039581298828,0.0
15,2,What's ARM Dynarec?,audio__female,0.565463,0.484683,120.76212310791016,30.908485412597656,-80.78000000000007
15,3,What's ARM Dynarec?,audio__female,0.727024,0.78761,1.0950672626495361,3.7771599292755127,60.58600000000003
15,4,What's ARM Dynarec?,audio__female,0.848195,0.828,50.77619171142578,5.665317535400391,-20.195000000000075
15,5,What's ARM Dynarec?,audio__female,1.373268,1.36525,0.004218930844217539,0.0011631823144853115,-8.017999999999859
16,0,Who Killed Marilyn?,audio__female,0.161684,0.081667,0.3154650926589966,0.0004461408534552902,-80.017
16,1,Who Killed Marilyn?,audio__female,0.242526,0.343579,5.7286458015441895,0.05875265225768089,101.05300000000003
16,2,Who Killed Marilyn?,audio__female,0.444632,0.385125,1.7447487115859985,0.001050630584359169,-59.50700000000003
16,3,Who Killed Marilyn?,audio__female,0.707368,0.707368,2.1226513385772705,2.1226513385772705,0.0
16,4,Who Killed Marilyn?,audio__female,0.828632,0.818526,77.11593627929688,16.53729248046875,-10.106000000000058
16,5,Who Killed Marilyn?,audio__female,1.394526,1.4745,0.00021276775805745274,1.8796567928802688e-06,79.97399999999999
17,0,Who is Max Schrems?,audio__female,0.202247,0.135542,9.362937927246094,0.015703046694397926,-66.70500000000001
17,1,Who is Max Schrems?,audio__female,0.283146,0.353933,3.989710569381714,0.7819353342056274,70.78699999999999
17,2,Who is Max Schrems?,audio__female,0.485393,0.485393,4.152294635772705,4.152294635772705,0.0
17,3,Who is Max Schrems?,audio__female,0.586517,0.586517,11.789939880371094,11.789939880371094,0.0
17,4,Who is Max Schrems?,audio__female,0.72809,0.697753,22.63208770751953,31.92720603942871,-30.33700000000006
17,5,Who is Max Schrems?,audio__female,0.889888,0.889888,3.4041950702667236,3.4041950702667236,0.0
17,6,Who is Max Schrems?,audio__female,1.031461,1.031461,8.612482070922852,8.612482070922852,0.0
17,7,Who is Max Schrems?,audio__female,1.516854,1.596833,5.24204158782959,0.024645492434501648,79.97900000000003
18,0,How smart is marmot?,audio__female,0.182571,0.102542,12.063077926635742,0.017295584082603455,-80.02900000000001
18,1,How smart is marmot?,audio__female,0.284,0.337333,11.03327751159668,3.569397449493408,53.33300000000002
18,2,How smart is marmot?,audio__female,0.426,0.426,27.65340805053711,27.65340805053711,0.0
18,3,How smart is marmot?,audio__female,0.750571,0.750571,19.93340301513672,19.93340301513672,0.0
18,4,How smart is marmot?,audio__female,0.831714,0.811429,31.17107582092285,15.319283485412598,-20.284999999999997
18,5,How smart is marmot?,audio__female,0.933143,0.933143,2.538808584213257,2.538808584213257,0.0
18,6,How smart is marmot?,audio__female,1.014286,1.004143,1.308189034461975,11.701997756958008,-10.143000000000013
18,7,How smart is marmot?,audio__female,1.460571,1.540542,2.392918586730957,0.0016489678528159857,79.97100000000002
19,0,What does Baja mean?,audio__female,0.161928,0.081917,6.917863368988037,0.001125441282056272,-80.01099999999998
19,1,What does Baja mean?,audio__female,0.323855,0.323855,0.008784878067672253,0.008784878067672253,0.0
19,2,What does Baja mean?,audio__female,0.404819,0.364337,22.29754066467285,0.0632910281419754,-40.481999999999964
19,3,What does Baja mean?,audio__female,0.566747,0.586988,15.214176177978516,1.4259699583053589,20.240999999999953
19,4,What does Baja mean?,audio__female,0.688193,0.643458,29.03046226501465,0.007068074308335781,-44.73500000000008
19,5,What does Baja mean?,audio__female,1.012048,1.062651,19.12258529663086,16.158920288085938,50.60299999999995
19,6,What does Baja mean?,audio__female,1.194217,1.133494,36.81563186645508,3.0868091583251953,-60.723000000000084
19,7,What does Baja mean?,audio__female,1.538313,1.618292,6.90242086420767e-05,5.847587999596726e-06,79.97900000000003
20,0,What is a motor tic?,audio__female,0.161798,0.081792,14.422613143920898,0.0016649097669869661,-80.006
20,1,What is a motor tic?,audio__female,0.34382,0.34382,9.730623245239258,9.730623245239258,0.0
20,2,What is a motor tic?,audio__female,0.424719,0.404494,8.387704849243164,5.155900001525879,-20.224999999999994
20,3,What is a motor tic?,audio__female,0.525843,0.525843,28.78437042236328,28.78437042236328,0.0
20,4,What is a motor tic?,audio__female,0.606742,0.606742,10.882302284240723,10.882302284240723,0.0
20,5,What is a motor tic?,audio__female,0.626966,0.626966,66.97344970703125,66.97344970703125,0.0
20,6,What is a motor tic?,audio__female,0.707865,0.68764,109.13356018066406,16.245290756225586,-20.224999999999937
20,7,What is a motor tic?,audio__female,1.031461,1.07191,49.550682067871094,0.008573103696107864,40.448999999999955
20,8,What is a motor tic?,audio__female,1.173034,1.092135,24.824018478393555,0.016507843509316444,-80.89899999999983
20,9,What is a motor tic?,audio__female,1.334831,1.342792,0.010900580324232578,0.0007753058453090489,7.960999999999885
21,0,What is a rift lake?,audio__female,0.161928,0.081917,3.9195196628570557,0.0007167530129663646,-80.01099999999998
21,1,What is a rift lake?,audio__female,0.323855,0.331875,0.09637049585580826,0.009882290847599506,8.019999999999971
21,2,What is a rift lake?,audio__female,0.42506,0.404819,18.693021774291992,3.968771457672119,-20.24100000000001
21,3,What is a rift lake?,audio__female,0.526265,0.526265,14.896595001220703,14.896595001220703,0.0
21,4,What is a rift lake?,audio__female,0.586988,0.586988,9.1259126663208,9.1259126663208,0.0
21,5,What is a rift lake?,audio__female,0.607229,0.607229,6.454990386962891,6.454990386962891,0.0
21,6,What is a rift lake?,audio__female,0.708434,0.655708,34.196693420410156,1.1958410739898682,-52.72600000000005
21,7,What is a rift lake?,audio__female,0.931084,0.931084,0.04825231432914734,0.04825231432914734,0.0
21,8,What is a rift lake?,audio__female,1.05253,1.032289,20.161745071411133,12.796452522277832,-20.240999999999953
21,9,What is a rift lake?,audio__female,1.416867,1.496833,0.0001948083081515506,4.549815173504612e-07,79.96599999999998
22,0,What is a sacrament?,audio__female,0.1608,0.080792,7.256413459777832,0.000737290654797107,-80.008
22,1,What is a sacrament?,audio__female,0.3216,0.32425,0.040148936212062836,0.0041700867004692554,2.6499999999999857
22,2,What is a sacrament?,audio__female,0.4221,0.402,7.900330066680908,21.68988037109375,-20.09999999999995
22,3,What is a sacrament?,audio__female,0.5025,0.5025,2.553387403488159,2.553387403488159,0.0
22,4,What is a sacrament?,audio__female,0.603,0.603,18.93060302734375,18.93060302734375,0.0
22,5,What is a sacrament?,audio__female,0.6231,0.6231,4.142690658569336,4.142690658569336,0.0
22,6,What is a sacrament?,audio__female,0.7437,0.731417,25.024085998535156,2.110929489135742,-12.283000000000044
22,7,What is a sacrament?,audio__female,1.3266,1.326583,0.007485867477953434,0.007485867477953434,-0.016999999999933735
23,0,When did Alfred die?,audio__female,0.162462,0.082458,5.8049821853637695,0.010713277384638786,-80.00399999999999
23,1,When did Alfred die?,audio__female,0.304615,0.365538,0.7636398673057556,2.1304121017456055,60.92299999999995
23,2,When did Alfred die?,audio__female,0.426462,0.399167,34.850955963134766,0.20880958437919617,-27.295000000000012
23,3,When did Alfred die?,audio__female,0.548308,0.548308,17.19872283935547,17.19872283935547,0.0
23,4,When did Alfred die?,audio__female,0.649846,0.609231,145.31515502929688,16.595746994018555,-40.615000000000066
23,5,When did Alfred die?,audio__female,0.995077,1.015385,0.058158520609140396,0.01867707446217537,20.307999999999993
23,6,When did Alfred die?,audio__female,1.096615,1.035692,52.794071197509766,5.587323188781738,-60.92299999999984
23,7,When did Alfred die?,audio__female,1.482462,1.562458,3.2238560379482806e-05,7.809499180666535e-08,79.99599999999995
24,0,Who invented Hangul?,audio__female,0.1809,0.111542,14.629178047180176,0.011578992940485477,-69.358
24,1,Who invented Hangul?,audio__female,0.2613,0.31155,4.826710224151611,1.6011452674865723,50.250000000000014
24,2,Who invented Hangul?,audio__female,0.4221,0.402,4.068576335906982,6.1487860679626465,-20.09999999999995
24,3,Who invented Hangul?,audio__female,0.9246,0.9246,6.030087947845459,6.030087947845459,0.0
24,4,Who invented Hangul?,audio__female,1.005,0.9849,5.606477737426758,5.798564910888672,-20.099999999999895
24,5,Who invented Hangul?,audio__female,1.4874,1.567375,0.00016592319298069924,1.4078999583944096e-06,79.97499999999991
25,0,Who is Sean Hannity?,audio__female,0.202667,0.130667,7.923125267028809,0.017832638695836067,-72.00000000000001
25,1,Who is Sean Hannity?,audio__female,0.283733,0.3344,2.0602190494537354,0.3727740943431854,50.66699999999996
25,2,Who is Sean Hannity?,audio__female,0.466133,0.466133,47.29502868652344,47.29502868652344,0.0
25,3,Who is Sean Hannity?,audio__female,0.567467,0.5776,11.687960624694824,12.199163436889648,10.132999999999948
25,4,Who is Sean Hannity?,audio__female,0.6688,0.6688,8.384779930114746,8.384779930114746,0.0
25,5,Who is Sean Hannity?,audio__female,0.952533,1.013333,1.7613980770111084,1.06125807762146,60.800000000000075
25,6,Who is Sean Hannity?,audio__female,1.053867,1.0336,2.709857702255249,3.7229745388031006,-20.267000000000035
25,7,Who is Sean Hannity?,audio__female,1.479467,1.399458,21.025436401367188,0.9291157126426697,-80.009
26,0,Who owns Nissan now?,audio__female,0.202247,0.122208,20.365203857421875,0.0578886978328228,-80.03900000000002
26,1,Who owns Nissan now?,audio__female,0.283146,0.333708,8.96399211883545,0.659587025642395,50.562
26,2,Who owns Nissan now?,audio__female,0.485393,0.455056,56.24606704711914,38.362953186035156,-30.337000000000003
26,3,Who owns Nissan now?,audio__female,0.72809,0.72809,34.10591125488281,34.10591125488281,0.0
26,4,Who owns Nissan now?,audio__female,0.829213,0.819101,13.771471977233887,11.1576509475708,-10.112000000000009
26,5,Who owns Nissan now?,audio__female,1.375281,1.597753,52.67530059814453,1.0408271551132202,222.472
26,6,Who owns Nissan now?,audio__female,1.658427,1.658427,0.0013086253311485052,0.0013086253311485052,0.0
26,7,Who owns Nissan now?,audio__female,1.719101,1.799083,2.7720116122509353e-06,2.262211091874633e-05,79.982
27,0,Is CCL1 inflammatory?,audio__female,0.180837,0.100833,49.082637786865234,0.010004416108131409,-80.00399999999999
27,1,Is CCL1 inflammatory?,audio__female,0.321488,0.331535,21.432659149169922,12.569567680358887,10.047000000000029
27,2,Is CCL1 inflammatory?,audio__female,0.46214,0.460333,3.0421149730682373,3.0421149730682373,-1.807000000000003
27,3,Is CCL1 inflammatory?,audio__female,1.105116,1.145302,10.919169425964355,1.4539976119995117,40.18600000000006
28,0,What is transduction?,audio__female,0.161103,0.081083,4.07992696762085,0.0004421106423251331,-80.02
28,1,What is transduction?,audio__female,0.342345,0.342345,0.04856511950492859,0.04856511950492859,0.0
28,2,What is transduction?,audio__female,0.443034,0.422897,45.60709762573242,19.166728973388672,-20.13699999999996
28,3,What is transduction?,audio__female,0.563862,0.584,19.434051513671875,20.753944396972656,20.13799999999999
28,4,What is transduction?,audio__female,0.68469,0.624276,3.3634462356567383,0.015439489856362343,-60.413999999999966
28,5,What is transduction?,audio__female,1.611034,1.691,0.0004045087844133377,1.419854356754513e-06,79.96599999999998
29,0,Why did US enter ww2?,audio__female,0.200526,0.123167,92.9952621459961,14.996170997619629,-77.35900000000001
29,1,Why did US enter ww2?,audio__female,0.320842,0.381,27.11224365234375,57.217586517333984,60.15799999999999
29,2,Why did US enter ww2?,audio__female,0.441158,0.429125,12.71206283569336,0.06924543529748917,-12.033000000000015
29,3,Why did US enter ww2?,audio__female,0.581526,0.581526,3.7469682693481445,3.7469682693481445,0.0
29,4,Why did US enter ww2?,audio__female,0.741947,0.641684,52.18067169189453,7.538636684417725,-100.26299999999999
29,5,Why did US enter ww2?,audio__female,0.982579,1.042737,8.967094421386719,12.409740447998047,60.158000000000044
29,6,Why did US enter ww2?,audio__female,1.122947,1.062789,49.86772537231445,1.1275484561920166,-60.15799999999993
29,7,Why did US enter ww2?,audio__female,1.403684,1.443789,15.185197830200195,0.38846707344055176,40.10500000000006
29,8,Why did US enter ww2?,audio__female,1.764632,1.483895,0.2916550636291504,6.278219223022461,-280.737
29,9,Why did US enter ww2?,audio__female,2.245895,2.325875,4.76971435546875,0.03298668935894966,79.97999999999993
30,0,How do you do a hangi?,audio__female,0.160744,0.080708,1.7294822931289673,0.00014521862613037229,-80.036
30,1,How do you do a hangi?,audio__female,0.281302,0.301395,8.465909957885742,36.592071533203125,20.09300000000003
30,2,How do you do a hangi?,audio__female,0.361674,0.346917,6.3163018226623535,0.007932550273835659,-14.75700000000002
30,3,How do you do a hangi?,audio__female,0.40186,0.40186,1.0203526020050049,1.0203526020050049,0.0
30,4,How do you do a hangi?,audio__female,0.502326,0.492279,0.6388826966285706,0.5207266211509705,-10.047000000000029
30,5,How do you do a hangi?,audio__female,0.562605,0.582698,2.4173855781555176,0.20451225340366364,20.09300000000003
30,6,How do you do a hangi?,audio__female,0.66307,0.625542,36.15167236328125,0.016528664156794548,-37.528000000000006
30,7,How do you do a hangi?,audio__female,0.723349,0.753488,10.134121894836426,14.932101249694824,30.139000000000028
30,8,How do you do a hangi?,audio__female,0.864,0.864,8.43432331085205,8.43432331085205,0.0
30,9,How do you do a hangi?,audio__female,0.884093,0.884093,2.9977800846099854,2.9977800846099854,0.0
30,10,How do you do a hangi?,audio__female,0.964465,0.924279,2.3090806007385254,2.5761611461639404,-40.18600000000006
30,11,How do you do a hangi?,audio__female,1.446698,1.526667,7.537256897194311e-05,6.329573238872399e-07,79.96899999999995
31,0,What are Smart Cities?,audio__female,0.161928,0.081917,12.393447875976562,0.0008858421933837235,-80.01099999999998
31,1,What are Smart Cities?,audio__female,0.323855,0.326542,0.0031151932198554277,0.001728581846691668,2.686999999999995
31,2,What are Smart Cities?,audio__female,0.445301,0.445301,3.713285446166992,3.713285446166992,0.0
31,3,What are Smart Cities?,audio__female,0.506024,0.506024,23.041610717773438,23.041610717773438,0.0
31,4,What are Smart Cities?,audio__female,0.566747,0.566747,13.882716178894043,13.882716178894043,0.0
31,5,What are Smart Cities?,audio__female,0.85012,0.852792,0.016411341726779938,0.0169447660446167,2.6720000000000077
31,6,What are Smart Cities?,audio__female,0.951325,0.910843,2.1711575984954834,12.519210815429688,-40.48200000000002
31,7,What are Smart Cities?,audio__female,1.416867,1.496833,6.129429340362549,0.011588667519390583,79.96599999999998
32,0,What's Dagger's power?,audio__female,0.180973,0.100958,21.387542724609375,7.554182529449463,-80.01499999999999
32,1,What's Dagger's power?,audio__female,0.361946,0.361946,0.5702871680259705,0.5702871680259705,0.0
32,2,What's Dagger's power?,audio__female,0.502703,0.48875,1.5164613723754883,0.00041797489393502474,-13.952999999999992
32,3,What's Dagger's power?,audio__female,0.844541,0.863208,0.11034810543060303,0.007452931255102158,18.666999999999987
32,4,What's Dagger's power?,audio__female,0.965189,0.904865,3.7391343116760254,0.2632300853729248,-60.323999999999934
32,5,What's Dagger's power?,audio__female,1.367351,1.447333,5.7314584410050884e-05,1.0424449214951892e-07,79.982
33,0,When was the Iron Age?,audio__female,0.160696,0.080667,35.073421478271484,0.0003520944155752659,-80.029
33,1,When was the Iron Age?,audio__female,0.301304,0.321391,0.49510452151298523,0.6845716238021851,20.086999999999968
33,2,When was the Iron Age?,audio__female,0.401739,0.391696,10.471796035766602,4.945798397064209,-10.043000000000024
33,3,When was the Iron Age?,audio__female,0.522261,0.542348,52.00668716430664,5.601934432983398,20.087000000000078
33,4,When was the Iron Age?,audio__female,0.602609,0.602609,20.93209457397461,20.93209457397461,0.0
33,5,When was the Iron Age?,audio__female,0.66287,0.703043,71.98348236083984,26.514612197875977,40.173000000000016
33,6,When was the Iron Age?,audio__female,0.823565,0.743217,36.799251556396484,2.426743507385254,-80.34799999999997
33,7,When was the Iron Age?,audio__female,1.024435,1.034478,13.792121887207031,6.734613418579102,10.043000000000024
33,8,When was the Iron Age?,audio__female,1.144957,1.114826,6.920758247375488,23.33102035522461,-30.130999999999908
33,9,When was the Iron Age?,audio__female,1.446261,1.52625,2.9445362091064453,0.027202026918530464,79.98900000000009
34,0,Who was DTV Animation?,audio__female,0.202105,0.122083,60.64162063598633,0.04093630611896515,-80.022
34,1,Who was DTV Animation?,audio__female,0.282947,0.323368,3.260770559310913,1.204971432685852,40.420999999999985
34,2,Who was DTV Animation?,audio__female,0.424421,0.404211,24.710407257080078,5.641599178314209,-20.210000000000004
34,3,Who was DTV Animation?,audio__female,0.565895,0.565895,9.87742805480957,9.87742805480957,0.0
34,4,Who was DTV Animation?,audio__female,0.646737,0.611625,4.886715412139893,0.007153138518333435,-35.11200000000003
34,5,Who was DTV Animation?,audio__female,1.111579,1.111579,27.79051971435547,27.79051971435547,0.0
34,6,Who was DTV Animation?,audio__female,1.313684,1.293474,37.625221252441406,55.50217819213867,-20.21000000000006
34,7,Who was DTV Animation?,audio__female,1.879579,1.959542,22.94325828552246,0.2817433178424835,79.96299999999978
35,0,Can you tell me a joke?,audio__female,0.141687,0.061667,5.1910600662231445,9.650430001784116e-07,-80.02000000000001
35,1,Can you tell me a joke?,audio__female,0.263133,0.273253,4.991727828979492,7.470453262329102,10.120000000000019
35,2,Can you tell me a joke?,audio__female,0.323855,0.323855,1.378051519393921,1.378051519393921,0.0
35,3,Can you tell me a joke?,audio__female,0.404819,0.42506,6.940718650817871,0.02068188227713108,20.24100000000001
35,4,Can you tell me a joke?,audio__female,0.506024,0.465542,11.270109176635742,12.029422760009766,-40.48200000000002
35,5,Can you tell me a joke?,audio__female,0.647711,0.657831,2.848419189453125,13.220961570739746,10.120000000000019
35,6,Can you tell me a joke?,audio__female,0.708434,0.708434,6.388241291046143,6.388241291046143,0.0
35,7,Can you tell me a joke?,audio__female,0.769157,0.789398,3.2554702758789062,9.254374504089355,20.241000000000064
35,8,Can you tell me a joke?,audio__female,0.85012,0.85012,27.684526443481445,27.684526443481445,0.0
35,9,Can you tell me a joke?,audio__female,0.870361,0.870361,121.4791488647461,121.4791488647461,0.0
35,10,Can you tell me a joke?,audio__female,0.991807,0.951325,13.238210678100586,11.942227363586426,-40.48200000000002
35,11,Can you tell me a joke?,audio__female,1.275181,1.355167,0.737496018409729,0.0012841353891417384,79.98600000000012
36,0,How older is Elon Musk?,audio__female,0.201429,0.121417,15.891438484191895,0.040872108191251755,-80.012
